,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
Phthalazin-1-one,-0.306672013,-0.307240926,-0.304849817,-0.30658174,-0.307015403,-0.307537971,-0.309198326,-0.30695145,-0.308600744,-0.307054384,-0.305796838,-0.307560433,-0.306719549,-0.30742027,-0.306076119,-0.30810171,-0.308605279,-0.308442029,-0.305543883,-0.302002355,-0.30479767,-0.304902559,-0.306084109,-0.304485048,-0.305200515,-0.304001788,-0.085871502,-0.223472638,-0.108639496,-0.13554744,0.057625489,-0.00854143,-0.184649502,-0.233139361,-0.149371435,0.66318669,1.832745363,0.057185409,-0.062402142,0.385261145,-0.295300665,-0.291991842,-0.292046244,-0.297455557,-0.221270501,-0.299018715,-0.245009917,-0.144240401,-0.110124615,-0.12183665,-0.181241374,-0.104559208,-0.141571866,0.084619395,2.260745988,0.441692605,-0.030660328,-0.16028731,-0.29692654,-0.292912278,-0.290490199,-0.298550129,-0.248591548,-0.194881876,-0.250456281,-0.212074536,-0.231320048,-0.184659371,-0.149930332,-0.221437628,-0.144437878,-0.231395345,2.32562557,0.132803586,0.736755637,0.171171881,-0.307084197,1.432315105,-0.190892265,-0.299611852,-0.296721029,-0.301890626,-0.303748911,2.671167482,3.689629567,-0.303982612,8.73913123,-0.305872834,-0.305329568,-0.306712376,-0.305078503,-0.304000927,-0.304998047,-0.305673326,-0.306288757,-0.308044769,-0.308854792,-0.30733475,-0.305683713,-0.308124403,-0.304513336,-0.307723202,-0.306475964,-0.309562082,-0.309618187,-0.306874593,-0.309043311,-0.309398671,-0.308155486,1.460904382,-0.307228351,3.838016424,-0.306820195,-0.309217231,-0.307608124,-0.303961037,-0.311486894
Picolinic acid,-0.53231574,-0.48969358,-0.30398882,-0.47799865,-0.44723993,-0.52891412,-0.61491655,-0.45127857,-0.38539971,-0.2572143,-0.38617025,-0.36630453,-0.39429192,-0.39095516,-0.31579393,-0.36951077,-0.38364537,-0.40375576,-0.15417896,-0.54201498,-0.57887129,-0.91918712,-0.6129414,-0.48492536,-0.52047574,-0.37336618,-0.70936007,-0.66557458,-0.48706242,-0.83545727,-0.34240252,-0.3905452,-0.4985128,-0.69454452,-0.64337331,0.54834983,0.42376958,0.55256717,1.48367055,0.93683122,1.50700557,2.56518547,2.39162596,1.98596329,1.61017148,2.29291831,-0.69731753,-0.76378158,-0.64252877,-0.74586485,-0.77156758,-0.51230312,1.11108473,1.08254985,0.91370027,0.54294134,1.45691997,1.20595289,2.29991987,2.78533107,2.65911368,1.70486599,-0.90194653,-0.8316288,-0.82533112,-0.9060108,-0.71455166,-0.90088523,-0.8434826,-0.94734625,-0.73404278,-0.86175051,0.2531485,1.22980453,1.94030767,0.19281421,0.68318035,0.09830078,-0.06408855,1.94900425,2.18581129,1.97047786,1.41464371,-0.41985641,-0.29402618,-0.55910063,-0.20201568,-0.42522288,-0.48258608,-0.55782947,-0.47028387,-0.39383501,-0.49561011,-0.48508436,-0.53564664,-0.33452664,-0.93701674,-0.4876482,-0.38886539,-0.58426327,-0.30960085,-0.45816419,-0.53781872,-0.64342949,-0.61334067,-0.53186403,-0.57969422,-0.60351529,-0.4766258,-0.21320178,-0.51791425,-0.2538018,-0.51396984,-0.6157751,-0.27567773,-0.2609827,-0.75326612
Pimelic acid,-0.17670925,-0.38662978,-0.35267315,-0.37667276,-0.40034517,-0.35456561,-0.42665552,-0.34494377,-0.29721307,-0.67436635,-0.4551725,-0.22836726,-0.67374007,-0.67505071,-0.35239608,-0.33105258,-0.36962649,-0.67696182,-0.39930931,-0.66491698,-0.40685263,-0.67034156,-0.38237925,-0.48505576,-0.33072211,-0.3100163,-0.44275765,-0.19197546,-0.38225026,-0.4888247,-0.14200993,-0.49903428,-0.32608266,-0.2975527,-0.51628692,0.4207884,1.00803804,0.14403475,0.54085364,0.08063557,1.04422884,1.47166315,1.09603515,0.93876481,1.14195966,1.24759753,-0.32026896,-0.32446483,-0.35407866,-0.36352108,-0.42394633,-0.36378053,1.47089613,0.65751396,0.52934475,-0.68303885,6.74039847,0.77190076,1.20573334,1.09878732,1.0192571,0.62591364,-0.69239138,-0.07182609,-0.50702473,-0.54401578,-0.47990176,-0.58090304,-0.52804842,-0.59484323,-0.53800056,-0.59209333,-0.68649511,0.53789402,1.07315636,2.89064184,1.23991084,6.15987793,-0.68722022,0.94958257,0.49387087,0.77895703,0.62260582,-0.35673535,-0.22623526,-0.37651974,-0.1824221,-0.20959904,-0.08332883,-0.42258323,-0.47927364,-0.35524677,-0.11550872,-0.1911888,-0.67293432,-0.33244904,-0.35741188,-0.50202882,-0.30928263,-0.50947653,-0.66961355,-0.67561732,-0.40938498,-0.67905678,-0.49166235,-0.41896802,-0.60472358,-0.42501358,-0.37790496,-0.16779874,-0.3847046,-0.67345044,-0.32543598,-0.42059261,-0.41881347,-0.32401928,-0.56504497
Pipecolic acid,-0.27949088,-0.27967219,-0.27148806,-0.27604731,-0.27366598,-0.27499005,-0.27985265,-0.2791535,-0.27470083,-0.27941822,-0.27997946,-0.27888431,-0.27893765,-0.27931517,-0.2793248,-0.28096322,-0.28004228,-0.27955862,-0.27941634,-0.27132032,-0.26909507,-0.26919056,-0.2755678,-0.27865313,-0.27691587,-0.27855842,-0.23457271,-0.22791651,-0.23451202,0.09801903,-0.2708993,-0.2492826,-0.27903872,-0.26795352,-0.14503992,1.45168984,4.54170847,-0.25707567,-0.22047548,8.42358186,-0.21650578,-0.22154215,-0.21041946,-0.22115595,-0.17264839,-0.2269239,-0.24461165,-0.21919053,-0.17605448,-0.01782938,-0.14348948,-0.21021506,-0.08016437,2.2715383,3.78733321,3.18063147,-0.20994645,-0.24623206,-0.25230028,-0.28096708,-0.24141478,-0.23399381,0.11038628,-0.03264407,-0.16875629,-0.05652123,-0.24383804,0.02064849,0.03314705,-0.01598054,-0.1353387,0.04977695,0.90056027,0.94409145,0.09551772,1.66454044,-0.15612401,2.12141533,-0.19567191,-0.24637347,-0.25018996,-0.28096832,-0.27542618,-0.26581883,-0.2653194,-0.2789621,-0.26764378,-0.26891392,-0.27244431,-0.27360425,-0.27978001,-0.28096862,-0.28015545,-0.27243808,-0.27930452,-0.27584321,-0.27642601,-0.27673464,-0.27802126,-0.27908059,-0.28067377,-0.28008411,-0.27906676,-0.27616398,-0.27939374,-0.27860075,-0.27846239,-0.27900415,-0.27830344,-0.2692111,-0.26943264,-0.27157853,-0.26106647,-0.27973251,-0.26610449,-0.2794324,-0.2687939
"Piperidine, 1-(1-methylpentyl)-",-0.29957831,-0.30020017,-0.29758655,-0.29947964,4.29803123,-0.30052485,3.46198683,-0.29988375,-0.30168652,4.66379294,-0.2986217,-0.3005494,-0.29963027,-0.3003962,-0.29892697,-0.30114105,-0.30169148,-0.30151304,-0.2983452,-0.29447411,-0.29752955,-0.2976442,-0.2989357,-0.29718784,4.78306964,-0.29665961,-0.13400383,-0.17083919,-0.14993321,-0.18505317,-0.05159192,-0.08570028,-0.12444909,-0.20805384,-0.16398254,-0.25332802,-0.30673161,-0.27370667,-0.28747781,-0.30532177,-0.28714879,-0.28353206,-0.28359153,-0.28950421,-0.29508093,-0.29121283,-0.18862693,-0.1817984,-0.30792482,-0.1582998,-0.19712824,-0.14037832,-0.3030302,-0.18354446,-0.1992376,-0.16169359,-0.29921358,-0.29746223,-0.28892596,-0.28453815,-0.28189068,-0.29070064,-0.22958476,-0.20190646,-0.21443732,-0.24245986,-0.18862127,-0.23233351,-0.21152807,-0.24335438,-0.17874057,-0.24382787,-0.30708423,-0.21232807,-0.30443687,-0.30635407,-0.30002885,-0.30731699,-0.30750798,-0.29186116,-0.28870133,-0.29435199,-0.2963832,-0.29792982,-0.29564198,-0.29663865,-0.29226323,2.37070319,0.61898543,1.34972703,-0.29783652,-0.29665866,-0.29774857,-0.29848669,-0.29915939,-0.30107881,-0.30196421,-0.30030272,-0.29849804,-0.30116585,-0.29721876,-0.30072732,-0.29936402,-0.30273732,3.43340239,-0.29979974,-0.30217027,-0.3025587,-0.30119983,-0.29855545,-0.30018642,-0.29946101,0.4425862,3.46134281,4.88192878,-0.29661506,0.01145035
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",-0.76819608,-0.02135073,5.009844,0.56998926,1.32121952,-0.38456361,-0.02673685,-0.65343776,0.29669835,-0.76824799,0.12683828,1.57412974,-0.76820253,1.30809633,-0.76811518,-0.20463002,0.61665378,-0.76843639,-0.76804292,-0.73231841,1.36491643,0.99112283,0.95187747,1.03235299,0.98590719,-0.16337514,0.08479189,-0.76924743,-0.37768079,-0.67302189,-0.76874157,-0.04393373,-0.76904232,-0.29676869,-0.14564967,-0.76908945,-0.19050323,0.27984576,-0.76669309,-0.67775596,-0.76665222,-0.74671487,-0.76621038,-0.59222966,-0.72801104,-0.6224264,-0.23655334,-0.3645619,-0.38988987,0.08985846,-0.14932387,0.3362075,0.30527684,0.51474418,-0.34265521,-0.3052027,0.31830483,-0.55639467,-0.59875829,-0.76632796,-0.76599912,-0.76709339,-0.51398764,-0.76941766,-0.44010422,-0.63966701,-0.30142462,-0.76953412,-0.63624585,-0.59061948,-0.41305607,-0.61356908,-0.54672234,-0.76891559,-0.57994697,-0.27044058,2.68671352,-0.6804403,0.18535368,-0.76723754,-0.6278478,-0.76754692,-0.72746933,2.88344561,0.24481393,0.17931415,-0.3178085,-0.76808758,1.28076382,-0.6244502,0.10386021,1.29058314,-0.76796881,3.41920879,1.95493059,2.58410978,0.82322874,1.34677001,-0.76091222,0.30911911,0.42645829,0.9108705,-0.76816946,0.19223163,1.71540438,-0.42362757,2.00881967,1.68790701,1.41427628,-0.53124793,2.05963431,0.20481147,-0.7682162,-0.76854164,-0.76832317,-0.76782802,-0.76884978
"Propanetriol, 2-methyl-",-0.53185297,-0.544859142,-0.810774891,-0.454607295,-0.383401002,-0.531406674,-0.488449586,-0.561351959,-0.593623947,-0.268660065,-0.044053693,-0.272882937,0.261054125,0.031097876,0.303836966,0.236546839,-0.096050088,0.007739828,0.487206504,-0.201204679,-0.267470277,-0.374822892,-0.488746794,-0.061153842,-0.109040771,-0.097686086,0.832784411,0.003022117,-0.642932297,-0.817767453,-0.255755564,-0.344385085,-0.032888479,-0.608913741,-0.033911278,0.114419266,0.31155247,1.163037318,2.014302732,0.285456051,2.032155718,2.201857689,2.194498339,1.105459172,1.785008315,1.075576342,-0.341336419,-0.978032158,-0.807477427,-1.263675219,-0.883357027,0.845765979,-0.282899949,1.034641759,0.774123589,0.386419333,-0.28689217,0.850321111,2.709157289,1.237492125,2.072116126,1.266865944,-1.282617965,-1.275511636,-1.277044855,-1.012800955,-1.27074768,-1.281477906,-1.276587402,-1.283651062,-0.375777694,-1.28452609,1.169812269,0.822009071,0.604581263,-0.100096887,0.195374421,0.229274621,-0.007070454,2.124631266,1.131537914,1.730184199,1.170411067,-0.734075053,-0.19746133,-0.219938629,-0.436185681,-0.604564781,-0.258775297,-0.171103117,-0.295762826,-0.326114818,-0.577631005,-0.526665499,-0.248918202,-0.624470926,-0.543615211,-0.336701151,-0.158621851,-0.573770762,-0.398029581,-0.306822487,-0.223154707,-0.512370697,-0.560931643,-0.550833363,-0.577696451,-0.385962462,-0.724431292,-0.525461595,-0.242926901,-0.494707092,-0.370036687,-0.471731275,-0.478580076,-0.510601016,-0.650236217
"Propanoic acid, 2-methyl-",0.52898131,0.36065731,0.88440594,-1.53331755,-1.5349131,0.59857176,0.18674325,0.63624501,0.33619215,0.78163053,0.82986626,0.54885517,0.77746105,-0.9455053,0.95218661,0.56974535,0.36633209,0.36622292,0.79955414,0.90781779,0.58111739,0.6801057,0.51657092,0.80783566,0.57623803,0.917103,-0.70505456,-0.95965669,-0.57989935,-1.26473301,-0.69092825,-0.63940737,-0.61106626,-0.70663087,-0.74565595,0.55373478,-0.0997686,0.85867431,-0.66430955,-1.16409509,-1.49181179,-0.52182722,-0.44820536,-0.54382165,-0.79475172,-0.02401379,-0.69287164,-1.25875658,-0.95778293,-0.40226699,-0.76960803,-0.4423434,0.18434097,0.59254839,0.41312486,-0.45017019,1.80384822,-1.52652695,-1.49779377,0.06403739,-0.63218848,-0.90985309,-1.12431715,-0.61499765,-1.08780847,-1.23947546,-1.40060321,-1.27330095,-1.18801096,-1.20664796,-1.03407247,-1.27749488,-0.04108343,0.36815724,-0.48775312,-0.31380381,2.06191615,-0.34793611,0.49699045,-0.95814358,-0.8629975,-1.51605783,-1.5228949,2.08518933,2.48427044,-1.52375474,2.91236115,1.86158871,1.10260976,1.19610104,1.20719734,1.63877387,1.65302902,1.00108098,0.64574144,0.89869936,0.4336202,0.64394241,0.98558879,0.50377008,1.24590815,1.33865322,0.82934156,0.4164995,0.39302728,1.10182042,0.36626366,0.32179788,0.86111247,1.40370958,0.93491154,1.21730424,0.83232422,0.59615106,1.08690674,1.3907275,-0.08224394
"Propanoic acid, 2-oxo-",0.43591024,0.78555473,-0.53680442,-0.5445488,-0.54648795,-0.54882464,0.89344494,-0.54620198,0.950869,-0.54666226,1.63397297,-0.54892508,-0.54516502,-0.54829834,1.37893339,-0.55134543,-0.55359717,-0.55286719,-0.53990797,0.78721058,-0.53657124,0.82680577,-0.54232362,-0.53517334,-0.53837258,0.93108617,-0.39424963,-0.37646439,-0.24026219,-0.4455873,-0.2129557,-0.37112718,-0.25668393,-0.33860935,-0.4915328,-0.57437581,-0.57421569,-0.56734506,2.70920723,0.32252153,2.19344067,3.39382442,2.65720575,2.07219107,1.25730405,1.59098982,-0.36409633,-0.4755768,-0.473162,-0.38692557,-0.49335669,-0.39039266,1.19589762,0.59160386,-0.57106323,-0.5673954,-0.54346039,-0.53629586,-0.50137507,-0.48342508,3.55650859,2.86396748,-0.49629849,-0.46262002,-0.44114459,-0.51785436,-0.42461398,-0.50345683,-0.49075411,-0.5001979,-0.44541043,-0.51886494,-0.57565821,-0.56864968,-0.56482819,-0.57267123,-0.54679557,-0.57661042,-0.57739173,1.34537976,-0.50045611,2.8993488,1.47788167,-0.53820868,-0.52884944,-0.53292666,-0.51502741,-0.54137889,-0.53894965,-0.54513295,-0.537827,-0.53300856,-0.53746724,-0.54048678,-0.54323872,-0.55109081,-0.55471288,-0.54791593,-0.54053323,-0.55144691,-0.53529983,1.12588914,-0.54407582,-0.55787556,-0.55812644,1.18702247,1.09676898,-0.55714486,-0.55158589,-0.54076807,0.93306547,-0.54447261,-0.54561507,-0.55633354,-0.54913834,-0.53283019,-0.56648246
"Propiophenone, 3',4'-dimethoxy-",-0.339236139,-0.352389128,-0.352369847,-0.336856766,-0.261734973,-0.334642204,-0.352404911,-0.352386793,-0.352400092,-0.335062235,-0.352377483,-0.352391704,-0.352384924,-0.34838765,-0.349341585,-0.342293711,-0.340971288,-0.304467265,-0.352375444,-0.327567946,-0.332437179,-0.351920448,-0.3523798,-0.352366906,-0.352372675,-0.352363009,0.055628665,-0.129087114,-0.052690311,-0.205442336,-0.032984053,0.073731511,-0.220542714,-0.040551472,-0.036206155,1.773502083,3.486680011,2.406892366,-0.352295275,2.110072034,-0.352292848,-0.352266168,-0.352266607,-0.352310224,-0.352351363,-0.352322829,0.033439595,-0.144804288,-0.105232637,-0.041539665,-0.09824406,-0.091433239,-0.352410005,2.554557994,1.837521446,6.195724457,-0.35238185,-0.35236893,-0.352305958,-0.35227359,-0.35225406,-0.35231905,-0.180072033,-0.121603316,-0.204334659,-0.191172649,-0.091027512,-0.255876291,-0.099656133,-0.199856924,-0.119929647,-0.244578589,1.374339171,1.438427655,1.065603373,5.64218188,-0.352387864,3.748777245,1.886361265,-0.352327611,-0.352304301,-0.352345986,-0.35236097,-0.352372379,-0.352355502,-0.352362855,-0.332673661,-0.352378096,-0.352373716,-0.285803437,-0.352371691,-0.352363002,-0.346589163,-0.352376487,-0.311939809,-0.352395609,-0.352402141,-0.329073141,-0.344575098,-0.352396251,-0.352367134,-0.278950518,-0.338460297,-0.337423388,-0.293177773,-0.341308378,-0.352403661,-0.308147724,-0.334752464,-0.327725557,-0.239819885,-0.336466031,-0.348042255,-0.33249004,-0.338258388,-0.352362681,-0.336399231
Propylamine,-0.053431208,-0.071632747,0.108175753,-0.066185053,-0.811481654,-0.120526428,-0.276341999,-0.161580194,-0.224152261,-0.151868336,-0.037847234,-0.155701015,-0.968107329,-0.089933351,0.018307812,-1.072576493,-0.226700297,-0.152135684,0.10331955,0.17875807,0.014268744,0.036228214,-0.036770724,0.11429522,0.091940684,-0.089180866,5.195217233,-0.504681312,-1.17535485,1.771511844,-0.439649084,0.206953265,-0.830647336,-1.269559048,-1.263797445,-0.499352925,-0.480313215,-0.135380023,1.591872961,-0.219495327,1.709653767,1.889315088,2.035955209,1.607924209,0.960332526,1.325972062,0.220770273,-1.267647376,-1.264448468,-0.980362259,-1.268438964,-0.828958422,-0.365183967,-0.33919233,-0.427182062,-0.260718097,0.887643351,0.937488811,2.197043595,1.80025075,1.948732694,0.988606082,-1.273744055,-1.269759232,-1.270618973,-1.274306344,-1.267087877,-1.273104775,-1.27036246,-1.274323357,-0.353930196,-1.274814022,-0.668548123,-0.151199624,-0.145596045,-0.313499436,0.463717011,-0.446571226,-0.516908641,1.445563917,0.933887521,1.551088421,1.013336173,0.280480974,0.53408829,0.282652034,0.751700933,0.138067742,0.259856695,-0.069951089,-0.006731367,0.04470725,0.1930407,0.086454584,0.019189341,-1.240020845,-0.19893975,-0.087372453,-0.03757996,-0.146522783,0.008987017,0.075673859,0.072866299,-0.187146341,-0.338421472,0.076457047,-0.28792499,-0.319799702,-0.053834745,0.297946872,0.026138455,0.064872529,-0.078257229,-0.387208711,-0.029009603,-0.609160826,-0.503339124
"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-0.3000798,-0.3005639,-0.2985292,-0.300003,-0.300372,-0.3008167,-0.3022296,-0.3003176,-0.3017211,-0.3004052,-0.2993351,-0.3008358,-0.3001202,-0.3007165,-0.2995727,-0.3012964,-0.3017249,2.0475085,-0.2991198,-0.2961061,-0.2984848,-0.2985741,-0.2995795,-0.2982188,-0.2988276,-0.2978076,-0.2594214,-0.2609911,-0.1782007,-0.2477357,-0.2390562,-0.2606213,-0.2579365,-0.2563451,-0.1972875,-0.3056792,-0.3056487,-0.3043412,-0.2906594,-0.3045511,-0.2904033,3.2083052,-0.2876339,3.1999733,2.3958688,-0.2935672,-0.2165644,-0.234838,-0.2734561,-0.105564,-0.2525262,-0.1469115,-0.3027671,-0.3042495,-0.3050488,-0.3043508,-0.2997958,-0.2984324,-0.2917868,-0.2883709,-0.2863098,-0.2931684,-0.2190072,-0.1923023,-0.2558811,-0.2563297,-0.2797152,-0.2546514,-0.249514,-0.2548896,-0.2462165,-0.2494122,-0.3059232,-0.3045895,-0.3038622,-0.3053548,-0.3004305,-0.3061044,-0.3062531,-0.2940719,-0.291612,-0.2960111,-0.2975924,-0.2987964,-0.2970153,-0.2977912,3.0495892,2.0279755,-0.2989374,-0.3001141,-0.2987238,-0.2978068,2.2998168,-0.29923,-0.2997537,-0.301248,-0.3019372,-0.3006438,-0.2992388,-0.3013157,-0.2982429,-0.3009743,-0.299913,-0.3025391,-0.3025869,-0.3002522,-0.3020977,-0.3024001,-0.3013422,-0.2992835,-0.3005532,-0.2999885,-0.3002059,-0.3022457,1.7578969,-0.2977729,-0.304177
"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",-0.18342385,-0.162841668,-0.220926811,-0.162328847,-0.015657244,-0.369433197,-0.151788428,-0.158430215,-0.009836805,0.032140569,-0.300657777,-0.292607365,-0.369250594,-0.070157376,-0.182844072,-0.206092525,-0.177793219,-0.162292074,-0.100504448,-0.235502842,-0.113477887,-0.27090242,-0.287294301,-0.368752042,-0.368911674,-0.280612686,-0.335658587,-0.259958961,-0.347779671,0.182037253,-0.362854626,-0.349237103,-0.351149145,-0.26854677,-0.307544477,-0.370708115,4.317585585,3.467871028,-0.366770022,3.794457348,-0.366702864,-0.365964614,-0.365976752,-0.367183654,-0.368321979,-0.367532418,-0.322298282,-0.339775211,-0.274450869,-0.215922124,-0.264554793,-0.34040397,-0.369944592,3.200470886,5.903443184,-0.370359816,-0.369165539,-0.368808053,-0.367065622,-0.366169977,-0.365629574,-0.36742787,0.0244468,-0.175594403,-0.273437853,0.066009696,-0.356739119,0.172419348,0.217000437,-0.100297563,-0.222440731,-0.042828782,-0.370772103,1.952635346,1.367447882,-0.370623062,-0.369331953,4.302288301,3.906323245,-0.367664757,-0.367019769,-0.368173187,-0.368587799,-0.228355545,-0.269431835,0.051165846,-0.2543299,-0.122316828,-0.368940468,-0.369248994,-0.318293421,-0.368644027,-0.173024971,0.089544995,-0.173028638,-0.315231564,-0.170059026,-0.290409998,-0.284920342,-0.316470815,-0.129665892,-0.306258349,-0.180145063,-0.166125257,-0.192341209,-0.180415369,-0.284579401,-0.320756054,-0.173312673,-0.02789478,-0.024636471,-0.13808696,-0.166846955,-0.320245429,-0.292975216,-0.368635127,-0.212181269
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-0.465397768,-0.252001462,-0.221111892,-0.282261071,-0.438782738,-0.400267127,-0.455149236,-0.272214796,-0.302382145,-0.139707017,-0.403710526,-0.397325938,-0.499454429,-0.491293727,-0.268147087,-0.337777629,-0.34261496,-0.345959484,-0.29607959,-0.508204471,-0.409092163,-0.37311066,-0.557610542,-0.582477878,-0.494978321,-0.568429587,-0.711641062,-0.380836555,-0.317711511,-0.295978662,-0.026605222,-0.48173644,-0.276396581,-0.388981965,-0.513165734,1.02698328,0.561850343,0.120835187,0.082863101,1.348256234,1.330340272,2.033612934,1.340825705,1.256136031,1.095116674,1.022482448,-0.472506531,-0.444979196,-0.261245906,-0.534484318,-0.506310315,-0.495364905,2.80390555,2.156177877,2.089100545,-0.013978075,2.3787345,1.360290124,0.356855624,3.833510286,5.663942537,2.303835752,-0.561337664,-0.407186227,-0.534078993,-0.553626027,-0.541089117,-0.468423786,-0.507623777,-0.524553727,-0.490013734,-0.5637338,0.003864867,2.613272335,-0.710916415,-0.033836859,1.833413174,0.441591358,0.391448508,2.094204415,0.859868533,1.213788633,1.171391614,-0.569635971,-0.516704771,-0.645815223,-0.474003235,-0.473825253,-0.594139272,-0.580096644,-0.56702968,-0.518166243,-0.577233939,-0.582477138,-0.595942934,-0.560203023,-0.617892718,-0.567175147,-0.37663121,-0.604837848,-0.261574293,-0.538565216,-0.461251186,-0.616429838,-0.603651968,-0.515907742,-0.588654547,-0.608953152,-0.556927874,-0.607396618,-0.577304298,-0.579040069,-0.622315524,-0.645886388,-0.523440515,-0.685391844,-0.648119193
Pyroglutamic acid,-0.40248236,-0.398167875,-0.393860793,-0.399336623,-0.402483448,-0.399720173,-0.402490362,-0.402332506,-0.400735813,-0.393217777,-0.399150271,-0.402485174,-0.402482511,-0.40248473,-0.402480473,-0.402486889,-0.402488484,-0.402487967,-0.402478787,-0.402467569,-0.393231912,-0.395371402,-0.402480498,-0.401009051,-0.397883538,-0.400768063,-0.194685667,-0.195504225,-0.192703201,0.004828215,-0.147934901,-0.204556008,-0.058878476,-0.149323379,-0.202206623,3.642669826,2.377069249,2.268303126,-0.088518712,3.969631014,-0.380205889,-0.344410341,-0.250455514,-0.294023134,0.048033296,-0.249409093,-0.22700539,-0.296511052,-0.215007336,-0.137910854,-0.312097653,-0.13673426,0.18067051,1.467758369,2.460634165,4.604530464,0.42082423,-0.295993446,-0.398220807,-0.360581431,-0.222488242,-0.326256685,-0.155657678,-0.140408542,-0.2353967,-0.207947506,-0.28720062,0.034257709,-0.067041667,-0.132356242,-0.075678041,-0.090977048,3.107340268,1.233566632,1.902474869,1.759735906,1.440613999,5.912876026,1.354277737,-0.402459998,-0.245650269,-0.348364285,-0.364409399,-0.396833402,-0.395944423,-0.400231622,-0.402461163,-0.402479829,-0.389903449,-0.392205047,-0.402477313,-0.4024739,-0.402477058,-0.388717248,-0.402481146,-0.402486708,-0.399529055,-0.398758951,-0.40247923,-0.398437767,-0.399074086,-0.40248569,-0.402481739,-0.402491514,-0.402491692,-0.397810896,-0.402489871,-0.402490997,-0.402487059,-0.402479396,-0.397441528,-0.399113712,-0.393049325,-0.402490422,-0.402485325,-0.402473773,-0.398225462
