Name,Tissue,"BiBC, Feces-Cortex, via Plasma"
Trpc5,Striatum,
Ubr7,Striatum,
Rapgef5,Striatum,
Zfp386,Striatum,
Slc35e2,Striatum,
Tbc1d22b,Striatum,
Sgsm1,Striatum,
Isl1,Striatum,
S100a13,Striatum,
Arel1,Striatum,
Ccno,Striatum,
AA986860,Striatum,
Itpr3,Striatum,
Greb1l,Striatum,
Zmpste24,Striatum,
Tmem130,Striatum,
Slc25a53,Striatum,
Hs3st5,Striatum,
Pcdhb7,Striatum,
Tubb2b,Striatum,
Eola1,Striatum,
Penk,Striatum,
Col27a1,Striatum,
Wdr89,Striatum,
Pnoc,Striatum,
Basp1,Striatum,
Ccdc9b,Striatum,
Mrps12,Striatum,
She,Striatum,
Kcnk6,Striatum,
Scn4b,Striatum,
Arsj,Striatum,
Vwa5b2,Striatum,
Samd14,Striatum,
Abhd17b,Striatum,
Fbxo28,Striatum,
Mafa,Striatum,
Frat2,Striatum,
Polr1g,Striatum,
Ccdc187,Striatum,
Col6a3,Striatum,
Bend7,Striatum,
Gng7,Striatum,
Tob2,Striatum,
Insc,Striatum,
Gm8186,Striatum,
Hic2,Striatum,
Dscam,Striatum,
Synpo2,Striatum,
Slc35d3,Striatum,
Fam241a,Striatum,
Lamtor4,Striatum,
Hyls1,Striatum,
Gdpgp1,Striatum,
Ywhag,Striatum,
Crebzf,Striatum,
Rap2a,Striatum,
Cox6b2,Striatum,
Dock8,Striatum,
Cx3cr1,Striatum,
Clec12a,Striatum,
Mllt11,Striatum,
Kcnip1,Striatum,
Nanp,Striatum,
Gm9930,Striatum,
Spock3,Striatum,
Tmem62,Striatum,
Emcn,Striatum,
Lrtm2,Striatum,
Zfp811,Striatum,
Pld5,Striatum,
Gemin6,Striatum,
Elapor2,Striatum,
Eif3b,Striatum,
St3gal5,Striatum,
Ebf1,Striatum,
Phex,Striatum,
Sema3b,Striatum,
Sez6l,Striatum,
Serpina9,Striatum,
Rnf207,Striatum,
Uqcr10,Striatum,
Irx1,Striatum,
Galnt13,Striatum,
Stk19,Striatum,
Tgif2,Striatum,
Trank1,Striatum,
Timm17a,Striatum,
Zfp512,Striatum,
Chia1,Striatum,
Acadm,Striatum,
Ccdc177,Striatum,
Snrnp70,Striatum,
Klhdc3,Striatum,
Egfem1,Striatum,
Slc24a3,Striatum,
Hhip,Striatum,
mt-Nd1,Striatum,
mt-Cytb,Striatum,
Insl5,Striatum,
Tmem42,Striatum,
Fxyd6,Striatum,
Hmcn1,Striatum,
Zfp617,Striatum,
4930444P10Rik,Striatum,
Tcf15,Striatum,
Gpr88,Striatum,
Tlnrd1,Striatum,
Lrrc8b,Striatum,
Htr1d,Striatum,
Rasgrp3,Striatum,
Slc25a16,Striatum,
2510002D24Rik,Striatum,
Gm4924,Striatum,
Zfp628,Striatum,
Gm10699,Striatum,
AI593442,Striatum,
Marchf10,Striatum,
Mon1b,Striatum,
Prnp,Striatum,
Pigb,Striatum,
Spaca6,Striatum,
Zfp389,Striatum,
BB031773,Striatum,
Lamtor5,Striatum,
1500009L16Rik,Striatum,
Cfap92,Striatum,
Gypc,Striatum,
Gm20712,Striatum,
Gm19967,Striatum,
Fsbp,Striatum,
9330151L19Rik,Striatum,
Pantr2,Striatum,
Zfp87,Striatum,
Gm26814,Striatum,
Mhrt,Striatum,
1810044D09Rik,Striatum,
Gm37569,Striatum,
Gm37534,Striatum,
Pcdhga5,Striatum,
Gm38071,Striatum,
Gm20045,Striatum,
Gm37397,Striatum,
Gm43359,Striatum,
Gm42588,Striatum,
Gm42725,Striatum,
Gm43672,Striatum,
Gm42942,Striatum,
Gm42722,Striatum,
Gm42727,Striatum,
Sema4f,Remaining Brain,
Icam2,Remaining Brain,
Crnkl1,Remaining Brain,
Slc1a5,Remaining Brain,
Cse1l,Remaining Brain,
Fkbp7,Remaining Brain,
Tomm40,Remaining Brain,
Brinp2,Remaining Brain,
Ripk4,Remaining Brain,
Slc1a3,Remaining Brain,
Prkaca,Remaining Brain,
Pfdn2,Remaining Brain,
Ezh1,Remaining Brain,
Ccdc124,Remaining Brain,
Rps18,Remaining Brain,
Zmynd10,Remaining Brain,
Cyp2j9,Remaining Brain,
Nek8,Remaining Brain,
Nkiras2,Remaining Brain,
Pank3,Remaining Brain,
Hint3,Remaining Brain,
Mgat4c,Remaining Brain,
Mrln,Remaining Brain,
Apc2,Remaining Brain,
Tmbim4,Remaining Brain,
Ogdh,Remaining Brain,
Hs1bp3,Remaining Brain,
Rnf144a,Remaining Brain,
Acly,Remaining Brain,
Tshr,Remaining Brain,
Adck1,Remaining Brain,
Cdk20,Remaining Brain,
Mrpl36,Remaining Brain,
Ktn1,Remaining Brain,
Galnt15,Remaining Brain,
Prkcd,Remaining Brain,
Fyb1,Remaining Brain,
Emp2,Remaining Brain,
Dgcr8,Remaining Brain,
Igsf11,Remaining Brain,
Btg3,Remaining Brain,
St6gal2,Remaining Brain,
Ppp2r2b,Remaining Brain,
Csnk1a1,Remaining Brain,
Rabgef1,Remaining Brain,
Dnajc14,Remaining Brain,
Fuom,Remaining Brain,
Cd151,Remaining Brain,
Mcrip2,Remaining Brain,
Iscu,Remaining Brain,
Ormdl1,Remaining Brain,
Glul,Remaining Brain,
Cnih3,Remaining Brain,
Batf3,Remaining Brain,
Gca,Remaining Brain,
Fgf7,Remaining Brain,
Fermt1,Remaining Brain,
Ndufb5,Remaining Brain,
Kpna4,Remaining Brain,
Cks1b,Remaining Brain,
Bdh2,Remaining Brain,
Bend5,Remaining Brain,
Eps15,Remaining Brain,
Ccdc30,Remaining Brain,
Nsun4,Remaining Brain,
Hspg2,Remaining Brain,
Zbtb8a,Remaining Brain,
Nol9,Remaining Brain,
Psmg3,Remaining Brain,
Ogg1,Remaining Brain,
Rtn2,Remaining Brain,
Vwa3a,Remaining Brain,
Thumpd1,Remaining Brain,
Ndufb11,Remaining Brain,
Smarca1,Remaining Brain,
Btk,Remaining Brain,
Tceal6,Remaining Brain,
Pllp,Remaining Brain,
Hsd17b2,Remaining Brain,
Tmem231,Remaining Brain,
Irak1bp1,Remaining Brain,
Ube2q2,Remaining Brain,
Ooep,Remaining Brain,
Smarcc1,Remaining Brain,
Ss18l2,Remaining Brain,
Mier3,Remaining Brain,
Igdcc4,Remaining Brain,
Ctdspl2,Remaining Brain,
Antxr1,Remaining Brain,
Igf2bp2,Remaining Brain,
Zdhhc15,Remaining Brain,
Ndufb7,Remaining Brain,
Tpst1,Remaining Brain,
Gjc1,Remaining Brain,
Rps29,Remaining Brain,
Ankrd11,Remaining Brain,
Dcaf15,Remaining Brain,
Pafah2,Remaining Brain,
Pank2,Remaining Brain,
Tspan14,Remaining Brain,
Cntln,Remaining Brain,
Trpc4ap,Remaining Brain,
Sbf2,Remaining Brain,
Rbpj,Remaining Brain,
Sec24c,Remaining Brain,
Pacsin1,Remaining Brain,
Map7d2,Remaining Brain,
Smc1a,Remaining Brain,
Cdc42ep4,Remaining Brain,
Tspo,Remaining Brain,
Myrip,Remaining Brain,
Tcf20,Remaining Brain,
Tmem108,Remaining Brain,
Ptx4,Remaining Brain,
Poln,Remaining Brain,
Pcdhb18,Remaining Brain,
Tdrp,Remaining Brain,
Spink8,Remaining Brain,
Ccdc96,Remaining Brain,
Dach1,Remaining Brain,
Dtnbp1,Remaining Brain,
Pantr1,Remaining Brain,
Lrrc43,Remaining Brain,
Ppp1r3c,Remaining Brain,
Ccdc190,Remaining Brain,
Hps6,Remaining Brain,
Gm11637,Remaining Brain,
Cyld,Remaining Brain,
Slco5a1,Striatum,
Lrch1,Striatum,
Gm37735,Striatum,
Dap3,Cortex,41.4
C130026L21Rik,Striatum,
S100a3,Remaining Brain,
Baiap2,Remaining Brain,
Gm7467,Striatum,
Clec5a,Remaining Brain,
Gm12999,Cortex,1582.2
Cdh19,Remaining Brain,
Gm43311,Cortex,22.7
Ip6k2,Striatum,
9330151L19Rik,Remaining Brain,
Sall1,Cortex,
Plekhj1,Striatum,
Gm19391,Remaining Brain,
Zfp704,Cortex,0.0
Ankub1,Striatum,
Gm42837,Cortex,605.9
Insyn2a,Striatum,
Cfap53,Remaining Brain,
Firre,Striatum,
Sntb2,Remaining Brain,
Eps8l2,Cortex,3.0
Ipo13,Striatum,
Nlrp3,Remaining Brain,
Gm13340,Cortex,232.3
Gab2,Striatum,
Srcin1,Remaining Brain,
Gxylt2,Remaining Brain,
Cpped1,Striatum,
Rbms2,Remaining Brain,
Pus7l,Remaining Brain,
Rabepk,Remaining Brain,
Vstm4,Remaining Brain,
C130021I20Rik,Remaining Brain,
Il10ra,Cortex,
Ap1ar,Striatum,
Ccn4,Remaining Brain,
Edrf1,Remaining Brain,
UNKNOWN,Cortex,
Polr1b,Striatum,
Kifc3,Remaining Brain,
Ncs1,Remaining Brain,
Rps12,Remaining Brain,
A230083G16Rik,Remaining Brain,
Nalf1,Remaining Brain,
Uevld,Remaining Brain,
Tmem232,Cortex,0.8
Robo2,Remaining Brain,
Nkx2-9,Striatum,
Ctu1,Cortex,0.0
Cyp4f15,Striatum,
Ankra2,Remaining Brain,
Ddx19b,Striatum,
Id2,Remaining Brain,
Snx7,Striatum,
Syne2,Striatum,
Gm15542,Cortex,0.0
Gem,Remaining Brain,
Idnk,Striatum,
Pcdhb19,Cortex,394.5
Ttll6,Remaining Brain,
Crebrf,Remaining Brain,
Kif1b,Remaining Brain,
Trim68,Striatum,
Synj2bp,Striatum,
Ankrd34c,Remaining Brain,
Jrkl,Remaining Brain,
1700047K16Rik,Cortex,8.7
Gm15564,Striatum,
2500002B13Rik,Remaining Brain,
Gpr12,Remaining Brain,
Junb,Remaining Brain,
Zbtb43,Remaining Brain,
1110035H17Rik,Remaining Brain,
Atr,Striatum,
Nkrf,Striatum,
Itga11,Remaining Brain,
Gm42869,Striatum,
Mall,Remaining Brain,
Amigo2,Striatum,
Casd1,Remaining Brain,
Rtn4r,Remaining Brain,
Iqsec3,Remaining Brain,
9430002A10Rik,Remaining Brain,
Cemip,Cortex,0.0
Usp13,Remaining Brain,
Zfp459,Cortex,
Dchs2,Remaining Brain,
Prlr,Striatum,
Capg,Remaining Brain,
Qrfpr,Remaining Brain,
Plppr3,Remaining Brain,
A430018G15Rik,Cortex,1.3
Kcnip3,Striatum,
Or8b53,Remaining Brain,
Gm3294,Striatum,
Dcbld1,Remaining Brain,
Zfp799,Cortex,0.0
Glmp,Remaining Brain,
Pwp2,Cortex,0.0
Ube2v2,Remaining Brain,
Cntd1,Cortex,0.0
Naa40,Striatum,
Grb2,Striatum,
S100a9,Remaining Brain,
Fam8a1,Striatum,
Tnrc18,Remaining Brain,
Coro7,Striatum,
C130075A20Rik,Striatum,
Arhgap10,Striatum,
Zfp41,Remaining Brain,
Coro1c,Striatum,
Gemin7,Striatum,
Gpr139,Remaining Brain,
Gm37390,Remaining Brain,
Rpl12,Remaining Brain,
Tceal3,Cortex,0.0
Tmem88b,Remaining Brain,
Tbc1d30,Cortex,0.0
Insm1,Remaining Brain,
Col4a2,Striatum,
Spryd4,Cortex,
Gbx2,Remaining Brain,
Dlx1,Striatum,
Zfp758,Striatum,
2700097O09Rik,Striatum,
Rasgef1c,Remaining Brain,
Tbp,Striatum,
Hapln3,Striatum,
Tbrg4,Remaining Brain,
Slc7a6os,Remaining Brain,
Ulk3,Remaining Brain,
UNKNOWN,Cortex,0.0
Rom1,Remaining Brain,
Hes6,Striatum,
Gm17322,Striatum,
Ccdc162,Remaining Brain,
Irf2bp2,Remaining Brain,
Popdc3,Cortex,0.0
Ric8a,Striatum,
Nmnat1,Striatum,
Entpd3,Remaining Brain,
Zfp689,Cortex,295.0
Mir9-3hg,Striatum,
Uty,Cortex,6.7
Thop1,Striatum,
Fntb,Striatum,
Arhgap10,Remaining Brain,
Sncg,Cortex,0.0
Rspo1,Remaining Brain,
Pomt2,Remaining Brain,
Slc35g1,Remaining Brain,
Rps3a3,Striatum,
Dhx34,Remaining Brain,
Rbpms2,Remaining Brain,
Pctp,Remaining Brain,
Hs3st3b1,Remaining Brain,
Med25,Striatum,
Pcdhb20,Striatum,
Zmat3,Remaining Brain,
Gm37266,Cortex,602.2
Tpbg,Striatum,
Dnm1l,Remaining Brain,
Osbpl6,Striatum,
Prss22,Striatum,
Lca5l,Striatum,
Dcun1d4,Striatum,
Sostdc1,Striatum,
S1pr5,Remaining Brain,
Zfp382,Cortex,0.0
Mipol1,Cortex,62.9
Htr1d,Remaining Brain,
2310034G01Rik,Cortex,0.0
Gm13375,Striatum,
Alyref,Remaining Brain,
Acsbg3,Cortex,0.0
Sec16b,Cortex,
Rimklb,Remaining Brain,
Chchd3,Remaining Brain,
Impdh2,Striatum,
Samsn1,Remaining Brain,
Cdh24,Remaining Brain,
A330040F15Rik,Remaining Brain,
Rab29,Striatum,
Ift172,Remaining Brain,
Gcnt1,Remaining Brain,
2310022A10Rik,Striatum,
Gm42600,Striatum,
Gm27184,Remaining Brain,
Stau1,Remaining Brain,
Stx3,Striatum,
Zbtb34,Remaining Brain,
Gm38357,Cortex,1.2
Ctnnal1,Remaining Brain,
Agk,Cortex,0.9
Rassf2,Remaining Brain,
Cisd3,Striatum,
Morrbid,Remaining Brain,
Zbtb3,Remaining Brain,
Rad51ap2,Striatum,
Scarb1,Striatum,
Ppil3,Remaining Brain,
Gm6117,Remaining Brain,
Acad9,Striatum,
Rassf10,Remaining Brain,
Gm29488,Cortex,57.4
Ascl4,Remaining Brain,
Mthfr,Striatum,
Zfp874a,Cortex,0.0
Mrc2,Striatum,
Itga5,Remaining Brain,
Glis1,Remaining Brain,
Fastkd5,Remaining Brain,
Klf8,Remaining Brain,
Gm10657,Remaining Brain,
1700017B05Rik,Remaining Brain,
Trpc3,Striatum,
F9,Cortex,1770.0
Zpbp,Remaining Brain,
Gm10654,Cortex,946.0
4930556M19Rik,Remaining Brain,
Lactb2,Remaining Brain,
Crybb3,Striatum,
Mchr1,Cortex,0.0
Ddx46,Striatum,
Usp43,Remaining Brain,
Oxsm,Remaining Brain,
Wdsub1,Striatum,
Zbtb3,Striatum,
1500002F19Rik,Remaining Brain,
Diablo,Remaining Brain,
C1qtnf7,Remaining Brain,
Gm15446,Striatum,
Qrich1,Striatum,
Bltp3a,Remaining Brain,
Npas3,Cortex,0.0
Hs3st3b1,Cortex,295.0
Prima1,Cortex,0.0
Map3k20,Cortex,0.0
Zc3h11a,Cortex,36.6
Ncmap,Striatum,
Lonp2,Remaining Brain,
Atp1a3,Remaining Brain,
Aldh8a1,Cortex,0.0
Tmem217rt,Remaining Brain,
Slfn8,Striatum,
Rps6-ps1,Striatum,
Cd24a,Cortex,0.0
BC004004,Striatum,
Zfp280b,Remaining Brain,
9230116N13Rik,Remaining Brain,
Vldlr,Striatum,
Neu2,Striatum,
Fzd10,Remaining Brain,
Gm42442,Cortex,160.1
Ring1,Remaining Brain,
Tanc1,Remaining Brain,
Pole,Cortex,0.0
UNKNOWN,Cortex,7.5
Lrrk1,Striatum,
Pkd2l1,Remaining Brain,
Gmip,Remaining Brain,
Gm9905,Remaining Brain,
Epha5,Remaining Brain,
Socs5,Cortex,112.5
D430036J16Rik,Striatum,
Acsf2,Striatum,
2810021J22Rik,Cortex,293.1
Wdr27,Cortex,204.0
Rbm14,Remaining Brain,
9330160F10Rik,Remaining Brain,
Sdccag8,Remaining Brain,
Abraxas1,Remaining Brain,
AI504432,Striatum,
Tspoap1,Striatum,
Rap1gds1,Remaining Brain,
Niban3,Remaining Brain,
Epas1,Remaining Brain,
Shfl,Striatum,
Slc66a2,Remaining Brain,
Gcnt4,Remaining Brain,
AU041133,Remaining Brain,
A2m,Remaining Brain,
Vwa5a,Remaining Brain,
C3,Remaining Brain,
4930447M23Rik,Striatum,
1110002L01Rik,Striatum,
Zfand2b,Remaining Brain,
Gm16339,Striatum,
Cox7b2,Remaining Brain,
Fchsd1,Striatum,
Gm29155,Striatum,
Qars1,Striatum,
Naip6,Cortex,0.6
Vps72,Remaining Brain,
Exosc9,Remaining Brain,
Txlng,Remaining Brain,
Pcdhgc5,Striatum,
Tmem82,Cortex,0.2
Ermard,Cortex,1.2
Robo2,Striatum,
Errfi1,Cortex,
AA414768,Remaining Brain,
Mrpl16,Striatum,
Scg2,Striatum,
Fkbp10,Remaining Brain,
Atat1,Striatum,
Psmd12,Striatum,
Gm42771,Cortex,7.2
Parp12,Remaining Brain,
Elf4,Cortex,0.0
Gm4117,Remaining Brain,
Cxcl16,Remaining Brain,
Tstd3,Remaining Brain,
Lrrc17,Remaining Brain,
Eif2s2,Cortex,550.6
Mlx,Remaining Brain,
Col6a4,Striatum,
Cldn10,Remaining Brain,
Qng1,Cortex,0.0
Thumpd1,Cortex,0.0
Ccdc85a,Remaining Brain,
Zfp664,Cortex,68.7
Trp53bp1,Striatum,
Rpgrip1,Striatum,
Oxt,Striatum,
Upb1,Remaining Brain,
Doc2g,Striatum,
Nkain1,Cortex,21.1
Ndufaf8,Striatum,
Pde12,Remaining Brain,
Timm17b,Striatum,
Lgals1,Remaining Brain,
Osgepl1,Remaining Brain,
Cenpb,Striatum,
Uck1,Remaining Brain,
Ddhd1,Striatum,
Zmynd12,Remaining Brain,
Col8a1,Cortex,0.0
Arg2,Remaining Brain,
Enpp5,Remaining Brain,
Rusc2,Remaining Brain,
Gm12500,Remaining Brain,
Dynlt1a,Cortex,0.9
Samd10,Remaining Brain,
Adam17,Striatum,
Aste1,Striatum,
4833418N02Rik,Striatum,
6430550D23Rik,Remaining Brain,
Aldh3a2,Remaining Brain,
Rps13,Remaining Brain,
Inppl1,Remaining Brain,
Smim8,Striatum,
Rdh11,Cortex,1.9
Aif1l,Remaining Brain,
AB041806,Striatum,
9330136K24Rik,Remaining Brain,
Adam32,Remaining Brain,
Zswim4,Remaining Brain,
Api5,Remaining Brain,
Fbn2,Striatum,
Loxl1,Remaining Brain,
mt-Nd4,Remaining Brain,
Ccdc134,Cortex,828.5
Bhlhb9,Remaining Brain,
Ssc4d,Remaining Brain,
Smim43,Remaining Brain,
Rit2,Remaining Brain,
Cd44,Striatum,
Cep126,Remaining Brain,
Apobr,Remaining Brain,
Trp53rkb,Striatum,
4931440P22Rik,Remaining Brain,
Prss16,Remaining Brain,
Gm12144,Cortex,5.3
Syt3,Striatum,
Itgb2,Striatum,
Ing2,Remaining Brain,
Gm11696,Striatum,
Copa,Remaining Brain,
Zfp867,Remaining Brain,
Mrpl30,Remaining Brain,
Exosc10,Remaining Brain,
Atf3,Remaining Brain,
Ak2,Striatum,
Otulinl,Striatum,
Casc3,Striatum,
Chd4,Remaining Brain,
Mageh1,Remaining Brain,
1700008J07Rik,Remaining Brain,
Fam241a,Remaining Brain,
Tmem241,Striatum,
Aldh3a2,Striatum,
Ecm2,Remaining Brain,
Ccdc149,Cortex,0.7
Crb1,Remaining Brain,
Pdgfrb,Remaining Brain,
Pramel1,Cortex,0.0
Aldh3a1,Remaining Brain,
Lgr6,Remaining Brain,
Gm37968,Cortex,0.0
Htatsf1,Striatum,
Bean1,Remaining Brain,
Kansl1,Striatum,
Pacs1,Striatum,
Acbd5,Striatum,
Syt6,Remaining Brain,
Arhgap6,Remaining Brain,
Cmklr1,Remaining Brain,
Endou,Remaining Brain,
Csgalnact1,Remaining Brain,
Mrap,Remaining Brain,
Zfp523,Remaining Brain,
Yif1a,Striatum,
Stk25,Striatum,
Pnldc1,Remaining Brain,
Akr1b1,Striatum,
Smim24,Cortex,0.0
Anapc4,Remaining Brain,
Mad2l1bp,Remaining Brain,
Tent4a,Remaining Brain,
Gm5475,Cortex,
Adora3,Remaining Brain,
Shisa8,Striatum,
Foxa2,Remaining Brain,
Gm19439,Cortex,0.0
Noxred1,Remaining Brain,
Wars1,Striatum,
Phka1,Striatum,
Manbal,Striatum,
Zfp804b,Remaining Brain,
UNKNOWN,Remaining Brain,
Tubb3,Remaining Brain,
Cenpj,Remaining Brain,
Sh3d19,Remaining Brain,
Gm13861,Remaining Brain,
Hspa1a,Striatum,
Col25a1,Remaining Brain,
Hacd3,Striatum,
Fbxl12os,Remaining Brain,
Hadhb,Remaining Brain,
D17H6S53E,Striatum,
Tfr2,Striatum,
Mrc1,Striatum,
Pepd,Remaining Brain,
Tmem201,Striatum,
Ndufa10,Remaining Brain,
Zbtb40,Striatum,
Gm27151,Cortex,0.0
Qsox1,Remaining Brain,
Mkrn3,Remaining Brain,
Sh3bp1,Striatum,
Cog4,Striatum,
Gm7008,Remaining Brain,
Aldh1a1,Remaining Brain,
Map10,Remaining Brain,
A530041M06Rik,Cortex,0.0
Sc5d,Remaining Brain,
Acss3,Remaining Brain,
Gm37963,Remaining Brain,
Gm37124,Striatum,
Xlr4b,Remaining Brain,
Abca6,Remaining Brain,
Gm6556,Striatum,
1500015L24Rik,Striatum,
Gm29325,Striatum,
4921539H07Rik,Striatum,
Cpxm1,Striatum,
Kndc1,Striatum,
Lrrc4c,Striatum,
Pcdhb13,Striatum,
Irx3,Remaining Brain,
C230014O12Rik,Striatum,
Gm5093,Striatum,
Slc6a13,Remaining Brain,
Gm26881,Striatum,
Strap,Remaining Brain,
Hspa12b,Remaining Brain,
Tspear,Striatum,
Pcdhga6,Striatum,
Senp2,Remaining Brain,
Setd3,Remaining Brain,
P2ry14,Striatum,
Alg5,Striatum,
Diaph2,Remaining Brain,
Tmem191,Striatum,
Rpl3l,Remaining Brain,
Gdpd1,Striatum,
Plcxd2,Remaining Brain,
Rnf123,Striatum,
Tfap2b,Remaining Brain,
Saysd1,Striatum,
Epm2aip1,Striatum,
Gng14,Remaining Brain,
Gm11532,Remaining Brain,
Gm11942,Remaining Brain,
Ccne1,Remaining Brain,
Gm10643,Remaining Brain,
Gm27200,Striatum,
Ss18l1,Remaining Brain,
Jmjd7,Remaining Brain,
Ttc12,Striatum,
Fam78a,Remaining Brain,
Nfx1,Striatum,
Zfp946,Striatum,
Man2c1,Remaining Brain,
Snora57,Remaining Brain,
Rpsa-ps10,Remaining Brain,
Adam33,Remaining Brain,
Krt80,Striatum,
Mroh5,Striatum,
Gm42463,Striatum,
Nhsl1,Remaining Brain,
Hdac5,Remaining Brain,
Knstrn,Remaining Brain,
Itgb4,Remaining Brain,
Gm4491,Striatum,
Nipal4,Remaining Brain,
2410124H12Rik,Remaining Brain,
H2-T22,Remaining Brain,
Metap2,Remaining Brain,
Klhl5,Remaining Brain,
Gm15201,Remaining Brain,
Ice2,Remaining Brain,
Prr18,Remaining Brain,
Tinagl1,Remaining Brain,
UNKNOWN,Remaining Brain,
Brca2,Remaining Brain,
Gm17530,Striatum,
Slco4c1,Remaining Brain,
Uts2b,Remaining Brain,
Mpp7,Remaining Brain,
Arhgef26,Remaining Brain,
Tmem168,Remaining Brain,
Fam13a,Remaining Brain,
Gpank1,Remaining Brain,
Dph5,Remaining Brain,
Coq5,Remaining Brain,
Ybx3,Remaining Brain,
Rpl38,Remaining Brain,
Rdh11,Remaining Brain,
Cimap1d,Remaining Brain,
Zfp866,Remaining Brain,
Six4,Remaining Brain,
Ibtk,Remaining Brain,
Smtnl2,Remaining Brain,
Taf1b,Remaining Brain,
3-Aminobutanoic acid,Feces,0.1
3-Hydroxypicolinic acid,Feces,0.0
4-Pentenoic acid,Feces,9.8
Acetohydroxamic acid,Feces,31.6
Argininosuccinic acid,Feces,163.8
Butyl caprylate,Feces,815.8
Deoxyglucose,Feces,0.0
Ethanamine,Feces,0.0
L-Asparagine,Feces,0.0
L-Glutamine,Feces,0.0
L-Hydroxyproline,Feces,173.0
L-Norvaline,Feces,57.4
L-Serine,Feces,970.1
N-Acetylglucosamine,Feces,331.1
Niacinamide,Feces,370.3
N-Methyl-alpha-aminoisobutyric acid,Feces,77.0
Thr-Leu,Feces,326.5
Xanthine,Feces,18.4
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",Feces,16.2
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",Feces,1756.2
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Feces,0.0
"1,4-Butanediol",Feces,
"1,5-Anhydroglucitol",Feces,40.0
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",Feces,1575.8
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Feces,654.5
11-Methyldodecanol,Feces,393.3
12-Oxooctadecanoate,Feces,0.0
13-Docosenamide,Feces,98.9
17-alpha-Hydroxypregnenolone,Feces,29.8
1-Dodecanol,Feces,591.7
1-Hexacosene,Feces,0.0
1-Hexanol,Feces,5.5
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Feces,47.6
1-Methyl-4-hydroxy-1H-imidazol-2-amine,Feces,419.7
1-Monopalmitin,Feces,13.1
1-Octadecanol,Feces,1303.8
1-Octanol,Feces,829.9
"1-Propanamine, N,N-diethyl-",Feces,
1-Tetradecanol,Feces,541.5
"2',2,3,6'-Tetramethoxychalcone",Feces,634.0
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",Feces,7.0
"2,3,4-Trihydroxybutyric acid",Feces,618.4
"2,3-Butanediol",Feces,216.6
"2,3-Dihydroxy-2-methylpropanoic acid",Feces,701.0
"2,4-Di-tert-butylphenol",Feces,6.5
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Feces,1341.0
"2,5-Dimethoxybenzhydrazide",Feces,6.3
"2,5-Dimethoxymandelic acid",Feces,254.0
"2,5-Dimethoxyphenol",Feces,5.2
"2,5-Di-tert-butyl-4-hydroxyphenol",Feces,440.0
"2,6-Di-O-methyl-d-galactopyranose",Feces,25.1
"2-Allyl-1,4-dimethoxybenzene ",Feces,429.3
2-Aminoadipic acid,Feces,276.7
2-Aminobutanoic acid,Feces,102.1
"2-Butenoic acid, 2-hydroxy-",Feces,51.1
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Feces,697.3
2'-Deoxyribolactone,Feces,919.0
2'-Desoxyuridine,Feces,6.7
2-Ethylacetoacetate,Feces,2048.0
2-Ethylhexanoic acid,Feces,398.2
"2-Furanacetaldehyde, tetrahydro-alpha",Feces,106.2
2-Hydroxy-3-methylbutyric acid,Feces,3058.7
2-Hydroxy-5-methoxybenzaldehyde,Feces,2.7
2-Palmitoylglycerol,Feces,109.5
"2-Pentenedioic acid, 2-hydroxy-",Feces,1779.5
2-Pentenedioic acid,Feces,3.2
2-Piperidinone,Feces,881.2
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Feces,4.2
2-Pyrrolidinone,Feces,146.2
2-tert-Butyl-4-ethylphenol,Feces,850.4
3-(3-Hydroxyphenyl)propanoic acid,Feces,56.4
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",Feces,61.0
3-Amino-2-piperidone,Feces,873.4
3-Buten-2-one,Feces,104.4
3-Deoxyhexitol,Feces,118.6
3-Hexenedioic acid,Feces,390.3
"3-Hydroxy-2,3-dihydromaltol",Feces,46.3
3-Hydroxybutyric acid,Feces,167.8
3-Hydroxyisovaleric acid,Feces,16.6
3-Methyl-2-furoic acid,Feces,0.2
3-O-methyl-beta-D-Glucopyranose,Feces,1312.5
3-Undecene,Feces,735.6
pyrazole,Feces,37.4
4-hydroxy-3-penten-2-one,Feces,694.8
4-Aminobenzoic acid,Feces,4.0
4-Coumaric acid,Feces,57.0
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Feces,243.1
4-Hydroxybenzaldehyde,Feces,611.4
4-Hydroxybenzeneacetic acid,Feces,0.0
4-Hydroxybenzoic acid,Feces,208.6
4-Hydroxybutanoic acid,Feces,0.0
4-Hydroxyphenyllactic acid,Feces,2.6
