ID,External ID,Name,Tissue,Feature Type,Direction of Change (LPS & DSS),Median BiBC Percentile,Degree,Degree Percentile,Feces-Degree,Feces-Degree Percentile,Plasma-Degree,Plasma-Degree Percentile,Plexus-Degree,Plexus-Degree Percentile,Cortex-Degree,Cortex-Degree Percentile,Striatum-Degree,Striatum-Degree Percentile,Remaining-Brain-Degree,Remaining-Brain-Degree Percentile,"BiBC, Feces-Choroid Plexus, via Plasma","BiBC, Feces-Choroid Plexus, via Plasma (%ile)","BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics",Median BiBC Percentile,Subnetwork,Frustration,Total # of Inputs,# Inputs Indicating Up,# Inputs Indicating Down,"Mean Abundance, VECPAC, CRE-","Mean Abundance, VECPAC, CRE+","Mean Abundance, LPS, CTRL","Mean Abundance, LPS, 2.5h","Mean Abundance, DSS, CTRL","Mean Abundance, DSS, T1","Log2 Mean Fold Change, VECPAC","Log2 Mean Fold Change, LPS","Log2 Mean Fold Change, DSS",Actual Direction of Change in DSS,Predicted Direction Matches Actual Direction?,"Median Abundance, VECPAC, CRE-","Median Abundance, VECPAC, CRE+","Median Abundance, LPS, CTRL","Median Abundance, LPS, 2.5h","Median Abundance, DSS, CTRL","Median Abundance, DSS, T1",Minimum Median Control Abundance,Coefficient of Variation (Medians)
2712,ENSMUSG00000055945,Prr18,Remaining Brain,Gene,Down,,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.254E+00,8.413E+00,8.526E+00,8.326E+00,8.305E+00,7.951E+00,0.028,-0.034,-0.063,Down,True,8.334E+00,8.338E+00,8.551E+00,8.353E+00,8.355E+00,7.996E+00,8.334E+00,0.014
2713,ENSMUSG00000056071,S100a9,Remaining Brain,Gene,Up,69.9%,13,77.4%,0,0.0%,0,0.0%,3,78.3%,9,93.9%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,940.5,71.2%,992.9,71.7%,446.8,61.6%,2380.3,68.7%,69.9%,,,,,,2.119E+00,9.802E-01,3.022E+00,3.477E+00,1.226E+00,1.848E+00,-1.113,0.202,0.591,Up,True,2.142E+00,8.093E-01,3.208E+00,3.484E+00,1.023E+00,1.567E+00,1.023E+00,0.514
2714,ENSMUSG00000056116,H2-T22,Remaining Brain,Gene,Down,19.0%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,1,79.7%,,,,,,,,,,,,,,,,,,,,,2.3,16.2%,30.5,21.7%,23.8,23.6%,56.7,15.3%,19.0%,,,,,,4.381E+00,4.692E+00,4.694E+00,4.446E+00,4.484E+00,4.183E+00,0.099,-0.078,-0.100,Down,True,4.476E+00,4.604E+00,4.631E+00,4.523E+00,4.525E+00,4.679E+00,4.476E+00,0.017
2715,ENSMUSG00000056411,Gm12500,Remaining Brain,Gene,Down,18.4%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,137.4,36.6%,5.6,16.3%,0.0,0.0%,143.0,20.5%,18.4%,,,,,,1.002E+00,1.559E+00,7.458E-01,5.968E-01,6.636E-01,3.134E-01,0.638,-0.321,-1.083,Down,True,1.181E+00,1.325E+00,5.032E-01,5.532E-01,1.023E+00,0.000E+00,5.032E-01,0.393
2716,ENSMUSG00000056423,Uts2b,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,5.220E-01,7.686E-01,6.392E-01,4.941E-01,1.042E+00,6.898E-01,0.558,-0.372,-0.595,Down,True,0.000E+00,8.093E-01,4.456E-01,0.000E+00,1.115E+00,0.000E+00,0.000E+00,1.079
2717,ENSMUSG00000056737,Capg,Remaining Brain,Gene,Up,38.7%,5,47.4%,0,0.0%,0,0.0%,4,83.2%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,178.2,39.5%,178.6,37.9%,131.2,39.9%,488.0,32.5%,38.7%,,,,,,2.002E+00,1.730E+00,2.011E+00,2.200E+00,1.810E+00,2.279E+00,-0.211,0.130,0.332,Up,True,2.054E+00,1.783E+00,2.130E+00,2.053E+00,1.991E+00,2.370E+00,1.991E+00,0.034
2718,ENSMUSG00000056770,Setd3,Remaining Brain,Gene,Down,13.3%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,88.2%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,14.2%,2.9,15.2%,0.0,0.0%,2.9,12.3%,13.3%,,,,,,7.797E+00,7.878E+00,8.248E+00,8.043E+00,7.940E+00,7.898E+00,0.015,-0.036,-0.008,Down,True,7.826E+00,7.896E+00,8.207E+00,8.035E+00,7.927E+00,8.001E+00,7.826E+00,0.025
2719,ENSMUSG00000056900,Usp13,Remaining Brain,Gene,Down,38.7%,3,28.4%,0,0.0%,0,0.0%,2,69.1%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,797.4,66.6%,36.8,23.0%,75.1,33.9%,909.2,43.6%,38.7%,,,,,,6.295E+00,6.416E+00,6.796E+00,6.770E+00,6.496E+00,6.307E+00,0.028,-0.005,-0.042,Down,True,6.289E+00,6.421E+00,6.813E+00,6.769E+00,6.507E+00,6.399E+00,6.289E+00,0.040
2720,ENSMUSG00000057322,Rpl38,Remaining Brain,Gene,Up,19.5%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,759.0,73.9%,759.0,38.9%,19.5%,,,,,,1.012E+01,1.006E+01,1.021E+01,1.024E+01,1.011E+01,1.017E+01,-0.009,0.005,0.009,Up,True,9.992E+00,1.004E+01,1.020E+01,1.021E+01,1.017E+01,1.021E+01,9.992E+00,0.011
2721,ENSMUSG00000057440,Mpp7,Remaining Brain,Gene,Up,16.7%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,1,79.7%,,,,,,,,,,,,,,,,,,,,,0.9,15.5%,11.4,17.9%,7.4,18.5%,19.7,13.3%,16.7%,gene_B_2,,,,,4.716E+00,4.296E+00,4.884E+00,5.224E+00,4.796E+00,5.050E+00,-0.135,0.097,0.074,Up,True,4.778E+00,4.207E+00,4.780E+00,5.054E+00,4.731E+00,5.042E+00,4.731E+00,0.006
2722,ENSMUSG00000057455,Rit2,Remaining Brain,Gene,Down,33.5%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,0,0.0%,,,,,,,,,,,,,,,,,,,,,759.4,64.8%,50.3,25.6%,5.1,17.4%,814.7,41.5%,33.5%,,,,,,7.791E+00,7.938E+00,8.238E+00,8.209E+00,8.071E+00,7.938E+00,0.027,-0.005,-0.024,Down,True,7.843E+00,7.979E+00,8.217E+00,8.341E+00,8.003E+00,7.881E+00,7.843E+00,0.023
2723,ENSMUSG00000057531,Dtnbp1,Remaining Brain,Gene,Up,72.7%,8,64.0%,0,0.0%,0,0.0%,0,0.0%,3,85.2%,1,64.7%,4,99.4%,,,,,,,,,,,,,,,,,,,,,370.7,50.6%,1018.3,72.5%,1417.1,89.5%,2806.0,73.0%,72.7%,,,,,,6.902E+00,6.880E+00,7.308E+00,7.362E+00,6.928E+00,7.063E+00,-0.005,0.011,0.028,Up,True,7.003E+00,6.812E+00,7.348E+00,7.487E+00,6.906E+00,7.143E+00,6.906E+00,0.033
2724,ENSMUSG00000058400,Qrfpr,Remaining Brain,Gene,Up,59.7%,3,28.4%,0,0.0%,0,0.0%,2,69.1%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,653.1,60.3%,543.3,55.1%,543.6,65.7%,1740.0,59.1%,59.7%,,,,,,1.759E+00,1.538E+00,2.713E+00,2.735E+00,2.056E+00,2.249E+00,-0.193,0.012,0.129,Up,True,2.010E+00,1.229E+00,2.708E+00,2.852E+00,2.234E+00,2.370E+00,2.010E+00,0.154
2725,ENSMUSG00000058897,Col25a1,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,5.825E+00,6.007E+00,6.227E+00,5.897E+00,5.915E+00,5.536E+00,0.044,-0.079,-0.096,Down,True,5.978E+00,5.965E+00,6.308E+00,5.882E+00,5.866E+00,5.651E+00,5.866E+00,0.038
2726,ENSMUSG00000059447,Hadhb,Remaining Brain,Gene,Down,16.1%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,42.6,25.3%,6.1,16.4%,1.4,15.9%,50.1,14.9%,16.1%,,,,,,5.619E+00,5.753E+00,5.749E+00,5.695E+00,5.681E+00,5.537E+00,0.034,-0.014,-0.037,Down,True,5.635E+00,5.910E+00,5.785E+00,5.809E+00,5.743E+00,5.506E+00,5.635E+00,0.013
2727,ENSMUSG00000059669,Taf1b,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,4.896E+00,5.008E+00,5.253E+00,5.082E+00,4.938E+00,4.861E+00,0.033,-0.048,-0.023,Down,True,4.818E+00,5.185E+00,5.383E+00,5.031E+00,4.930E+00,4.701E+00,4.818E+00,0.059
2728,ENSMUSG00000059674,Cdh24,Remaining Brain,Gene,Up,54.0%,6,54.4%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,3,88.2%,0,0.0%,,,,,,,,,,,,,,,,,,,,,504.2,56.1%,626.0,58.3%,215.1,47.6%,1345.2,51.9%,54.0%,,,,,,2.594E+00,2.416E+00,2.542E+00,2.803E+00,2.180E+00,2.603E+00,-0.103,0.141,0.256,Up,True,2.370E+00,2.431E+00,2.628E+00,3.067E+00,2.414E+00,2.713E+00,2.370E+00,0.056
2729,ENSMUSG00000060424,Pantr1,Remaining Brain,Gene,Up,47.5%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,2,94.5%,,,,,,,,,,,,,,,,,,,,,443.2,53.5%,349.7,47.1%,222.7,47.9%,1015.7,46.2%,47.5%,gene_B_2,,,,,7.518E+00,7.381E+00,7.576E+00,7.670E+00,7.501E+00,7.534E+00,-0.027,0.018,0.006,Up,True,7.490E+00,7.479E+00,7.545E+00,7.647E+00,7.651E+00,7.547E+00,7.490E+00,0.011
2730,ENSMUSG00000061039,Or8b53,Remaining Brain,Gene,Down,42.0%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,3,88.2%,0,0.0%,,,,,,,,,,,,,,,,,,,,,59.9,28.1%,1219.2,77.1%,62.3,32.1%,1341.4,51.8%,42.0%,,,,,,2.541E-01,8.694E-01,6.852E-01,1.985E-01,6.981E-01,3.959E-01,1.775,-1.788,-0.818,Down,True,0.000E+00,1.151E+00,8.874E-01,0.000E+00,7.871E-01,0.000E+00,0.000E+00,0.871
2731,ENSMUSG00000061535,C1qtnf7,Remaining Brain,Gene,Down,89.2%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,2,80.9%,0,0.0%,,,,,,,,,,,,,,,,,,,,,1403.1,80.3%,2079.5,88.7%,2092.9,95.7%,5575.6,89.8%,89.2%,,,,,,1.234E+00,1.419E+00,6.820E-01,5.187E-01,1.202E+00,1.173E+00,0.202,-0.395,-0.035,Down,True,1.239E+00,1.229E+00,5.032E-01,3.969E-01,1.131E+00,1.257E+00,5.032E-01,0.415
2732,ENSMUSG00000061983,Rps12,Remaining Brain,Gene,Up,58.3%,6,54.4%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,2,80.9%,2,94.5%,,,,,,,,,,,,,,,,,,,,,616.9,59.1%,473.4,52.2%,569.4,66.9%,1659.7,57.4%,58.3%,,,,,,1.022E+01,1.012E+01,1.038E+01,1.048E+01,1.019E+01,1.020E+01,-0.014,0.014,0.003,Up,True,1.016E+01,1.014E+01,1.034E+01,1.050E+01,1.022E+01,1.020E+01,1.016E+01,0.009
2733,ENSMUSG00000062380,Tubb3,Remaining Brain,Gene,Down,93.2%,9,67.8%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,4,91.6%,3,98.6%,,,,,,,,,,,,,,,,,,,,,2541.6,91.8%,2559.5,92.6%,1862.3,94.0%,6963.5,93.8%,93.2%,gene_B_2,,,,,9.696E+00,9.845E+00,1.008E+01,1.006E+01,9.745E+00,9.665E+00,0.022,-0.003,-0.012,Down,True,9.705E+00,9.777E+00,1.004E+01,1.002E+01,9.707E+00,9.631E+00,9.705E+00,0.020
2734,ENSMUSG00000062470,Fbxl12os,Remaining Brain,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,1.866E+00,1.493E+00,2.209E+00,2.356E+00,1.741E+00,1.850E+00,-0.322,0.093,0.087,Up,True,2.074E+00,1.676E+00,2.347E+00,2.362E+00,1.806E+00,1.606E+00,1.806E+00,0.130
2735,ENSMUSG00000062661,Ncs1,Remaining Brain,Gene,Down,26.4%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,50.3,26.4%,56.5,26.3%,134.8,40.2%,241.7,24.9%,26.4%,,,,,,8.618E+00,8.722E+00,8.885E+00,8.785E+00,8.685E+00,8.521E+00,0.017,-0.016,-0.028,Down,True,8.612E+00,8.788E+00,8.911E+00,8.803E+00,8.695E+00,8.603E+00,8.612E+00,0.018
2736,ENSMUSG00000062704,9430002A10Rik,Remaining Brain,Gene,Down,95.4%,10,70.9%,0,0.0%,0,0.0%,7,89.8%,2,77.6%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,3465.9,95.5%,3095.5,94.8%,2030.6,95.3%,8592.0,96.1%,95.4%,,,,,,1.771E+00,2.440E+00,2.040E+00,1.841E+00,2.107E+00,1.456E+00,0.462,-0.149,-0.534,Down,True,1.681E+00,2.251E+00,2.043E+00,1.681E+00,2.234E+00,1.882E+00,1.681E+00,0.142
2737,ENSMUSG00000063049,Ing2,Remaining Brain,Gene,Up,49.3%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,3,88.2%,1,79.7%,,,,,,,,,,,,,,,,,,,,,209.2,41.6%,433.7,50.4%,483.8,63.2%,1126.7,48.3%,49.3%,,,,,,6.887E+00,6.813E+00,7.143E+00,7.162E+00,6.855E+00,6.939E+00,-0.016,0.004,0.018,Up,True,6.866E+00,6.744E+00,7.128E+00,7.111E+00,6.810E+00,6.915E+00,6.810E+00,0.025
2738,ENSMUSG00000063077,Kif1b,Remaining Brain,Gene,Up,87.1%,6,54.4%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,4,99.4%,,,,,,,,,,,,,,,,,,,,,2432.0,91.3%,728.6,63.0%,1383.3,89.1%,4543.9,85.1%,87.1%,gene_B_5,,,,,9.968E+00,9.905E+00,1.009E+01,1.017E+01,1.014E+01,1.018E+01,-0.009,0.012,0.007,Up,True,9.975E+00,1.001E+01,1.011E+01,1.009E+01,1.012E+01,1.019E+01,9.975E+00,0.008
2739,ENSMUSG00000063409,Lrrc43,Remaining Brain,Gene,Up,23.4%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,23.3,21.8%,45.5,24.9%,51.6,29.9%,120.4,19.2%,23.4%,,,,,,1.568E+00,7.611E-01,9.885E-01,1.405E+00,5.050E-01,9.411E-01,-1.043,0.508,0.898,Up,True,1.562E+00,0.000E+00,1.164E+00,1.392E+00,0.000E+00,1.257E+00,0.000E+00,0.893
2740,ENSMUSG00000063681,Crb1,Remaining Brain,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,1.739E+00,1.489E+00,2.471E+00,2.596E+00,1.663E+00,1.972E+00,-0.224,0.071,0.246,Up,True,1.708E+00,1.783E+00,2.350E+00,2.725E+00,1.688E+00,2.024E+00,1.688E+00,0.197
2741,ENSMUSG00000063870,Chd4,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,8.814E+00,8.879E+00,9.017E+00,8.991E+00,8.948E+00,8.884E+00,0.011,-0.004,-0.010,Down,True,8.805E+00,8.937E+00,9.040E+00,8.963E+00,8.969E+00,8.908E+00,8.805E+00,0.014
2742,ENSMUSG00000063931,Pepd,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,5.498E+00,5.596E+00,5.836E+00,5.544E+00,5.490E+00,5.326E+00,0.026,-0.074,-0.044,Down,True,5.471E+00,5.415E+00,5.801E+00,5.434E+00,5.541E+00,5.399E+00,5.471E+00,0.031
2743,ENSMUSG00000064128,Cenpj,Remaining Brain,Gene,Up,85.6%,4,39.1%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,1,64.7%,1,79.7%,,,,,,,,,,,,,,,,,,,,,2457.9,91.4%,1646.4,84.0%,925.9,79.8%,5030.2,87.3%,85.6%,gene_B_3,,,,,2.720E+00,2.073E+00,2.920E+00,3.063E+00,2.917E+00,3.268E+00,-0.392,0.069,0.164,Up,True,2.822E+00,2.556E+00,3.143E+00,2.887E+00,3.120E+00,3.440E+00,2.822E+00,0.059
2744,ENSMUSG00000064363,mt-Nd4,Remaining Brain,Gene,Down,45.6%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,179.3,39.5%,245.7,42.0%,756.1,73.3%,1181.2,49.2%,45.6%,,,,,,1.591E+01,1.606E+01,1.652E+01,1.645E+01,1.636E+01,1.619E+01,0.014,-0.006,-0.015,Down,True,1.609E+01,1.597E+01,1.658E+01,1.659E+01,1.640E+01,1.613E+01,1.609E+01,0.015
2745,ENSMUSG00000066197,Gpr139,Remaining Brain,Gene,Down,39.3%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,3,98.6%,,,,,,,,,,,,,,,,,,,,,82.9,31.1%,145.2,35.4%,658.2,70.1%,886.3,43.1%,39.3%,,,,,,3.286E+00,3.403E+00,3.700E+00,3.346E+00,3.249E+00,2.801E+00,0.050,-0.145,-0.214,Down,True,3.330E+00,3.428E+00,3.761E+00,3.399E+00,3.599E+00,2.713E+00,3.330E+00,0.061
2746,ENSMUSG00000066441,Rdh11,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.033E+00,6.110E+00,6.293E+00,6.254E+00,6.306E+00,6.293E+00,0.018,-0.009,-0.003,Down,True,5.977E+00,6.087E+00,6.324E+00,6.178E+00,6.322E+00,6.358E+00,5.977E+00,0.032
2747,ENSMUSG00000067279,Ppp1r3c,Remaining Brain,Gene,Up,74.8%,6,54.4%,0,0.0%,0,0.0%,2,69.1%,1,60.6%,1,64.7%,2,94.5%,,,,,,,,,,,,,,,,,,,,,699.7,61.7%,1315.7,78.7%,807.4,76.5%,2822.8,73.1%,74.8%,gene_B_0,,,,,7.445E+00,7.207E+00,7.336E+00,7.546E+00,7.326E+00,7.390E+00,-0.047,0.041,0.012,Up,True,7.416E+00,7.269E+00,7.312E+00,7.520E+00,7.333E+00,7.312E+00,7.312E+00,0.007
2748,ENSMUSG00000067768,Xlr4b,Remaining Brain,Gene,Down,22.8%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,25.2,22.2%,89.4,30.6%,22.7,23.5%,137.3,20.3%,22.8%,,,,,,7.293E-01,1.225E+00,7.836E-01,4.872E-01,8.117E-01,4.550E-01,0.749,-0.686,-0.835,Down,True,4.289E-01,1.229E+00,8.921E-01,0.000E+00,1.023E+00,0.000E+00,4.289E-01,0.400
2749,ENSMUSG00000068154,Insm1,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,3.820E+00,4.112E+00,3.936E+00,3.445E+00,3.486E+00,3.259E+00,0.106,-0.192,-0.097,Down,True,4.090E+00,3.850E+00,3.973E+00,3.640E+00,3.613E+00,3.316E+00,3.613E+00,0.064
2750,ENSMUSG00000068220,Lgals1,Remaining Brain,Gene,Up,28.4%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,77.4,30.3%,188.6,38.4%,26.3,24.4%,292.3,26.5%,28.4%,,,,,,6.216E+00,5.831E+00,5.995E+00,6.145E+00,5.649E+00,5.830E+00,-0.092,0.036,0.045,Up,True,6.193E+00,5.775E+00,5.976E+00,6.229E+00,5.571E+00,5.952E+00,5.571E+00,0.053
2751,ENSMUSG00000068966,Zbtb34,Remaining Brain,Gene,Down,86.7%,6,54.4%,0,0.0%,0,0.0%,2,69.1%,1,60.6%,3,88.2%,0,0.0%,,,,,,,,,,,,,,,,,,,,,1670.4,84.1%,2803.9,93.7%,1042.9,82.5%,5517.2,89.3%,86.7%,,,,,,4.404E+00,4.618E+00,4.593E+00,4.283E+00,4.295E+00,4.068E+00,0.069,-0.101,-0.078,Down,True,4.454E+00,4.653E+00,4.646E+00,4.298E+00,4.630E+00,4.025E+00,4.454E+00,0.023
2752,ENSMUSG00000070167,Snora57,Remaining Brain,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,9.071E-01,5.597E-01,1.030E+00,1.171E+00,5.853E-01,8.608E-01,-0.697,0.185,0.557,Up,True,7.065E-01,0.000E+00,8.959E-01,1.480E+00,0.000E+00,1.257E+00,0.000E+00,0.884
2753,ENSMUSG00000070407,Hs3st3b1,Remaining Brain,Gene,Up,42.1%,5,47.4%,0,0.0%,0,0.0%,2,69.1%,2,77.6%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,290.0,46.6%,174.0,37.6%,204.0,46.6%,667.9,36.7%,42.1%,,,,,,2.583E+00,1.968E+00,2.280E+00,2.731E+00,2.200E+00,2.571E+00,-0.392,0.260,0.225,Up,True,2.584E+00,2.448E+00,2.491E+00,2.506E+00,2.421E+00,2.990E+00,2.421E+00,0.033
2754,ENSMUSG00000070527,Mkrn3,Remaining Brain,Gene,Up,37.1%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,0,0.0%,,,,,,,,,,,,,,,,,,,,,175.0,39.3%,346.4,47.0%,80.1,34.2%,601.5,34.9%,37.1%,,,,,,2.730E+00,1.997E+00,2.891E+00,3.167E+00,2.104E+00,2.543E+00,-0.451,0.131,0.273,Up,True,2.866E+00,2.448E+00,3.184E+00,3.174E+00,1.833E+00,2.370E+00,1.833E+00,0.269
2755,ENSMUSG00000070532,Ccdc190,Remaining Brain,Gene,Up,27.6%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,50.1,26.3%,33.5,22.2%,289.5,52.1%,373.1,28.9%,27.6%,gene_B_3,,,,,4.568E+00,4.209E+00,4.179E+00,4.402E+00,4.543E+00,4.640E+00,-0.118,0.075,0.031,Up,True,4.535E+00,4.215E+00,4.176E+00,4.247E+00,4.589E+00,4.776E+00,4.176E+00,0.051
2756,ENSMUSG00000070687,Htr1d,Remaining Brain,Gene,Up,72.2%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,898.0,70.2%,1368.2,79.7%,663.3,70.3%,2929.5,74.1%,72.2%,,,,,,3.241E+00,3.141E+00,3.136E+00,3.295E+00,2.628E+00,2.849E+00,-0.045,0.072,0.116,Up,True,3.287E+00,3.309E+00,3.012E+00,3.311E+00,2.668E+00,2.862E+00,2.668E+00,0.104
2757,ENSMUSG00000070806,Zmynd12,Remaining Brain,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,4.550E-01,6.383E-01,5.762E-01,3.257E-01,8.233E-01,2.513E-01,0.488,-0.823,-1.712,Down,True,3.649E-01,8.093E-01,4.503E-01,0.000E+00,1.058E+00,0.000E+00,3.649E-01,0.605
2758,ENSMUSG00000070953,Rabepk,Remaining Brain,Gene,Up,60.9%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,1,79.7%,,,,,,,,,,,,,,,,,,,,,737.0,63.2%,699.0,61.4%,403.0,58.0%,1839.0,60.3%,60.9%,,,,,,6.113E+00,5.882E+00,6.300E+00,6.617E+00,6.105E+00,6.218E+00,-0.056,0.071,0.026,Up,True,6.234E+00,5.786E+00,6.272E+00,6.683E+00,6.043E+00,6.295E+00,6.043E+00,0.020
