ID,External ID,Name,Tissue,Feature Type,Direction of Change (LPS & DSS),Median BiBC Percentile,Degree,Degree Percentile,Feces-Degree,Feces-Degree Percentile,Plasma-Degree,Plasma-Degree Percentile,Plexus-Degree,Plexus-Degree Percentile,Cortex-Degree,Cortex-Degree Percentile,Striatum-Degree,Striatum-Degree Percentile,Remaining-Brain-Degree,Remaining-Brain-Degree Percentile,"BiBC, Feces-Choroid Plexus, via Plasma","BiBC, Feces-Choroid Plexus, via Plasma (%ile)","BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics",Median BiBC Percentile,Subnetwork,Frustration,Total # of Inputs,# Inputs Indicating Up,# Inputs Indicating Down,"Mean Abundance, VECPAC, CRE-","Mean Abundance, VECPAC, CRE+","Mean Abundance, LPS, CTRL","Mean Abundance, LPS, 2.5h","Mean Abundance, DSS, CTRL","Mean Abundance, DSS, T1","Log2 Mean Fold Change, VECPAC","Log2 Mean Fold Change, LPS","Log2 Mean Fold Change, DSS",Actual Direction of Change in DSS,Predicted Direction Matches Actual Direction?,"Median Abundance, VECPAC, CRE-","Median Abundance, VECPAC, CRE+","Median Abundance, LPS, CTRL","Median Abundance, LPS, 2.5h","Median Abundance, DSS, CTRL","Median Abundance, DSS, T1",Minimum Median Control Abundance,Coefficient of Variation (Medians)
478,ENSMUSG00000038608,Dock10,Choroid Plexus,Gene,Down,24.3%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,1,79.7%,,,0.0,0.0%,19.8,30.1%,9.6,27.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,2.9,22.0%,0.0,0.0%,91.6,32.1%,58.8,26.6%,163.3,43.0%,313.7,27.4%,24.3%,,,,,,2.901E+00,3.335E+00,2.095E+00,1.993E+00,2.567E+00,2.049E+00,0.201,-0.072,-0.326,Down,True,3.304E+00,3.313E+00,2.731E+00,2.376E+00,2.875E+00,2.430E+00,2.731E+00,0.100
479,ENSMUSG00000104682,Gm42636,Choroid Plexus,Gene,Down,64.9%,9,67.8%,1,80.7%,2,85.2%,2,69.1%,1,60.6%,3,88.2%,0,0.0%,260.4,62.7%,215.1,64.9%,232.3,60.0%,224.4,66.3%,1165.9,93.7%,343.3,66.9%,723.3,89.5%,468.6,55.7%,371.8,60.3%,1720.3,90.9%,360.5,50.2%,1346.2,79.2%,278.7,51.4%,1985.5,63.3%,64.9%,,,,,,1.587E+00,2.422E+00,2.190E+00,1.229E+00,2.273E+00,1.914E+00,0.610,-0.834,-0.248,Down,True,1.670E+00,2.447E+00,2.204E+00,1.236E+00,2.665E+00,2.578E+00,1.670E+00,0.228
480,ENSMUSG00000022023,Wbp4,Choroid Plexus,Gene,Down,99.7%,52,97.5%,9,98.5%,2,85.2%,35,97.7%,5,90.2%,1,64.7%,0,0.0%,4546.0,99.6%,10713.8,99.9%,4042.8,99.8%,4579.6,99.9%,2396.7,98.1%,1374.8,94.8%,1151.0,95.4%,3912.5,97.3%,7600.9,99.7%,2062.3,92.9%,9142.6,99.8%,5084.6,98.7%,4123.6,99.7%,18350.9,99.7%,99.7%,gene_P_2,,,,,6.581E+00,7.120E+00,6.702E+00,6.539E+00,7.253E+00,6.888E+00,0.114,-0.035,-0.074,Down,True,6.504E+00,7.127E+00,6.671E+00,6.700E+00,7.295E+00,6.836E+00,6.504E+00,0.061
481,ENSMUSG00000041135,Ripk2,Choroid Plexus,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,2.988E+00,3.641E+00,3.395E+00,3.026E+00,3.802E+00,3.662E+00,0.285,-0.166,-0.054,Down,True,3.074E+00,3.943E+00,3.180E+00,2.959E+00,4.019E+00,3.817E+00,3.074E+00,0.151
482,ENSMUSG00000091183,Gm5141,Choroid Plexus,Gene,Down,55.6%,12,75.7%,1,80.7%,3,89.0%,6,88.3%,0,0.0%,2,80.9%,0,0.0%,65.3,38.7%,36.2,41.1%,155.2,49.3%,148.7,57.1%,811.1,88.6%,617.5,81.4%,473.3,82.0%,190.4,39.0%,154.9,46.1%,1820.4,91.9%,328.2,49.2%,991.5,71.6%,221.5,47.9%,1541.2,55.6%,55.6%,gene_P_0,,,,,9.705E-01,2.000E+00,1.191E+00,7.073E-01,1.125E+00,6.471E-01,1.043,-0.752,-0.798,Down,True,1.197E+00,1.758E+00,1.451E+00,0.000E+00,1.011E+00,0.000E+00,1.011E+00,0.181
483,ENSMUSG00000026820,Ptges2,Choroid Plexus,Gene,Up,93.9%,19,84.8%,2,87.8%,0,0.0%,11,93.0%,3,85.2%,1,64.7%,2,94.5%,3.4,19.0%,420.6,78.7%,1981.0,97.9%,1210.0,96.3%,183.0,59.8%,1298.2,93.9%,652.8,87.8%,39.9,26.7%,782.9,77.1%,389.0,61.0%,5010.8,98.1%,5799.2,99.0%,2986.7,98.7%,13796.6,99.2%,93.9%,gene_P_2,,,,,5.745E+00,5.291E+00,5.672E+00,6.012E+00,6.017E+00,6.139E+00,-0.119,0.084,0.029,Up,True,5.752E+00,5.350E+00,5.717E+00,6.071E+00,6.034E+00,6.080E+00,5.717E+00,0.030
484,ENSMUSG00000030352,Tspan9,Choroid Plexus,Gene,Up,42.1%,6,54.4%,0,0.0%,1,78.8%,4,83.2%,0,0.0%,1,64.7%,0,0.0%,45.3,33.6%,140.4,56.9%,0.0,16.8%,19.9,32.0%,145.0,56.3%,51.7,35.7%,64.3,42.2%,44.9,27.3%,109.4,42.1%,169.0,45.4%,298.6,47.2%,357.8,47.5%,137.2,40.4%,793.6,40.9%,42.1%,gene_P_2,,,,,6.552E+00,6.251E+00,6.874E+00,7.008E+00,6.571E+00,6.719E+00,-0.068,0.028,0.032,Up,True,6.548E+00,6.185E+00,6.879E+00,7.093E+00,6.577E+00,6.621E+00,6.548E+00,0.028
485,ENSMUSG00000034295,Fhod3,Choroid Plexus,Gene,Up,26.3%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,0,0.0%,0,0.0%,0.0,0.0%,3.3,26.3%,14.7,27.9%,8.8,26.1%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,36.3,32.8%,0.0,0.0%,172.7,39.1%,88.3,30.5%,122.2,39.2%,383.2,29.1%,26.3%,gene_P_0,,,,,1.741E+00,1.287E+00,1.204E+00,1.496E+00,1.172E+00,1.963E+00,-0.436,0.312,0.744,Up,True,1.912E+00,8.989E-01,1.407E+00,9.213E-01,1.082E+00,2.027E+00,1.082E+00,0.285
486,ENSMUSG00000037646,Vps13b,Choroid Plexus,Gene,Down,57.5%,31,92.9%,8,98.0%,1,78.8%,21,96.1%,0,0.0%,1,64.7%,0,0.0%,758.4,85.5%,191.5,61.5%,375.6,69.1%,189.4,61.3%,160.6,57.5%,255.9,61.6%,159.3,56.5%,1243.5,78.9%,286.9,55.4%,293.2,53.5%,438.2,53.3%,437.4,50.6%,588.1,67.4%,1463.7,54.0%,57.5%,gene_P_1,,,,,5.935E+00,6.252E+00,6.292E+00,5.714E+00,6.506E+00,6.126E+00,0.075,-0.139,-0.087,Down,True,5.862E+00,6.296E+00,6.394E+00,5.657E+00,6.461E+00,6.014E+00,5.862E+00,0.053
487,ENSMUSG00000040167,Ikzf5,Choroid Plexus,Gene,Down,36.2%,10,70.9%,0,0.0%,0,0.0%,8,91.0%,2,77.6%,0,0.0%,0,0.0%,0.1,14.3%,218.7,65.7%,255.1,62.2%,197.9,62.4%,0.0,0.0%,0.0,17.2%,0.0,0.0%,0.1,16.5%,520.2,68.3%,0.0,18.1%,735.5,62.7%,57.7,26.4%,96.5,36.2%,889.6,43.2%,36.2%,gene_P_1,,,,,5.428E+00,5.581E+00,5.494E+00,5.163E+00,5.470E+00,5.390E+00,0.040,-0.090,-0.021,Down,True,5.539E+00,5.483E+00,5.588E+00,5.275E+00,5.477E+00,5.500E+00,5.477E+00,0.010
488,ENSMUSG00000077767,Snora35,Choroid Plexus,Gene,Down,61.8%,15,80.2%,0,0.0%,1,78.8%,11,93.0%,1,60.6%,1,64.7%,1,79.7%,208.3,55.4%,82.3,50.7%,17.4,28.9%,14.4,29.7%,212.9,61.8%,42.0,33.9%,56.1,40.8%,770.9,68.9%,370.9,60.0%,509.4,65.9%,1220.2,77.7%,1128.3,75.2%,985.9,81.3%,3334.5,77.7%,61.8%,gene_P_2,,,,,2.720E+00,3.759E+00,3.135E+00,2.751E+00,3.467E+00,2.825E+00,0.467,-0.189,-0.295,Down,True,3.391E+00,3.813E+00,3.324E+00,2.122E+00,3.861E+00,3.165E+00,3.324E+00,0.083
489,ENSMUSG00000055239,Kcmf1,Choroid Plexus,Gene,Down,29.4%,10,70.9%,8,98.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,0,0.0%,0.0,0.0%,0.0,0.0%,1404.5,95.4%,243.1,68.3%,364.2,75.2%,2112.5,98.0%,1239.1,96.2%,0.0,0.0%,0.0,0.0%,521.6,66.5%,12.5,19.2%,78.0,29.4%,7.2,18.4%,97.7,17.9%,29.4%,gene_P_1,,,,,6.797E+00,7.016E+00,6.852E+00,6.753E+00,7.203E+00,7.040E+00,0.046,-0.021,-0.033,Down,True,6.853E+00,6.916E+00,6.881E+00,6.839E+00,7.198E+00,7.145E+00,6.853E+00,0.028
490,ENSMUSG00000031489,Adrb3,Choroid Plexus,Gene,Down,22.9%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,0,0.0%,0,0.0%,,,9.0,30.4%,12.2,26.8%,4.7,23.5%,,,,,,,,,20.8,29.1%,,,25.7,22.3%,15.5,19.0%,16.3,21.5%,57.5,15.3%,22.9%,,,,,,2.015E+00,2.567E+00,1.934E+00,4.734E-01,2.342E+00,1.390E+00,0.349,-2.031,-0.752,Down,True,2.349E+00,2.527E+00,2.228E+00,0.000E+00,2.134E+00,1.609E+00,2.134E+00,0.048
491,ENSMUSG00000035093,Secisbp2l,Choroid Plexus,Gene,Down,76.2%,26,90.6%,2,87.8%,0,0.0%,22,96.3%,2,77.6%,0,0.0%,0,0.0%,51.7,35.3%,477.9,81.5%,650.2,82.0%,591.1,86.0%,6.1,27.5%,65.8,37.9%,40.4,37.5%,133.1,35.1%,766.1,76.6%,31.6,30.5%,1328.5,79.4%,1267.4,78.1%,548.2,66.0%,3144.1,76.2%,76.2%,gene_P_1,,,,,7.127E+00,7.336E+00,7.437E+00,7.354E+00,7.485E+00,7.362E+00,0.042,-0.016,-0.024,Down,True,7.173E+00,7.410E+00,7.545E+00,7.354E+00,7.520E+00,7.427E+00,7.173E+00,0.028
492,ENSMUSG00000032306,Mpi,Choroid Plexus,Gene,Up,41.9%,5,47.4%,1,80.7%,1,78.8%,0,0.0%,0,0.0%,1,64.7%,2,94.5%,0.0,0.0%,0.0,0.0%,0.0,0.0%,2.7,21.7%,138.8,55.5%,90.0,41.9%,152.0,55.7%,0.0,0.0%,0.0,0.0%,112.6,40.4%,228.7,43.2%,278.6,43.9%,492.6,63.5%,999.9,45.9%,41.9%,,,,,,5.174E+00,5.085E+00,5.185E+00,5.707E+00,5.093E+00,5.598E+00,-0.025,0.139,0.136,Up,True,5.193E+00,5.173E+00,5.212E+00,5.479E+00,4.987E+00,5.556E+00,4.987E+00,0.024
493,ENSMUSG00000043535,Setx,Choroid Plexus,Gene,Down,65.1%,32,93.2%,12,99.3%,0,0.0%,18,95.5%,2,77.6%,0,0.0%,0,0.0%,54.3,36.0%,93.7,52.3%,2526.0,98.9%,1370.4,97.3%,60.7,45.8%,2299.2,98.3%,1047.5,94.6%,205.1,39.8%,198.4,49.1%,160.0,44.7%,877.5,69.6%,811.8,66.3%,428.3,60.4%,2117.7,65.1%,65.1%,gene_P_2,,,,,5.015E+00,5.525E+00,5.507E+00,5.073E+00,5.591E+00,5.320E+00,0.140,-0.119,-0.072,Down,True,4.939E+00,5.436E+00,5.589E+00,5.038E+00,5.580E+00,5.723E+00,4.939E+00,0.069
494,ENSMUSG00000025869,Nop16,Choroid Plexus,Gene,Down,8.0%,3,28.4%,1,80.7%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,1,79.7%,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,796.8,86.3%,781.4,90.8%,,,,,0.0,0.0%,0.0,0.0%,5.2,16.0%,75.3,33.9%,80.4,17.0%,8.0%,,,,,,4.542E+00,4.882E+00,5.003E+00,4.887E+00,4.626E+00,4.494E+00,0.104,-0.034,-0.042,Down,True,4.877E+00,4.916E+00,4.990E+00,4.945E+00,4.976E+00,4.520E+00,4.877E+00,0.012
495,ENSMUSG00000007613,Tgfbr1,Choroid Plexus,Gene,Down,,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.076E+00,5.299E+00,5.064E+00,4.924E+00,5.193E+00,5.041E+00,0.062,-0.040,-0.043,Down,True,5.229E+00,5.272E+00,5.144E+00,5.067E+00,5.262E+00,5.278E+00,5.144E+00,0.012
496,ENSMUSG00000049571,Cfap46,Choroid Plexus,Gene,Up,33.6%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,2,80.9%,0,0.0%,0.0,0.0%,61.7,47.6%,4.1,22.7%,23.5,33.6%,61.3,45.8%,1.4,19.7%,12.6,28.0%,0.0,0.0%,76.5,38.8%,184.1,46.7%,121.5,35.2%,162.7,36.5%,54.6,30.7%,338.8,28.2%,33.6%,gene_P_18,,,,,2.522E+00,2.057E+00,2.612E+00,3.174E+00,2.017E+00,2.270E+00,-0.294,0.281,0.170,Up,True,2.598E+00,2.359E+00,3.203E+00,3.177E+00,2.622E+00,2.351E+00,2.598E+00,0.122
497,ENSMUSG00000018983,E2f2,Choroid Plexus,Gene,Down,,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.426E+00,3.189E+00,3.680E+00,2.046E+00,3.587E+00,2.273E+00,0.394,-0.847,-0.658,Down,True,3.040E+00,3.231E+00,3.628E+00,2.670E+00,3.481E+00,2.430E+00,3.040E+00,0.091
498,ENSMUSG00000024870,Rab1b,Choroid Plexus,Gene,Up,,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.830E+00,6.753E+00,6.957E+00,7.141E+00,6.957E+00,7.060E+00,-0.016,0.037,0.021,Up,True,6.949E+00,6.823E+00,6.899E+00,7.265E+00,6.941E+00,7.144E+00,6.899E+00,0.004
499,ENSMUSG00000043487,Acot6,Choroid Plexus,Gene,Up,26.7%,9,67.8%,0,0.0%,0,0.0%,0,0.0%,3,85.2%,5,93.3%,1,79.7%,,,0.5,21.2%,2.6,21.9%,1.7,20.2%,8.4,29.2%,3.1,21.2%,2.0,18.9%,,,6.5,24.1%,29.7,30.1%,343.2,49.7%,550.2,55.4%,367.1,56.3%,1260.5,50.8%,26.7%,,,,,,4.091E+00,3.632E+00,3.849E+00,4.268E+00,3.743E+00,4.409E+00,-0.172,0.149,0.236,Up,True,4.091E+00,3.262E+00,3.534E+00,4.218E+00,3.924E+00,4.627E+00,3.534E+00,0.074
500,ENSMUSG00000017831,Rab5a,Choroid Plexus,Gene,Down,34.4%,8,64.0%,2,87.8%,0,0.0%,3,78.3%,0,0.0%,2,80.9%,1,79.7%,0.0,0.0%,0.0,0.0%,318.2,66.8%,287.2,72.4%,1.3,22.4%,455.3,73.9%,407.1,78.6%,0.0,0.0%,0.0,0.0%,4.0,22.8%,17.0,20.4%,236.0,41.4%,319.4,53.6%,572.3,34.4%,34.4%,gene_P_2,,,,,2.029E+00,2.964E+00,1.851E+00,1.680E+00,2.873E+00,2.368E+00,0.547,-0.140,-0.279,Down,True,2.311E+00,3.438E+00,1.839E+00,1.479E+00,2.719E+00,2.658E+00,1.839E+00,0.192
501,ENSMUSG00000024947,Men1,Choroid Plexus,Gene,Up,0.0%,2,16.1%,0,0.0%,1,78.8%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,0.0,0.0%,177.3,60.2%,0.0,0.0%,42.1,39.1%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,565.2,70.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,5.579E+00,5.160E+00,5.801E+00,5.932E+00,5.661E+00,5.959E+00,-0.112,0.032,0.074,Up,True,5.643E+00,5.090E+00,5.818E+00,5.922E+00,5.648E+00,6.149E+00,5.643E+00,0.018
502,ENSMUSG00000025478,Dpysl4,Choroid Plexus,Gene,Down,31.5%,5,47.4%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,3,88.2%,0,0.0%,,,0.0,0.0%,2.2,21.5%,2.3,21.0%,0.0,0.0%,161.4,49.2%,60.9,41.5%,,,0.0,0.0%,0.0,0.0%,1537.5,82.5%,1492.7,82.2%,814.5,76.9%,3844.8,81.0%,31.5%,,,,,,1.639E+00,2.245E+00,1.771E+00,1.596E+00,1.084E+00,8.668E-01,0.454,-0.150,-0.322,Down,True,1.636E+00,2.509E+00,1.772E+00,1.236E+00,1.195E+00,0.000E+00,1.195E+00,0.197
503,ENSMUSG00000028032,Papss1,Choroid Plexus,Gene,Up,44.1%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,0,0.0%,0,0.0%,0.0,0.0%,257.0,70.1%,462.1,74.2%,326.0,74.5%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,537.0,68.7%,0.0,0.0%,967.7,71.9%,206.2,39.8%,171.5,44.1%,1345.3,51.9%,44.1%,gene_P_0,,,,,6.690E+00,6.382E+00,6.717E+00,6.820E+00,6.839E+00,6.938E+00,-0.068,0.022,0.021,Up,True,6.721E+00,6.494E+00,6.816E+00,6.866E+00,6.840E+00,6.858E+00,6.721E+00,0.009
504,ENSMUSG00000029772,Ahcyl2,Choroid Plexus,Gene,Down,49.8%,21,86.6%,4,93.8%,5,92.4%,11,93.0%,1,60.6%,0,0.0%,0,0.0%,54.1,35.9%,182.7,60.5%,331.9,67.4%,225.9,66.6%,12.1,31.3%,137.5,46.8%,68.8,43.2%,328.0,46.2%,715.9,74.7%,119.8,41.2%,650.5,60.1%,311.1,45.2%,262.2,50.6%,1223.8,49.8%,49.8%,gene_P_0,,,,,9.397E+00,9.493E+00,9.770E+00,9.600E+00,9.897E+00,9.817E+00,0.015,-0.025,-0.012,Down,True,9.382E+00,9.470E+00,9.732E+00,9.610E+00,9.959E+00,9.866E+00,9.382E+00,0.030
505,ENSMUSG00000075704,Txnrd2,Choroid Plexus,Gene,Up,48.6%,5,47.4%,0,0.0%,0,0.0%,4,83.2%,0,0.0%,0,0.0%,1,79.7%,208.4,55.5%,4.5,27.1%,12.3,26.9%,8.4,25.8%,20.9,35.8%,155.6,48.6%,125.3,52.5%,548.3,59.4%,64.1,37.2%,180.8,46.4%,592.9,58.4%,1012.3,72.3%,503.5,63.9%,2108.7,64.9%,48.6%,gene_P_6,,,,,4.028E+00,3.798E+00,4.450E+00,4.483E+00,4.290E+00,4.645E+00,-0.085,0.011,0.114,Up,True,4.167E+00,3.879E+00,4.454E+00,4.503E+00,4.346E+00,4.773E+00,4.167E+00,0.034
506,ENSMUSG00000028599,Tnfrsf1b,Choroid Plexus,Gene,Up,55.2%,8,64.0%,0,0.0%,0,0.0%,5,86.2%,1,60.6%,0,0.0%,2,94.5%,220.5,59.4%,209.8,63.0%,208.9,55.5%,166.7,58.8%,0.3,20.0%,66.3,38.3%,18.9,31.6%,378.4,50.9%,263.8,53.7%,2.3,21.5%,872.3,69.5%,544.6,55.2%,1622.1,92.2%,3039.0,75.2%,55.2%,gene_P_0,,,,,3.171E+00,2.507E+00,3.169E+00,3.864E+00,3.022E+00,3.577E+00,-0.339,0.286,0.243,Up,True,3.185E+00,3.195E+00,3.041E+00,4.008E+00,3.221E+00,3.923E+00,3.041E+00,0.030
507,ENSMUSG00000059820,Nkapd1,Choroid Plexus,Gene,Down,68.6%,69,98.9%,1,80.7%,0,0.0%,67,99.1%,1,60.6%,0,0.0%,0,0.0%,159.7,50.7%,89.3,51.7%,823.6,87.9%,687.4,88.9%,54.4,44.7%,363.7,68.3%,287.1,71.3%,407.2,52.4%,226.1,50.9%,135.0,42.3%,1203.4,77.4%,871.1,68.6%,762.1,74.5%,2836.6,73.4%,68.6%,gene_P_1,,,,,4.311E+00,5.052E+00,5.111E+00,5.037E+00,4.551E+00,4.008E+00,0.229,-0.021,-0.183,Down,True,4.500E+00,5.078E+00,5.095E+00,4.945E+00,4.978E+00,4.493E+00,4.500E+00,0.065
508,ENSMUSG00000085776,5430402O13Rik,Choroid Plexus,Gene,Down,48.4%,6,54.4%,4,93.8%,0,0.0%,0,0.0%,0,0.0%,2,80.9%,0,0.0%,,,,,21.0,30.4%,9.9,27.1%,215.0,63.8%,571.6,79.2%,507.2,83.8%,,,,,369.0,58.3%,0.0,0.0%,758.0,63.9%,0.0,0.0%,758.0,38.5%,48.4%,,,,,,9.133E-01,1.648E+00,1.107E+00,0.000E+00,2.149E+00,1.004E+00,0.852,,-1.099,Down,True,4.124E-01,1.608E+00,1.185E+00,0.000E+00,2.451E+00,9.148E-01,4.124E-01,0.763
509,ENSMUSG00000022426,Josd1,Choroid Plexus,Gene,Up,71.8%,6,54.4%,0,0.0%,1,78.8%,5,86.2%,0,0.0%,0,0.0%,0,0.0%,232.7,60.3%,76.5,49.9%,220.0,58.7%,78.8,47.2%,130.9,54.6%,3.5,21.6%,6.8,24.5%,1572.0,84.2%,641.8,71.8%,1055.2,82.8%,2494.1,91.7%,2065.5,88.5%,1488.2,90.6%,6047.9,91.3%,71.8%,gene_P_3,,,,,4.879E+00,4.661E+00,4.928E+00,5.172E+00,5.300E+00,5.801E+00,-0.066,0.070,0.130,Up,True,4.764E+00,4.659E+00,5.015E+00,5.091E+00,5.329E+00,5.746E+00,4.764E+00,0.056
510,ENSMUSG00000011831,Evi5,Choroid Plexus,Gene,Down,88.1%,40,95.4%,5,95.6%,1,78.8%,33,97.5%,0,0.0%,1,64.7%,0,0.0%,445.3,73.9%,394.5,77.2%,584.9,79.9%,521.1,83.7%,1004.7,91.7%,1642.5,96.0%,1418.2,97.4%,1339.8,81.0%,1274.8,86.5%,3173.1,97.1%,1942.1,87.2%,2872.9,94.0%,1307.0,88.1%,6122.0,91.7%,88.1%,gene_P_2,,,,,6.875E+00,7.302E+00,7.031E+00,6.635E+00,7.334E+00,7.157E+00,0.087,-0.084,-0.035,Down,True,7.072E+00,7.270E+00,7.164E+00,6.758E+00,7.361E+00,7.152E+00,7.072E+00,0.021
511,ENSMUSG00000064246,Chi3l1,Choroid Plexus,Gene,Down,65.6%,14,78.8%,8,98.0%,2,85.2%,0,0.0%,2,77.6%,0,0.0%,2,94.5%,0.0,0.0%,305.6,73.4%,925.7,89.7%,784.5,90.9%,0.0,0.0%,326.4,65.6%,248.0,67.9%,0.0,0.0%,462.6,66.0%,0.0,0.0%,28.6,23.1%,36.5,22.9%,890.0,79.2%,955.1,44.7%,65.6%,,,,,,4.402E+00,4.952E+00,5.089E+00,4.507E+00,5.280E+00,4.655E+00,0.170,-0.175,-0.182,Down,True,4.334E+00,4.873E+00,5.039E+00,4.169E+00,5.158E+00,4.814E+00,4.334E+00,0.092
512,ENSMUSG00000004085,Map3k20,Choroid Plexus,Gene,Up,,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.349E+00,5.214E+00,5.382E+00,5.751E+00,5.294E+00,5.795E+00,-0.037,0.096,0.130,Up,True,5.328E+00,5.221E+00,5.409E+00,5.816E+00,5.151E+00,5.708E+00,5.151E+00,0.025
513,ENSMUSG00000042686,Jph1,Choroid Plexus,Gene,Down,57.4%,14,78.8%,2,87.8%,1,78.8%,11,93.0%,0,0.0%,0,0.0%,0,0.0%,164.3,51.2%,29.2,39.3%,156.8,49.6%,95.9,49.6%,87.5,49.1%,328.2,65.7%,212.6,61.6%,492.1,57.4%,70.2,37.9%,200.0,47.9%,667.9,60.8%,1065.0,73.8%,816.1,77.0%,2549.0,70.4%,57.4%,gene_P_0,,,,,5.519E+00,6.073E+00,5.931E+00,4.986E+00,6.086E+00,5.824E+00,0.138,-0.251,-0.063,Down,True,5.561E+00,6.023E+00,5.940E+00,4.962E+00,6.207E+00,5.764E+00,5.561E+00,0.055
514,ENSMUSG00000028626,Col9a2,Choroid Plexus,Gene,Up,0.0%,3,28.4%,1,80.7%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,1,79.7%,,,,,0.0,0.0%,0.0,0.0%,,,,,223.0,64.1%,,,,,,,0.0,0.0%,758.0,63.9%,0.0,0.0%,758.0,38.5%,0.0%,,,,,,3.635E+00,3.200E+00,3.805E+00,3.951E+00,3.511E+00,4.086E+00,-0.184,0.054,0.219,Up,True,3.638E+00,3.152E+00,3.717E+00,4.169E+00,3.244E+00,4.368E+00,3.244E+00,0.072
515,ENSMUSG00000068196,Col8a1,Choroid Plexus,Gene,Down,57.3%,13,77.4%,5,95.6%,1,78.8%,6,88.3%,1,60.6%,0,0.0%,0,0.0%,284.4,64.9%,428.1,79.1%,1431.1,95.7%,896.1,92.9%,38.8,41.4%,789.8,86.1%,282.4,71.1%,260.9,43.1%,339.9,57.3%,48.3,33.3%,958.6,71.7%,322.8,45.9%,358.2,55.8%,1639.6,57.1%,57.3%,gene_P_0,,,,,9.998E+00,1.008E+01,1.063E+01,1.061E+01,1.043E+01,1.034E+01,0.012,-0.004,-0.013,Down,True,9.928E+00,1.006E+01,1.069E+01,1.060E+01,1.050E+01,1.037E+01,9.928E+00,0.038
516,ENSMUSG00000030088,Aldh1l1,Choroid Plexus,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.576E+00,6.464E+00,6.689E+00,6.822E+00,6.830E+00,6.944E+00,-0.025,0.028,0.024,Up,True,6.494E+00,6.563E+00,6.641E+00,6.681E+00,6.752E+00,6.967E+00,6.494E+00,0.020
