NAME,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024
,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL
Cytosine,5.508355273131858e-06,6.238935363090239e-06,3.7529811613002966e-05,3.375311155399184e-05,9.980623081251986e-06,7.166386589034193e-06
D-(-)-Citramalic acid,,,,,,
D-(-)-Fructofuranose,8.027817364163943e-06,6.345107672537229e-06,1.630278901584779e-05,0.0001247006424192,3.3132118020880145e-06,9.486867271749878e-06
D-(-)-Fructopyranose,4.305619201828444e-06,7.166386589034193e-06,3.042036384063328e-06,1.6150478282736578e-06,5.627939780306909e-06,9.075507640204865e-06
D-(-)-Ribofuranose,5.1587561383687664e-05,6.228605896149338e-05,1.777017388964433e-05,6.854197017084353e-05,0.0001118314390848,2.6443296428767492e-05
D-(+)-Galactopyranose,5.729262896742512e-05,9.176438227712362e-05,0.0001118314390848,4.559648209423825e-05,,1.616923836971354e-05
D-(+)-Glucosamine,3.042036384063328e-06,,,6.228605896149338e-05,1.4421832935193043e-05,8.913241763224507e-06
"D-(+)-Ribono-1,4-lactone ",,,,,,
D-(+)-Talofuranose,6.350101381470944e-05,0.0001118314390848,0.0001361039451122,0.0001648008160644,0.0001361039451122,1.0643475286929393e-05
D-Allofuranose,5.383517191631775e-05,3.809762550883029e-05,6.238935363090239e-06,8.355607329454319e-07,1.2016705068176969e-05,4.989954409022189e-05
D-Arabinose,1.0732063138688447e-05,3.4018174026168576e-05,3.101308615054718e-05,3.226693997592153e-05,2.735531444564817e-05,8.736115967055024e-06
Decanoic acid,2.1834977799224203e-05,2.5649715426609503e-05,2.6590830101793257e-05,1.2386128150036162e-05,9.486867271749878e-06,3.2908986494800884e-05
Decyl oleate,3.0624966559567074e-05,1.4864586454833725e-05,4.245495791478588e-06,2.891541583068076e-05,1.530841212515444e-06,5.729262896742512e-05
Dehydroabietic acid,1.657876497583457e-05,2.763049861118689e-05,2.6787585419746015e-05,5.78660675571529e-06,2.763049861118689e-05,2.1643036174431583e-05
Deoxycholic Acid,,,,,,
Deoxyribopyranose,4.1436507173324335e-05,3.916438176610061e-06,2.360173208743259e-05,4.583419628296123e-06,1.8277450190145645e-05,3.921669419651076e-05
"D-Erythro-Pentitol, 2-deoxy-",6.923810095332292e-07,2.00157898413748e-05,9.486867271749878e-06,2.144398281291842e-06,,
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",,8.280633464815508e-06,1.0261147424161163e-05,4.8494158506114464e-05,1.805522489530305e-05,3.730631084829245e-06
d-Erythrotetrofuranose,2.144398281291842e-06,,,6.923810095332292e-07,,6.84637212882438e-06
Desmethylverapamil,1.676694893462815e-05,2.8126265711123824e-05,,,1.6450359872157634e-05,
D-Fructose,1.0894776337191838e-05,4.583419628296123e-06,2.4323677545534385e-05,,1.2386128150036162e-05,
D-Fucitol,,1.4544582915854817e-06,3.1562037456670997e-06,1.6855473654435217e-05,1.836056416543893e-06,
D-Glucose,2.2960613279423694e-06,1.2621640375920451e-05,9.746818746062618e-07,1.4111415026930078e-07,3.226693997592153e-05,1.676694893462815e-05
Dihydrouracil,7.697062205434122e-06,1.1406293571200671e-05,1.8648784226797527e-05,3.178944502057086e-05,1.887068240475639e-05,1.2128426444807096e-05
Dihydroxyacetone,1.8743380129594983e-05,2.65982170447041e-06,1.0894776337191838e-05,2.621384154650823e-05,4.583419628296123e-06,
"Dimethyl hexopyranosiduronate, alpha-D",5.525347507631488e-05,5.9082902501027024e-05,6.923810095332292e-07,,,
DL-Phenylalanine,6.684098568706045e-06,5.393937924956675e-06,1.0386845766700366e-05,2.2786821843590108e-05,1.0261147424161163e-05,1.5680182502759232e-05
D-Mannopyranose,7.31820055108666e-06,1.4111415026930078e-07,4.583419628296123e-06,9.746818746062618e-07,1.1350290953525685e-05,
D-Mannose,,4.638662042987021e-07,1.530841212515444e-06,7.832566589464594e-05,,
Dodecanamide,4.4778905346350206e-05,,6.0345631302352746e-05,,,2.483893487771108e-05
"Dodecanoic acid, isooctyl ester",,,,,,5.508355273131858e-06
Dodecanoic acid,,,,0.0004725347637259,,
D-Psicofuranose,5.980927869482815e-07,,1.6150478282736578e-06,,1.38972320822724e-06,
D-Ribofuranose,,7.094423427928123e-05,,,,
D-Ribose,,7.975342044517285e-07,8.654293183905291e-08,1.603110529073754e-05,4.1436507173324335e-05,
D-Xylopyranose,,,,,,
D-Xylose,2.1932952715233096e-05,3.7169703533636976e-05,3.8445826984084885e-05,1.8954218216158324e-05,4.989954409022189e-05,1.7005674772614e-05
"Erythrono-1,4-lactone",3.1647344176765684e-05,3.5632149126455806e-05,5.2490809331960696e-05,6.350101381470944e-05,6.854197017084353e-05,4.7146102173695454e-05
Ethanolamine,1.7390712391228288e-05,2.4840393181237777e-06,3.178944502057086e-05,1.4327388252791498e-05,0.0002184093386384,4.236009775902211e-05
Ethyl alpha-D-glucopyranoside,7.975342044517285e-07,6.5438836421960575e-06,,1.5867786125519386e-05,1.1823612346456874e-06,6.973314190749594e-06
Ethyl glycolate,2.847141846008686e-05,3.610404236468578e-05,1.7967467463707408e-05,1.9730405206250328e-05,,3.5360932439532874e-05
Ferulic acid,3.5904306679682945e-05,2.7860148254991692e-05,3.639191833267019e-05,8.736115967055024e-06,6.228605896149338e-05,1.9730405206250328e-05
"Gluconolactone (3R,4S,5R,6R)",3.574596130795985e-06,4.305619201828444e-06,3.863825895123967e-07,6.84637212882438e-06,4.149837448191821e-06,5.120879916819872e-06
Glucopyranose,1.4544582915854817e-06,5.245461032053393e-06,2.4883588265839864e-07,1.478167612241706e-05,1.0643475286929393e-05,1.0514066459711718e-05
Glyceric acid,3.668528476094923e-05,2.8667740313560863e-05,2.7860148254991692e-05,1.3257876091019894e-05,3.11542014918176e-05,4.662089489572254e-06
Glycerol monostearate,,,,,,
Glycerol tricaprylate,,,,,,
Glycerol,3.7169703533636976e-05,8.736115967055024e-06,3.921669419651076e-05,2.763049861118689e-05,5.1587561383687664e-05,4.745906300508213e-05
Glycolic acid,1.757444474833436e-05,2.2583294684846227e-05,2.7137523246680702e-05,1.8743380129594983e-05,2.41512614558997e-05,1.777017388964433e-05
"Guanidine, N,N-dimethyl",2.7137523246680702e-05,2.360173208743259e-05,2.105898820992524e-05,1.1350290953525685e-05,2.1289514608228615e-05,3.7529811613002966e-05
"Gulonic acid, gamma-lactone",1.4518114604552437e-05,1.4518114604552437e-05,2.8126265711123824e-05,2.532296107365242e-05,3.14905036478822e-05,8.837618555691014e-06
Heptadecanoic acid,1.9261792845315355e-05,1.887068240475639e-05,2.2786821843590108e-05,1.3393244608750065e-05,2.024810516425435e-05,2.0205229072842665e-05
Hexacosanoic acid,,,,,,
"Hexadecanoic acid, 4-hydroxybutyl ester",2.0205229072842665e-05,3.3132118020880145e-06,5.980927869482815e-07,,,0.0001538954015143
"Hexadecanoic acid, ethyl ester",1.232366241193844e-05,1.2016705068176969e-05,1.3257876091019894e-05,8.392569043058912e-06,1.2621640375920451e-05,2.7137523246680702e-05
"Hexadecanoic acid, methyl ester",1.5680182502759232e-05,1.5867786125519386e-05,1.816004922937347e-05,7.697062205434122e-06,1.121290687352542e-05,3.7169703533636976e-05
"Hexadecanoic acid, tetradecyl ester",5.2490809331960696e-05,2.4883588265839864e-07,,3.1952970029292075e-05,7.975342044517285e-07,5.245461032053393e-06
Hexanedioic acid,1.603110529073754e-05,3.255935803312797e-05,2.2583294684846227e-05,8.837618555691014e-06,1.2265130421583652e-05,4.559648209423825e-05
Hexanoic acid,,,,,,0.0001247006424192
"Hexonic acid, 3-deoxy-, gamma-lactone",1.630278901584779e-05,2.2786821843590108e-05,1.1761973782469904e-05,6.684098568706045e-06,1.0732063138688447e-05,4.245495791478588e-06
"Hydantoin, 5-hydroxy",0.0001016357414059,,,,,
Hydracrylic acid,1.2016705068176969e-05,1.3966068169517628e-05,1.636421583195918e-05,1.7005674772614e-05,,1.4128713087854016e-05
Hydroquinone,4.0178073401525405e-05,3.50469864040057e-05,1.2688530071147204e-05,1.9261792845315355e-05,2.1932952715233096e-05,2.1834977799224203e-05
Hymexazole,1.939805458292396e-05,1.717122286859092e-05,1.805522489530305e-05,2.1289514608228615e-05,2.3014179859151952e-05,1.8648784226797527e-05
Idoxuridine ,8.736115967055024e-06,1.3393244608750065e-05,2.621384154650823e-05,1.0732063138688447e-05,2.6787585419746015e-05,1.910563731616014e-05
"Inosose-2, myo",1.8383402216274176e-05,1.0643475286929393e-05,2.8667740313560863e-05,8.027817364163943e-06,7.094423427928123e-05,2.891541583068076e-05
Isocitric acid lactone,,1.2386128150036162e-05,1.757444474833436e-05,7.817249984686151e-06,3.467651619542703e-05,1.8484160585226223e-05
Isonicotinic Acid,,,,,,
Isopropyl myristate,2.283836865138379e-05,2.024810516425435e-05,2.024810516425435e-05,1.1406293571200671e-05,1.657876497583457e-05,3.2150133015745745e-05
Isopropyl palmitate,2.024810516425435e-05,1.910563731616014e-05,2.41512614558997e-05,1.4421832935193043e-05,2.037972573704721e-05,3.101308615054718e-05
Itaconic acid,,4.989954409022189e-05,6.350101381470944e-05,,7.439637344532582e-05,
Ketamine,2.3014179859151952e-05,1.4716248240761122e-05,2.626123301650961e-05,3.534753816188769e-06,9.603791893972332e-06,1.630278901584779e-05
Kojic acid,1.1406293571200671e-05,3.0457762562984163e-05,2.5649715426609503e-05,4.190080426421048e-05,4.117024359805238e-05,
L-(-)-Sorbofuranose,,1.2851666336797695e-06,2.2960613279423694e-06,3.956451497395668e-05,,
L-(+)-Lactic acid,,,,,,
L-(+)-Rhamnopyranose,3.2150133015745745e-05,2.483893487771108e-05,2.1932952715233096e-05,,2.2395648107797876e-05,
L-5-Oxoproline,9.603791893972332e-06,8.784195921187054e-06,1.0514066459711718e-05,2.929367821373273e-05,1.3084543348858826e-05,1.4864586454833725e-05
Lactic Acid,7.094423427928123e-05,5.356181458473537e-05,2.3701554735214112e-08,1.939805458292396e-05,7.832566589464594e-05,3.467651619542703e-05
L-Alanine,,,,,,
L-Aspartic acid,8.392569043058912e-06,1.8954218216158324e-05,1.657876497583457e-05,3.5360932439532874e-05,1.636421583195918e-05,1.8954218216158324e-05
Levoglucosan,1.887068240475639e-05,1.757444474833436e-05,2.406484066950307e-05,1.3966068169517628e-05,2.483893487771108e-05,2.553707235007485e-05
Levulinic acid,4.3071025123608185e-05,4.4778905346350206e-05,2.763049861118689e-05,8.608358890077261e-06,1.5770150150179934e-05,2.080604252632017e-05
L-Fucose,2.3176593250985774e-05,4.0178073401525405e-05,2.037972573704721e-05,,5.6505639569651595e-05,6.238935363090239e-06
L-Glutamic acid,4.149837448191821e-06,3.730631084829245e-06,1.5770150150179934e-05,4.1436507173324335e-05,8.49036634763833e-06,1.3777551865963964e-05
Lignoceric acid,7.832566589464594e-05,7.55108067730924e-05,,,,9.176438227712362e-05
L-Isoleucine,2.626123301650961e-05,2.173879122112292e-05,3.1647344176765684e-05,5.2490809331960696e-05,5.356181458473537e-05,3.639191833267019e-05
L-Leucine,1.777017388964433e-05,1.616923836971354e-05,2.847141846008686e-05,7.932715454133417e-06,3.8898952913478864e-05,3.178944502057086e-05
l-Leucyl-l-valine,4.559648209423825e-05,3.375311155399184e-05,3.11542014918176e-05,9.176438227712362e-05,,
L-Proline,1.5087445303643446e-05,9.980623081251986e-06,3.2150133015745745e-05,1.1108658858579164e-05,1.254923252195022e-05,2.024810516425435e-05
L-Rhamnose,3.1952970029292075e-05,4.559648209423825e-05,4.3289659680156704e-05,1.757444474833436e-05,2.466747331644314e-05,8.280633464815508e-06
"L-Sorbopyranose, (1S,2R,3S)",,,,,,
L-Threonine,8.913241763224507e-06,3.042036384063328e-06,3.0624966559567074e-05,4.989954409022189e-05,2.8667740313560863e-05,2.3176593250985774e-05
"L-Valinamide, N(2),N(2)-dimethyl",,,,,,
L-Valine,1.3257876091019894e-05,1.0261147424161163e-05,2.1834977799224203e-05,2.2140108627121924e-05,3.809762550883029e-05,1.939805458292396e-05
L-Valyl-L-leucine,,,3.7169703533636976e-05,,,
Malic acid,1.2265130421583652e-05,5.1587561383687664e-05,9.901359718928036e-06,5.245461032053393e-06,1.616923836971354e-05,2.173879122112292e-05
"Mannonic acid, gamma-lactone",,,,2.541312102594124e-05,3.1647344176765684e-05,3.610404236468578e-05
Menthol,2.1143605220811348e-05,1.6855473654435217e-05,1.514970413027093e-05,6.7727348997407e-06,1.2688530071147204e-05,2.8667740313560863e-05
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",1.8954218216158324e-05,2.037972573704721e-05,2.2140108627121924e-05,3.916438176610061e-06,3.2908986494800884e-05,1.64960083791884e-05
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,,4.7146102173695454e-05,,4.3289659680156704e-05,4.190080426421048e-05,
Methyl alpha-Arabinofuranoside,,6.0345631302352746e-05,,,0.0001648008160644,
Methyl alpha-D-glucofuranoside,,0.0001538954015143,,,,
Methyl alpha-N-acetyl-D-galactosamine,,,,,,
Methyl beta-Arabinofuranoside,,,1.9383192840030995e-06,,,1.8277450190145645e-05
"Methyl galactoside (1S,2S,3S,4R,5R)",4.638662042987021e-07,,7.832566589464594e-05,8.49036634763833e-06,3.730631084829245e-06,
Methyl stearate,1.1630028902558376e-05,1.5023138006759788e-05,1.1108658858579164e-05,1.121290687352542e-05,1.3966068169517628e-05,2.283836865138379e-05
Methylmaleic acid,,,,,,
Methylsuccinic acid,3.534753816188769e-06,1.0514066459711718e-05,1.3084543348858826e-05,2.0205229072842665e-05,6.345107672537229e-06,1.2386128150036162e-05
Monocaprylin,2.4883588265839864e-07,6.923810095332292e-07,1.4111415026930078e-07,,,2.00157898413748e-05
Monolaurin,,0.0002482324990963,,7.094423427928123e-05,,
Monomethyl succinate,1.514970413027093e-05,2.144329071869341e-05,1.3670646908920618e-05,8.913241763224507e-06,1.4518114604552437e-05,2.3014179859151952e-05
Myristic acid,1.7005674772614e-05,1.676694893462815e-05,1.5680182502759232e-05,1.2072245970380529e-05,1.3257876091019894e-05,2.466747331644314e-05
"N,N-Diethyl-carbamate",2.6443296428767492e-05,2.3176593250985774e-05,1.4128713087854016e-05,1.2265130421583652e-05,1.910563731616014e-05,2.952892746175719e-05
"N,N-Diethyl-2-aminoethanol",6.345107672537229e-06,4.400464789217944e-05,1.121290687352542e-05,3.042036384063328e-06,2.0205229072842665e-05,5.627939780306909e-06
N-(2-hydroxyethyl)-succinimide,3.178944502057086e-05,2.891541583068076e-05,1.3777551865963964e-05,9.486867271749878e-06,2.080604252632017e-05,1.5867786125519386e-05
N-Acetyl glucosamine methoxime,9.834354199581248e-06,2.952892746175719e-05,6.684098568706045e-06,,,1.1108658858579164e-05
"N-Acetyl-D-galactosamine, (R,R,R,R)",8.49036634763833e-06,3.226693997592153e-05,8.49036634763833e-06,8.671316848159171e-05,0.0001247006424192,3.8445826984084885e-05
N-Acetyl-L-glutamic acid,5.245461032053393e-06,4.662089489572254e-06,1.1009017472615811e-05,1.8277450190145645e-05,3.574596130795985e-06,
N-Acetyl-L-phenylalanine,,3.956451497395668e-05,,,,9.980623081251986e-06
Nadolol,,,7.439637344532582e-05,,,
N-Ethyldiethanolamine,1.4327388252791498e-05,3.1952970029292075e-05,3.14905036478822e-05,3.5632149126455806e-05,2.929367821373273e-05,
Niacin,2.4535257256643036e-05,2.466747331644314e-05,3.956451497395668e-05,6.0345631302352746e-05,2.2583294684846227e-05,1.3257876091019894e-05
N-Methyl-L-proline,2.532296107365242e-05,2.9092428362042667e-05,,2.483893487771108e-05,1.5867786125519386e-05,
n-Nonylcyclohexane,3.11542014918176e-05,2.6787585419746015e-05,3.2908986494800884e-05,1.4864586454833725e-05,1.2851666336797695e-06,6.602528415902421e-05
Nonadecanoic acid,2.2786821843590108e-05,1.5087445303643446e-05,1.910563731616014e-05,1.254923252195022e-05,1.7390712391228288e-05,2.532296107365242e-05
Nonanoic acid,2.406484066950307e-05,2.1289514608228615e-05,5.356181458473537e-05,2.037972573704721e-05,8.837618555691014e-06,3.4018174026168576e-05
Norketamine,3.14905036478822e-05,2.105898820992524e-05,2.3176593250985774e-05,1.717122286859092e-05,3.668528476094923e-05,2.4535257256643036e-05
n-Tridecylcyclohexane,,,,,,
Octadecyl octyl ether,6.0345631302352746e-05,2.847141846008686e-05,,1.630278901584779e-05,,
Octanoic acid,2.5077891059761747e-05,1.8743380129594983e-05,3.5632149126455806e-05,1.64960083791884e-05,1.5023138006759788e-05,3.375311155399184e-05
Oxalic acid,3.5360932439532874e-05,1.121290687352542e-05,2.1643036174431583e-05,1.8648784226797527e-05,2.5649715426609503e-05,2.763049861118689e-05
"Oxalic acid, isobutyl heptyl ester",,,,,,
Palmitelaidic acid,1.121290687352542e-05,,1.4421832935193043e-05,1.676694893462815e-05,1.3393244608750065e-05,
Palmitic Acid,3.610404236468578e-05,3.863825895123967e-07,3.4018174026168576e-05,2.00157898413748e-05,6.923810095332292e-07,4.4778905346350206e-05
Pantolactone,4.236009775902211e-05,3.5904306679682945e-05,3.610404236468578e-05,2.3773058557190056e-05,3.1952970029292075e-05,4.9066704346016666e-05
Pantothenic acid ,3.4184008197819116e-06,4.245495791478588e-06,1.3139300277277377e-05,3.14905036478822e-05,9.107782903386053e-06,4.836203143128063e-06
Pentadecanoic acid,1.3084543348858826e-05,1.7967467463707408e-05,1.64960083791884e-05,1.1761973782469904e-05,1.4716248240761122e-05,2.2583294684846227e-05
Pentanedioic acid,3.0457762562984163e-05,3.5360932439532874e-05,4.559648209423825e-05,4.7146102173695454e-05,1.676694893462815e-05,1.4421832935193043e-05
"Pentanoic acid, 4-methyl-2-oxo-",,,,3.11542014918176e-05,4.9066704346016666e-05,
Pentanoic acid,7.817249984686151e-06,3.4184008197819116e-06,7.697062205434122e-06,3.4184008197819116e-06,2.173879122112292e-05,1.232366241193844e-05
"Pentitol, 3-desoxy",2.891541583068076e-05,8.671316848159171e-05,2.0930048338659614e-05,5.1587561383687664e-05,9.746818746062618e-07,6.345107672537229e-06
Phenol,3.272055131890429e-05,2.7137523246680702e-05,8.913241763224507e-06,1.2688530071147204e-05,1.1108658858579164e-05,3.0457762562984163e-05
phenoxyethanol,4.745906300508213e-05,4.0908209672588064e-05,1.1917979989316106e-05,9.425500260985755e-06,1.9261792845315355e-05,2.41512614558997e-05
Phenylalanine,3.730631084829245e-06,2.144398281291842e-06,7.166386589034193e-06,2.847141846008686e-05,6.973314190749594e-06,1.3393244608750065e-05
Phenylpropanolamine,1.816004922937347e-05,,2.83600203602203e-05,5.508355273131858e-06,,
Phloretic acid,,,0.0001918911759118,,,
Phthalazin-1-one ,2.00157898413748e-05,2.080604252632017e-05,1.9730405206250328e-05,1.657876497583457e-05,2.105898820992524e-05,3.255935803312797e-05
Phthalimide,,,,,,
Picolinic acid,5.78660675571529e-06,7.31820055108666e-06,1.8383402216274176e-05,9.834354199581248e-06,2.144329071869341e-05,2.5649715426609503e-05
Pimelic acid,3.226693997592153e-05,3.921669419651076e-05,9.603791893972332e-06,3.2677213517781227e-06,2.2960613279423694e-06,5.9082902501027024e-05
Pipecolic acid,3.956451497395668e-05,2.541312102594124e-05,3.50469864040057e-05,2.7860148254991692e-05,2.9092428362042667e-05,1.2688530071147204e-05
"Pregn-4-ene-3,20-dione, 16,17-epoxy-, (16alpha)",,5.401630854028379e-07,,,1.630278901584779e-05,
"Propane, 2-methyl",3.255935803312797e-05,1.1761973782469904e-05,3.809762550883029e-05,1.514970413027093e-05,3.0457762562984163e-05,3.978726080323576e-05
Propanedioic acid,2.7860148254991692e-05,2.3014179859151952e-05,1.9511628227902815e-05,1.0261147424161163e-05,2.2786821843590108e-05,2.1143605220811348e-05
"Propanoic acid, 2-methyl-, hexyl ester",,,,,,
"Propanoic acid, 2-oxo",,0.0001648008160644,0.0001538954015143,,,
"Propanoic acid, 2-hydroxy-3-phosphate-",,3.2150133015745745e-05,1.38972320822724e-06,5.9854742218891424e-06,,
Propylamine,1.979564547759212e-05,1.816004922937347e-05,1.1630028902558376e-05,9.901359718928036e-06,1.4128713087854016e-05,3.14905036478822e-05
Protocatechoic acid,1.616923836971354e-05,2.283836865138379e-05,1.887068240475639e-05,1.616923836971354e-05,7.817249984686151e-06,2.5077891059761747e-05
Putrescine,,9.746818746062618e-07,8.355607329454319e-07,7.975342044517285e-07,,2.7860148254991692e-05
Pyridoxic acid,,,,,,0.0002184093386384
Pyridoxine,,,,0.0001918911759118,,
Pyrogallol,3.375311155399184e-05,2.1932952715233096e-05,5.120879916819872e-06,6.0356557680024845e-06,1.1009017472615811e-05,5.383517191631775e-05
Pyroglutamic acid,0.0002482324990963,,,,,
Pyrrole-2-carboxylic acid,1.7967467463707408e-05,1.979564547759212e-05,1.4864586454833725e-05,2.5077891059761747e-05,2.1834977799224203e-05,1.5023138006759788e-05
Ribitol,1.910563731616014e-05,2.7857133842763493e-06,6.973314190749594e-06,,5.508355273131858e-06,5.393937924956675e-06
Ribonic acid,,5.627939780306909e-06,6.5438836421960575e-06,3.1647344176765684e-05,4.745906300508213e-05,1.0894776337191838e-05
Salsoline,4.583419628296123e-06,5.508355273131858e-06,5.78660675571529e-06,4.463384885273438e-06,3.534753816188769e-06,0.0002482324990963
Sebacic acid,,,9.176438227712362e-05,0.0001361039451122,,
Sedoheptulose anhydride,2.3773058557190056e-05,2.83600203602203e-05,4.638662042987021e-07,1.836056416543893e-06,1.603110529073754e-05,1.0386845766700366e-05
Serine,9.268868110722535e-06,9.425500260985755e-06,1.4518114604552437e-05,1.4518114604552437e-05,1.717122286859092e-05,2.105898820992524e-05
Ser-Leu,,,,0.0001016357414059,,
Sinapinic acid,0.0001118314390848,,,,,
Stearic acid,2.929367821373273e-05,1.939805458292396e-05,5.9082902501027024e-05,2.65982170447041e-06,9.425500260985755e-06,0.0001118314390848
"Stigmast-5-ene, 3beta",,7.832566589464594e-05,,,,
Stigmastanol,,,,,,
Suberic acid,9.486867271749878e-06,1.2128426444807096e-05,1.4716248240761122e-05,1.2621640375920451e-05,1.1761973782469904e-05,2.1289514608228615e-05
Supraene,1.2072245970380529e-05,1.1009017472615811e-05,7.31820055108666e-06,3.730631084829245e-06,3.2677213517781227e-06,3.50469864040057e-05
Syringaldehyde,1.3670646908920618e-05,1.777017388964433e-05,1.536592651890115e-05,2.2583294684846227e-05,1.979564547759212e-05,1.979564547759212e-05
Syringic acid,3.978726080323576e-05,3.272055131890429e-05,2.532296107365242e-05,1.0894776337191838e-05,2.553707235007485e-05,1.0261147424161163e-05
Tetrahydro-2-furanylmethanol,,3.978726080323576e-05,,,,3.809762550883029e-05
Tetrahydrogeranyl formate,1.805522489530305e-05,1.636421583195918e-05,1.4544582915854817e-06,9.603791893972332e-06,2.2140108627121924e-05,3.956451497395668e-05
Tetrahydrolinalool,,,,,,
Thymidine,2.65982170447041e-06,5.120879916819872e-06,8.027817364163943e-06,3.8445826984084885e-05,8.027817364163943e-06,7.486126882586817e-06
"Thymidine, 5'-phosphate",,,,,3.4184008197819116e-06,
"Thymine, 1,3-dimethyl-6-hydroxymethyl",1.636421583195918e-05,4.1436507173324335e-05,2.891541583068076e-05,2.1643036174431583e-05,1.1917979989316106e-05,1.2016705068176969e-05
trans-Coniferryl alchool,,,,7.55108067730924e-05,,
Tributyl acetylcitrate,,1.1917979989316106e-05,,,6.602528415902421e-05,
Tricine,1.38972320822724e-06,1.530841212515444e-06,4.0178073401525405e-05,2.5522233466767726e-06,3.978726080323576e-05,
Triethanolamine,1.0386845766700366e-05,1.0894776337191838e-05,1.8743380129594983e-05,1.8383402216274176e-05,1.232366241193844e-05,2.1932952715233096e-05
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",8.784195921187054e-06,1.8383402216274176e-05,,6.602528415902421e-05,2.4535257256643036e-05,
Triphenylene,,,0.0001247006424192,,,
Tripropylene glycol monomethyl ether,1.478167612241706e-05,1.5770150150179934e-05,2.931807560232722e-06,1.777017388964433e-05,3.7529811613002966e-05,2.611088457072969e-05
Trisaminol,1.3777551865963964e-05,1.9730405206250328e-05,6.7727348997407e-06,5.120879916819872e-06,5.78660675571529e-06,1.757444474833436e-05
Tyrosine,6.5438836421960575e-06,4.836203143128063e-06,1.232366241193844e-05,1.9511628227902815e-05,1.1406293571200671e-05,1.0732063138688447e-05
Undecanoic acid,5.627939780306909e-06,6.84637212882438e-06,5.627939780306909e-06,4.245495791478588e-06,4.245495791478588e-06,1.657876497583457e-05
Uracil,4.836203143128063e-06,7.817249984686151e-06,1.3966068169517628e-05,2.3176593250985774e-05,1.0386845766700366e-05,9.603791893972332e-06
Urea,2.931807560232722e-06,2.3783645125629813e-06,4.149837448191821e-06,8.784195921187054e-06,1.2072245970380529e-05,2.2395648107797876e-05
Uridine,3.1562037456670997e-06,6.684098568706045e-06,4.463384885273438e-06,3.4018174026168576e-05,4.836203143128063e-06,6.0356557680024845e-06
Valylglycine,,,,2.9092428362042667e-05,2.65982170447041e-06,
Valylvaline,1.2621640375920451e-05,1.232366241193844e-05,1.4327388252791498e-05,4.4778905346350206e-05,1.1630028902558376e-05,
Vanillic Acid,,,,,,
Vanillin,1.1823612346456874e-06,1.1823612346456874e-06,8.837618555691014e-06,2.105898820992524e-05,6.84637212882438e-06,1.8383402216274176e-05
Xylazine,2.8667740313560863e-05,1.8648784226797527e-05,2.5077891059761747e-05,,2.611088457072969e-05,8.49036634763833e-06
"Xylonic acid, delta-lactone",5.393937924956675e-06,6.7727348997407e-06,3.574596130795985e-06,3.921669419651076e-05,3.255935803312797e-05,9.425500260985755e-06
Xylose,4.245495791478588e-06,1.8484160585226223e-05,4.745906300508213e-05,5.356181458473537e-05,,1.7967467463707408e-05
