Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
6430550D23Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,83.5,31.2%,106.0,32.2%,34.6,26.7%,224.1,24.2%
Hspa12b,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Hps6,Remaining Brain,,,,,,,,,,,,,,,,,,,106.1,34.0%,464.5,51.8%,212.3,47.4%,783.0,40.5%
Morrbid,Remaining Brain,,,,,,,,,,,,,,,,,,,30.1,23.4%,449.0,51.0%,97.3,36.4%,576.5,34.5%
Ccdc162,Remaining Brain,,,,,,,,,,,,,,,,,,,21.3,21.4%,42.8,24.6%,23.8,23.7%,87.9,17.4%
AU041133,Remaining Brain,,,,,,,,,,,,,,,,,,,122.7,35.3%,134.1,34.5%,418.9,59.9%,675.7,37.0%
Fastkd5,Remaining Brain,,,,,,,,,,,,,,,,,,,260.5,45.1%,189.0,38.4%,112.0,38.0%,561.6,34.1%
Jrkl,Remaining Brain,,,,,,,,,,,,,,,,,,,761.6,65.0%,249.2,42.3%,1034.5,82.3%,2045.3,64.3%
Nalf1,Remaining Brain,,,,,,,,,,,,,,,,,,,728.7,62.6%,501.4,53.4%,372.8,56.5%,1602.9,56.6%
Fzd10,Remaining Brain,,,,,,,,,,,,,,,,,,,52.1,26.8%,60.4,26.8%,48.3,29.4%,160.8,21.4%
AA414768,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm11637,Remaining Brain,,,,,,,,,,,,,,,,,,,551.7,57.3%,1055.4,73.6%,352.4,55.5%,1959.5,63.0%
Smim43,Remaining Brain,,,,,,,,,,,,,,,,,,,1247.4,78.1%,112.0,32.7%,285.1,51.8%,1644.5,57.3%
Ascl4,Remaining Brain,,,,,,,,,,,,,,,,,,,611.3,58.9%,643.1,58.9%,220.1,47.8%,1474.5,54.2%
Gm13861,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Gm15201,Remaining Brain,,,,,,,,,,,,,,,,,,,41.5,25.1%,252.9,42.6%,200.1,46.3%,494.5,32.7%
A330040F15Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm6117,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm11532,Remaining Brain,,,,,,,,,,,,,,,,,,,14.4,19.7%,908.6,69.4%,17.1,21.7%,940.1,44.1%
Plcxd2,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Gm4117,Remaining Brain,,,,,,,,,,,,,,,,,,,79.5,30.7%,1571.0,83.3%,22.2,23.4%,1672.6,57.6%
Rps13,Remaining Brain,,,,,,,,,,,,,,,,,,,663.3,60.7%,527.8,54.4%,1415.8,89.5%,2607.0,71.0%
Gcnt4,Remaining Brain,,,,,,,,,,,,,,,,,,,186.4,40.1%,97.9,31.2%,163.3,43.0%,447.6,31.1%
Zfp804b,Remaining Brain,,,,,,,,,,,,,,,,,,,2277.0,90.1%,0.0,6.8%,0.0,7.1%,2277.0,67.1%
Gpank1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
UNKNOWN,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm11942,Remaining Brain,,,,,,,,,,,,,,,,,,,8.2,17.7%,60.7,26.8%,38.6,27.7%,107.4,18.4%
Gng14,Remaining Brain,,,,,,,,,,,,,,,,,,,46.5,25.9%,129.3,34.2%,127.5,39.5%,303.4,27.1%
2500002B13Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,813.3,67.2%,73.2,28.6%,29.3,25.2%,915.8,43.9%
4930556M19Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
9330151L19Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,4.2,16.5%,390.0,48.9%,196.8,46.0%,591.0,34.7%
9230116N13Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,15.7,20.1%,58.5,26.5%,15.1,21.1%,89.3,17.5%
1500002F19Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
9330136K24Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,258.5,45.0%,3.8,15.5%,266.1,50.8%,528.4,33.6%
Rassf10,Remaining Brain,,,,,,,,,,,,,,,,,,,862.0,69.1%,1486.5,82.1%,437.2,60.9%,2785.7,72.7%
Gm27184,Remaining Brain,,,,,,,,,,,,,,,,,,,228.4,43.2%,287.4,44.0%,446.3,61.5%,962.0,44.9%
Jmjd7,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
1110035H17Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,758.3,64.3%,848.2,67.8%,407.3,59.1%,2013.9,63.8%
1700008J07Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,317.5,48.4%,629.8,58.4%,782.6,75.4%,1730.0,58.8%
Dchs2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,14.4%,2.9,15.1%,44.3,28.9%,47.3,14.6%
Gm37390,Remaining Brain,,,,,,,,,,,,,,,,,,,1281.7,78.6%,1287.5,78.5%,1508.9,90.8%,4078.2,82.7%
Gm10657,Remaining Brain,,,,,,,,,,,,,,,,,,,1224.7,77.8%,1229.4,77.4%,661.5,70.2%,3115.5,75.9%
Gm37963,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm19391,Remaining Brain,,,,,,,,,,,,,,,,,,,272.6,45.7%,106.9,32.4%,735.8,72.8%,1115.4,48.0%
UNKNOWN,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,759.0,64.4%,0.0,7.1%,759.0,38.8%
Tmem217rt,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide ",Plasma,58.2,46.9%,,,1.1,18.9%,23.8,36.9%,,,0.5,16.3%,765.6,68.8%,662.2,73.0%,386.0,60.9%,,,,,,,,
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",Plasma,396.8,77.3%,,,24.8,34.1%,660.4,86.0%,,,190.0,59.3%,15.9,22.7%,0.0,8.8%,5.3,23.6%,,,,,,,,
(CH3)2C=NC2H558,Plasma,192.2,61.5%,,,29.7,35.6%,20.6,35.7%,,,14.0,28.8%,1659.1,85.6%,1924.9,93.0%,763.5,76.8%,,,,,,,,
(pm)-alpha-Tocopherol acetate,Plasma,221.9,66.6%,,,109.9,51.8%,240.0,67.4%,,,61.1,41.6%,3432.7,96.4%,1702.3,91.5%,1783.4,91.6%,,,,,,,,
(pm)-N-Propylamphetamine,Plasma,6.7,28.5%,,,1.2,19.1%,10.0,29.9%,,,0.1,14.7%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
(pm)-Norketamine,Plasma,452.0,80.5%,,,241.2,68.1%,428.1,77.5%,,,279.7,70.8%,1248.0,79.2%,1308.0,87.1%,1202.0,85.7%,,,,,,,,
(pm)-Phenylpropanolamine,Plasma,15.5,34.2%,,,4.1,22.9%,11.3,30.9%,,,5.8,23.5%,765.0,68.7%,705.4,74.4%,624.1,71.2%,,,,,,,,
"(R*,S*)-2,3-Dihydroxybutanoic acid",Plasma,2.0,24.3%,,,0.0,14.4%,15.6,33.7%,,,2.1,19.2%,1004.8,74.5%,777.6,77.0%,719.9,74.4%,,,,,,,,
"(S,S)-(-)-Hydrobenzoin",Plasma,749.5,87.9%,,,383.0,77.7%,1027.1,92.0%,,,270.1,69.7%,199.0,39.4%,183.7,47.7%,354.1,56.1%,,,,,,,,
1-(3-Methylphenyl)piperazine,Plasma,77.4,50.0%,,,21.2,32.7%,230.1,66.5%,,,46.3,39.0%,385.4,51.3%,389.4,62.0%,998.6,81.7%,,,,,,,,
1-(4-Hydroxybenzylidene)acetone,Plasma,126.5,55.5%,,,18.1,31.3%,100.5,51.0%,,,15.4,29.4%,2032.8,89.5%,1289.6,86.7%,1329.5,87.3%,,,,,,,,
1-Aminocyclopropanecarboxylic acid,Plasma,74.0,49.5%,,,213.8,63.9%,112.1,52.8%,,,175.1,57.6%,25.1,24.3%,5.3,23.7%,1.9,20.9%,,,,,,,,
"1-Butanamine, N,N-diethyl-",Plasma,1006.2,91.7%,,,182.7,60.8%,1554.9,96.2%,,,317.9,73.5%,3579.3,96.6%,1774.0,91.9%,3293.8,97.5%,,,,,,,,
1-Cyclopentylethanol,Plasma,1264.9,94.0%,,,195.9,62.2%,1612.4,96.6%,,,397.7,78.0%,1662.1,85.8%,1369.3,88.0%,2515.3,95.1%,,,,,,,,
"1-Decene, 8-methyl-",Plasma,52.4,45.8%,,,24.7,34.1%,75.2,47.8%,,,21.6,32.7%,1619.1,85.1%,1341.5,87.7%,1226.1,85.9%,,,,,,,,
1-Deoxypentitol,Plasma,600.2,84.9%,,,164.3,58.5%,735.8,87.4%,,,151.9,55.7%,2923.7,94.7%,1548.9,89.8%,1733.6,91.0%,,,,,,,,
1-Hexadecanol,Plasma,107.5,54.0%,,,20.5,32.3%,226.9,66.3%,,,57.1,41.0%,3353.2,95.9%,2059.4,93.6%,2841.8,96.4%,,,,,,,,
1-Hexanol,Plasma,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
1-Hydroxy-3-methoxy-6-methylanthraquinone,Plasma,7290.1,99.8%,,,2164.0,99.2%,7070.6,99.8%,,,2720.8,99.4%,5056.2,98.8%,2338.3,95.1%,3469.6,98.0%,,,,,,,,
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",Plasma,735.5,87.7%,,,205.4,62.9%,1570.6,96.3%,,,591.2,86.1%,649.6,63.6%,443.9,65.2%,2126.0,93.2%,,,,,,,,
1-Monoacetin,Plasma,353.6,75.1%,,,62.5,44.0%,265.0,69.2%,,,57.6,41.1%,897.9,71.9%,602.4,70.8%,713.5,74.2%,,,,,,,,
"1-Octanol, 2-butyl-",Plasma,244.5,69.1%,,,72.9,46.0%,464.3,79.6%,,,240.9,67.3%,1976.6,89.2%,931.6,80.6%,1443.8,88.5%,,,,,,,,
1-Octanol,Plasma,16.5,34.7%,,,3.0,22.0%,14.8,33.2%,,,3.1,20.8%,672.8,64.6%,238.3,52.1%,270.3,51.7%,,,,,,,,
1-Phenethylamine,Plasma,2851.3,98.9%,,,528.9,84.1%,2931.2,98.8%,,,803.6,91.2%,1433.9,82.0%,737.0,75.1%,804.5,77.9%,,,,,,,,
"1-Phenyl-1,2-ethanediol",Plasma,214.1,63.4%,,,29.9,35.8%,894.4,90.4%,,,119.5,51.7%,487.8,56.9%,42.0,33.9%,219.9,49.5%,,,,,,,,
1-Phenylethanol,Plasma,9.3,30.6%,,,0.6,17.1%,8.3,29.2%,,,1.6,18.3%,1219.8,78.7%,1166.1,84.9%,1000.2,81.8%,,,,,,,,
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",Plasma,239.3,68.1%,,,19.2,31.7%,0.0,0.0%,,,0.4,16.0%,1318.9,80.7%,784.6,77.2%,158.7,44.6%,,,,,,,,
1-Tetradecanol,Plasma,479.6,81.7%,,,94.2,49.3%,406.1,76.7%,,,131.7,53.7%,940.3,72.9%,558.5,69.7%,558.1,68.1%,,,,,,,,
"1,1'-Biphenyl, 3,4-diethyl-",Plasma,1200.9,93.6%,,,611.5,86.7%,110.2,52.5%,,,72.9,43.9%,454.9,54.6%,1645.5,91.1%,61.4,34.9%,,,,,,,,
"1,2-Benzenedicarboxylic acid",Plasma,958.8,91.3%,,,266.7,70.7%,919.1,90.7%,,,139.6,54.5%,2300.4,91.7%,1849.8,92.2%,1796.2,91.8%,,,,,,,,
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",Plasma,123.2,55.2%,,,35.9,37.5%,70.3,47.2%,,,10.2,26.8%,1670.4,86.0%,990.0,81.9%,918.9,79.9%,,,,,,,,
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",Plasma,832.2,89.6%,,,314.2,74.2%,869.6,90.0%,,,292.0,71.7%,1616.9,85.0%,601.5,70.8%,820.8,78.2%,,,,,,,,
"1,3-bis[(Trimethylsilyl)ethynyl]benzene",Plasma,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,3.9,18.4%,3.6,22.6%,0.3,19.1%,,,,,,,,
"1,3-Cyclohexanebis(methylamine)",Plasma,82.7,50.7%,,,168.1,58.9%,118.2,53.3%,,,203.5,60.7%,435.3,53.7%,91.9,40.2%,183.9,46.7%,,,,,,,,
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",Plasma,0.0,0.0%,,,0.0,0.0%,1.9,23.7%,,,0.1,14.8%,98.2,32.3%,60.6,36.8%,90.7,38.1%,,,,,,,,
"1,3,5-Benzetriol",Plasma,1327.7,94.7%,,,921.0,93.2%,1127.0,93.2%,,,436.8,79.7%,1475.6,82.5%,2125.1,93.9%,1739.1,91.1%,,,,,,,,
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Plasma,51.4,45.5%,,,9.5,26.9%,54.7,44.8%,,,16.8,30.5%,732.1,66.5%,638.4,71.7%,437.5,63.2%,,,,,,,,
"1,5-Anhydroglucitol",Plasma,21.0,36.3%,,,1.6,20.0%,36.6,40.7%,,,3.7,21.2%,658.6,63.9%,884.8,79.6%,582.9,69.3%,,,,,,,,
10-Heptadecenoic acid,Plasma,3531.3,99.4%,,,967.2,94.1%,7886.9,99.9%,,,2357.2,99.0%,4722.7,98.2%,4126.7,98.4%,8042.1,99.7%,,,,,,,,
12-Hydroxyoctadecanoic acid,Plasma,0.2,19.8%,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,41.9,27.2%,38.9,33.4%,21.7,27.8%,,,,,,,,
12-Oxooctadecanoate,Plasma,687.9,86.9%,,,249.1,69.1%,323.3,72.5%,,,144.7,54.9%,2164.5,91.0%,2317.8,94.9%,1105.1,83.8%,,,,,,,,
13-Docosenamide,Plasma,247.2,69.4%,,,34.4,36.9%,646.2,85.3%,,,67.4,43.0%,732.0,66.4%,336.9,57.2%,1104.0,83.7%,,,,,,,,
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Plasma,36.1,41.0%,,,6.3,24.7%,28.4,38.4%,,,8.0,25.6%,564.1,60.0%,134.3,44.4%,197.3,47.6%,,,,,,,,
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,5451.4,99.7%,,,1162.5,96.1%,5746.0,99.7%,,,1098.1,95.2%,14181.4,99.9%,7729.7,99.8%,9272.7,99.8%,,,,,,,,
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Plasma,13.2,32.8%,,,1.8,20.5%,19.7,35.4%,,,1.4,17.8%,2138.8,90.6%,1784.0,92.0%,2212.3,93.7%,,,,,,,,
"2-Allyl-1,4-dimethoxybenzene",Plasma,389.7,76.9%,,,179.8,60.4%,497.7,80.6%,,,243.7,67.5%,852.8,70.4%,442.5,65.1%,512.2,66.0%,,,,,,,,
2-Amino-4-methylphenol,Plasma,1476.0,95.4%,,,206.1,62.9%,1549.2,96.1%,,,322.1,73.7%,580.9,60.8%,111.2,42.3%,254.6,51.1%,,,,,,,,
"2-Amino-4,6-dihydroxypyrimidine",Plasma,0.3,20.2%,,,0.1,14.5%,0.0,0.0%,,,0.0,14.2%,156.6,36.9%,182.6,47.6%,138.4,42.8%,,,,,,,,
2-Aminoadipic acid,Plasma,496.1,82.1%,,,153.8,57.4%,88.8,49.3%,,,7.2,25.0%,994.8,74.4%,990.6,82.0%,630.9,71.7%,,,,,,,,
2-Aminobutanoic acid,Plasma,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Furoic acid,Plasma,14.5,33.6%,,,34.8,37.2%,46.7,43.1%,,,45.4,38.8%,7.1,19.5%,4.0,22.8%,1.2,20.5%,,,,,,,,
"2-Heptanone, 4,6-dimethyl-",Plasma,1339.9,94.7%,,,291.4,72.9%,633.9,84.9%,,,184.4,58.9%,819.8,69.6%,42.2,34.1%,11.8,25.3%,,,,,,,,
2-Heptenoic acid,Plasma,1172.0,93.4%,,,584.4,85.6%,411.8,76.9%,,,228.4,65.9%,1148.3,77.6%,1408.3,88.6%,580.5,69.1%,,,,,,,,
2-Hexen-1-ol,Plasma,0.3,20.1%,,,0.0,14.2%,0.8,21.5%,,,0.2,14.9%,859.9,70.8%,762.9,76.3%,874.3,79.3%,,,,,,,,
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,99.1,53.0%,,,37.7,38.1%,24.1,37.1%,,,16.3,30.2%,349.1,47.0%,213.4,49.9%,135.3,42.4%,,,,,,,,
2-Hydroxy-3-methylbutyric acid,Plasma,68.6,48.6%,,,13.3,29.2%,103.3,51.3%,,,57.3,41.0%,305.1,45.2%,98.7,41.1%,180.9,46.4%,,,,,,,,
2-Hydroxy-5-methoxybenzaldehyde,Plasma,358.8,75.4%,,,104.2,50.8%,371.3,75.4%,,,279.1,70.7%,1529.7,83.5%,1452.9,89.0%,2034.4,92.7%,,,,,,,,
2-Hydroxybutyric acid,Plasma,364.0,75.5%,,,64.9,44.3%,1058.3,92.4%,,,325.0,74.1%,2715.5,93.8%,1043.4,82.7%,3214.7,97.2%,,,,,,,,
2-Isopropyl-5-methyl-1-heptanol,Plasma,1099.5,92.7%,,,468.9,81.5%,801.8,88.4%,,,483.0,82.5%,1309.1,80.6%,735.8,75.0%,670.6,72.9%,,,,,,,,
2-Ketoisocaproic acid,Plasma,1305.4,94.3%,,,658.7,87.7%,883.3,90.2%,,,178.5,58.2%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
2-Methyl-4-pentenoic acid,Plasma,2375.3,98.0%,,,610.7,86.6%,1699.7,96.9%,,,654.8,87.9%,2117.9,90.4%,1455.3,89.1%,1072.9,83.0%,,,,,,,,
2-Methylglutaconic acid,Plasma,406.0,77.8%,,,103.1,50.7%,44.7,42.8%,,,14.3,29.0%,52.9,28.5%,389.5,62.1%,32.2,30.9%,,,,,,,,
2-Naphthol,Plasma,145.4,57.4%,,,57.3,42.6%,190.2,60.1%,,,27.7,34.5%,49.5,27.7%,24.7,30.2%,31.6,30.7%,,,,,,,,
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,350.5,75.0%,,,188.9,61.2%,352.6,74.7%,,,187.9,59.2%,2108.4,90.3%,989.5,81.8%,1242.8,86.1%,,,,,,,,
"2-Propenamide, 3-phenyl-N-2-propenyl-",Plasma,83.3,50.9%,,,19.6,31.8%,108.5,52.2%,,,18.4,31.3%,161.1,37.4%,58.2,36.4%,74.1,36.4%,,,,,,,,
2-Pyrrolidinone,Plasma,144.8,57.2%,,,122.5,54.0%,134.4,54.9%,,,69.5,43.4%,624.0,62.4%,654.0,72.6%,601.0,70.7%,,,,,,,,
"2,2-Diallylpyrrolidine",Plasma,1327.4,94.6%,,,811.9,91.3%,1505.1,95.7%,,,773.9,90.6%,379.9,51.0%,273.4,54.4%,239.0,50.2%,,,,,,,,
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,404.4,77.6%,,,173.4,59.6%,327.6,72.9%,,,169.4,57.0%,2216.1,91.2%,1294.8,86.9%,1121.5,84.5%,,,,,,,,
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",Plasma,22.3,36.8%,,,44.2,39.7%,27.1,37.9%,,,61.1,41.6%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
"2,3-Butanediol",Plasma,476.1,81.3%,,,36.5,37.8%,201.6,60.8%,,,30.1,35.2%,4.7,18.5%,0.8,19.7%,2.2,21.3%,,,,,,,,
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,1659.1,96.3%,,,321.7,74.4%,1534.9,95.9%,,,331.8,74.5%,340.7,46.5%,248.8,52.8%,246.0,50.5%,,,,,,,,
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,518.7,82.6%,,,92.3,48.9%,534.6,82.1%,,,132.8,53.9%,2758.9,94.1%,2763.5,96.5%,2774.5,96.1%,,,,,,,,
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",Plasma,413.5,78.3%,,,108.2,51.6%,230.8,66.7%,,,159.0,56.5%,3890.0,97.2%,1577.3,90.2%,2101.4,93.1%,,,,,,,,
"2,5-di-tert-Butyl-1,4-benzoquinone",Plasma,154.5,58.1%,,,28.6,35.3%,98.9,50.5%,,,17.6,30.9%,1640.8,85.5%,1367.1,87.9%,1327.2,87.2%,,,,,,,,
"2,5-Dimethoxybenzonitrile",Plasma,0.0,0.0%,,,0.0,0.0%,0.0,18.4%,,,0.0,0.0%,0.9,17.1%,1.0,19.9%,0.6,19.6%,,,,,,,,
"2,5-Dimethoxymandelic acid",Plasma,24.1,37.8%,,,8.4,25.9%,60.6,45.7%,,,15.9,29.8%,662.0,64.1%,6.8,24.2%,4.3,22.9%,,,,,,,,
"2,5-Dimethoxyphenol",Plasma,17.6,35.1%,,,2.3,21.1%,16.8,34.3%,,,3.1,20.9%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,2460.2,98.2%,,,776.9,90.7%,1179.8,93.8%,,,249.4,68.1%,7110.0,99.6%,6983.8,99.7%,4177.6,98.7%,,,,,,,,
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Plasma,813.6,89.2%,,,494.9,82.8%,710.3,86.8%,,,392.5,77.5%,1216.5,78.6%,1052.5,82.8%,723.5,74.7%,,,,,,,,
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Plasma,3376.2,99.3%,,,1079.8,95.4%,3225.7,99.2%,,,1037.9,94.5%,1682.8,86.2%,1181.0,85.2%,1576.9,89.8%,,,,,,,,
"2',2,3,6'-Tetramethoxychalcone",Plasma,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
3-(2-Hydroxyethyl)imidazole-2-thione,Plasma,53.8,46.2%,,,67.0,44.7%,19.3,35.2%,,,31.6,35.5%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",Plasma,749.6,88.0%,,,31.7,36.4%,823.4,89.1%,,,108.4,49.6%,1372.5,81.5%,815.6,78.4%,498.7,65.7%,,,,,,,,
3-Amino-2-piperidone,Plasma,882.1,90.7%,,,325.3,74.5%,826.4,89.2%,,,468.9,81.7%,572.9,60.5%,218.8,50.6%,126.9,42.0%,,,,,,,,
3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,319.7,73.8%,,,131.7,55.2%,357.0,74.9%,,,128.2,53.2%,2798.8,94.3%,1450.6,88.9%,2046.6,92.8%,,,,,,,,
3-Aminobutanoic acid,Plasma,584.0,84.4%,,,159.2,57.8%,36.6,40.8%,,,128.6,53.3%,382.3,51.2%,224.2,50.8%,4.0,22.5%,,,,,,,,
"3-Buten-2-one, 3-trimethylsilyloxy-",Plasma,180.2,60.4%,,,60.2,43.6%,206.1,61.1%,,,102.9,48.8%,366.0,47.6%,0.0,8.8%,35.6,31.3%,,,,,,,,
"3-Buten-2-one, 4-(4-methoxyphenyl)-",Plasma,3.1,25.9%,,,0.8,18.0%,36.8,40.9%,,,5.5,23.2%,428.9,53.4%,56.2,36.3%,72.9,36.2%,,,,,,,,
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",Plasma,70.3,48.9%,,,15.9,30.4%,64.5,46.5%,,,20.6,32.3%,157.0,37.0%,88.7,39.9%,86.7,37.9%,,,,,,,,
3-Hexenedinitrile,Plasma,65.2,48.0%,,,14.4,29.8%,209.6,61.4%,,,44.3,38.4%,1841.4,88.3%,1609.2,90.7%,2362.9,94.6%,,,,,,,,
"3-Hydroxy-2,3-dihydromaltol",Plasma,48.3,44.9%,,,5.1,23.8%,114.4,53.0%,,,25.6,34.0%,481.9,56.5%,231.2,51.6%,361.2,56.5%,,,,,,,,
3-Hydroxybutyric acid,Plasma,33.7,40.4%,,,16.7,30.7%,31.3,39.3%,,,16.9,30.5%,7.5,19.8%,2.7,21.8%,1.1,20.3%,,,,,,,,
3-Hydroxyisovaleric acid,Plasma,730.9,87.5%,,,383.2,77.8%,1030.6,92.1%,,,489.2,82.8%,726.6,65.9%,391.9,62.2%,706.3,73.8%,,,,,,,,
3-Indoleacetic acid,Plasma,2370.2,98.0%,,,879.3,92.6%,1530.5,95.9%,,,739.0,90.0%,6943.5,99.4%,8062.4,99.8%,6579.3,99.5%,,,,,,,,
3-Indolepropionic acid,Plasma,570.4,84.1%,,,77.3,46.8%,343.0,73.9%,,,65.0,42.6%,2949.3,94.8%,2938.1,96.8%,2232.5,93.9%,,,,,,,,
3-Methoxysalicylic acid,Plasma,1960.7,97.2%,,,590.8,85.9%,3385.1,99.3%,,,727.6,89.6%,924.0,72.6%,951.8,80.9%,1309.6,86.9%,,,,,,,,
3-Nonen-1-ol,Plasma,70.9,49.0%,,,6.4,24.8%,122.3,53.8%,,,24.8,33.8%,491.7,57.3%,228.2,51.1%,142.6,43.3%,,,,,,,,
"3,4-Dihydroxymandelic acid, ethyl ester",Plasma,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,8.8%,0.0,9.0%,,,,,,,,
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",Plasma,0.4,20.6%,,,0.0,0.0%,0.0,18.8%,,,0.0,0.0%,12.6,21.9%,4.1,23.0%,1.2,20.4%,,,,,,,,
