Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Doc2g,Striatum,,,,,,,,,,,,,,,,,,,759.0,64.5%,0.0,6.8%,0.0,7.1%,759.0,39.1%
Yif1a,Striatum,,,,,,,,,,,,,,,,,,,99.2,33.2%,9.8,17.4%,7.2,18.3%,116.2,18.9%
Vldlr,Striatum,,,,,,,215.0,64.3%,222.0,57.4%,223.0,62.7%,,,,,369.0,57.1%,1.5,15.9%,265.1,43.3%,12.1,20.0%,278.6,26.0%
Map4k2,Striatum,,,,,,,,,,,,,,,,,,,5.9,17.0%,11.0,17.8%,29.3,25.2%,46.3,14.5%
Stip1,Striatum,,,,,,,792.7,88.3%,585.5,79.8%,494.8,83.3%,,,,,1092.7,83.4%,480.6,55.1%,2372.5,91.1%,254.9,50.3%,3108.0,75.9%
Sfr1,Striatum,,,,,,,0.0,18.5%,0.5,18.4%,0.5,16.2%,,,,,6.0,23.8%,222.2,42.6%,166.4,36.9%,286.8,51.9%,675.4,37.0%
Mob2,Striatum,,,,,,,119.8,53.5%,80.4,40.6%,66.9,42.9%,,,,,488.6,65.5%,1071.2,74.2%,1205.6,77.0%,932.3,80.0%,3209.1,76.6%
Erlin1,Striatum,,,,,,,707.4,86.8%,392.7,70.0%,397.9,78.1%,,,,,1319.7,87.0%,647.1,60.0%,2544.9,92.4%,1454.9,90.1%,4646.9,85.4%
Sufu,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gnl3l,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,1569.8,83.1%,854.4,68.0%,1167.0,85.4%,3591.2,79.3%
Myo1a,Striatum,,,,,,,212.1,61.6%,221.6,54.8%,216.6,62.1%,,,,,374.8,59.9%,94.3,32.4%,969.6,71.3%,62.2,32.0%,1126.1,48.2%
Dctn2,Striatum,,,,,,,552.5,82.8%,671.5,83.3%,458.3,81.0%,,,,,1522.9,89.4%,2490.9,91.6%,7155.4,99.6%,2251.7,96.3%,11897.9,98.6%
St8sia5,Striatum,,,,,,,2501.6,98.3%,1948.4,97.7%,1766.5,98.3%,,,,,4575.5,99.0%,1644.5,83.9%,6039.8,99.1%,1252.1,87.5%,8936.4,96.5%
Caly,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Adgra1,Striatum,,,,,,,27.1,38.0%,63.8,37.7%,44.7,38.5%,,,,,106.1,39.8%,475.2,54.8%,1210.8,77.0%,702.9,71.8%,2388.9,68.9%
Ric8a,Striatum,,,,,,,15.5,33.5%,4.8,22.3%,4.8,22.3%,,,,,5.6,23.7%,58.4,27.9%,117.0,33.4%,7.3,18.5%,182.7,22.5%
Cct8,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,20.0,21.1%,48.9,25.4%,1.7,16.1%,70.6,16.4%
Fbxl16,Striatum,,,,,,,8635.2,99.9%,1956.0,97.7%,3223.5,99.7%,,,,,15711.3,100.0%,1658.5,84.0%,6967.3,99.5%,1563.0,91.6%,10188.8,97.5%
Faf2,Striatum,,,,,,,332.3,73.3%,314.4,64.7%,361.8,75.9%,,,,,601.9,70.9%,39.5,24.9%,271.3,43.5%,149.8,42.1%,460.6,31.5%
Aasdhppt,Striatum,,,,,,,215.0,63.9%,222.0,55.7%,223.0,63.6%,,,,,369.0,58.5%,332.7,49.4%,1091.5,74.3%,1421.5,89.6%,2845.7,73.5%
Gsta3,Striatum,,,,,,,4.5,26.3%,2.2,20.5%,4.1,21.6%,,,,,54.8,34.1%,2319.7,90.3%,922.5,70.0%,1216.3,86.5%,4458.5,84.6%
Lactb2,Striatum,,,,,,,,,,,,,,,,,,,19.4,21.0%,246.6,42.1%,18.6,22.2%,284.6,26.2%
Slco5a1,Striatum,,,,,,,27.1,38.0%,21.3,29.3%,28.4,34.7%,,,,,23.1,28.2%,237.3,43.7%,314.8,45.5%,377.4,56.8%,929.5,44.1%
Casp8,Striatum,,,,,,,227.2,66.3%,82.5,40.8%,71.3,43.6%,,,,,428.1,62.7%,1438.3,80.8%,384.4,48.5%,406.7,59.1%,2229.4,66.5%
Mrpl30,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,14.2%,0.0,6.8%,686.4,71.2%,686.5,37.1%
Zfp142,Striatum,,,,,,,258.6,68.8%,490.8,75.5%,232.9,66.4%,,,,,764.5,76.9%,732.3,62.7%,1262.4,78.1%,994.8,81.5%,2989.4,74.6%
Ngef,Striatum,,,,,,,29.9,38.9%,247.5,61.0%,153.7,55.8%,,,,,167.4,45.3%,174.3,39.2%,1221.6,77.2%,305.7,53.1%,1701.6,58.2%
Stk25,Striatum,,,,,,,,,,,,,,,,,,,759.0,64.5%,0.0,6.8%,0.0,7.1%,759.0,39.2%
Mcm6,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rgs2,Striatum,,,,,,,431.9,78.2%,441.7,72.4%,296.1,72.1%,,,,,913.9,79.9%,1073.3,74.3%,3104.5,94.9%,705.7,71.9%,4883.6,86.8%
Rab29,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Niban1,Striatum,,,,,,,6.4,27.7%,21.7,29.5%,19.9,31.9%,,,,,22.9,28.0%,77.4,30.3%,478.2,52.3%,62.2,32.1%,617.8,35.2%
Dusp12,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mrc1,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Acbd5,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Abi2,Striatum,,,,,,,450.4,79.0%,5840.9,99.9%,4644.8,99.9%,,,,,1036.2,82.4%,3398.7,95.3%,6248.5,99.2%,1725.3,93.1%,11372.6,98.3%
Gad2,Striatum,,,,,,,41.4,41.8%,46.8,34.4%,34.1,36.2%,,,,,123.5,41.5%,420.1,52.7%,909.9,69.4%,53.0,30.3%,1383.0,52.5%
Ddx31,Striatum,,,,,,,413.1,76.9%,262.2,61.9%,274.9,70.2%,,,,,663.1,72.6%,911.0,70.5%,2051.9,88.5%,651.3,69.9%,3614.1,79.5%
Brd3,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,123.9,35.4%,65.4,27.5%,64.5,32.5%,253.8,25.4%
Rbms1,Striatum,,,,,,,519.7,81.3%,812.5,86.6%,578.6,85.7%,,,,,1109.2,84.2%,1117.5,75.6%,3659.0,96.8%,667.6,70.6%,5444.1,89.1%
Wdsub1,Striatum,,,,,,,328.9,72.9%,319.1,65.0%,308.5,72.9%,,,,,523.8,66.7%,312.9,48.2%,645.4,59.1%,422.1,60.1%,1380.4,52.5%
Itga4,Striatum,,,,,,,193.3,60.3%,283.2,62.9%,111.4,50.3%,,,,,458.1,64.3%,584.2,58.3%,1564.7,83.1%,467.5,62.4%,2616.3,71.1%
Ccdc34,Striatum,,,,,,,215.0,63.6%,222.0,57.3%,223.0,63.5%,,,,,369.0,56.8%,0.9,15.5%,138.1,34.8%,244.3,49.4%,383.4,29.2%
Nat10,Striatum,,,,,,,20.3,35.6%,105.7,43.9%,68.2,43.2%,,,,,140.7,43.2%,318.2,48.5%,734.2,63.3%,998.5,81.6%,2051.0,64.3%
Tyro3,Striatum,,,,,,,14.8,33.1%,17.4,27.8%,3.8,21.3%,,,,,36.4,31.5%,63.8,28.7%,187.7,38.4%,34.4,26.7%,285.9,26.3%
Oxt,Striatum,,,,,,,,,,,,,,,,,,,1219.9,77.7%,112.9,32.9%,83.6,34.7%,1416.4,53.1%
Crls1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Polr1b,Striatum,,,,,,,,,0.0,0.0%,0.0,0.0%,,,,,,,2964.0,93.7%,2094.0,88.8%,1212.0,86.2%,6270.0,92.2%
Nop56,Striatum,,,,,,,1215.9,94.0%,457.9,74.1%,618.1,86.8%,,,,,2354.6,94.6%,957.7,71.6%,2284.6,90.1%,640.4,69.4%,3882.7,81.4%
Cpxm1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pkia,Striatum,,,,,,,350.9,74.6%,206.3,53.2%,215.4,61.8%,,,,,495.2,65.6%,885.6,69.8%,1149.0,75.8%,851.8,77.8%,2886.3,73.7%
Snx16,Striatum,,,,,,,28.2,38.3%,7.6,24.1%,8.7,25.9%,,,,,52.2,33.8%,0.1,14.5%,14.0,18.7%,0.0,7.1%,14.1,13.1%
Dhx35,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Acad9,Striatum,,,,,,,,,,,0.0,0.0%,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Trpc3,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,737.0,63.2%,698.0,61.0%,404.0,58.4%,1839.0,60.3%
Kcnab1,Striatum,,,,,,,511.9,81.1%,766.2,85.7%,576.0,85.6%,,,,,1482.3,88.9%,1283.9,78.7%,2587.6,92.8%,377.1,56.8%,4248.6,83.6%
Sike1,Striatum,,,,,,,860.0,89.9%,102.4,43.3%,119.8,51.7%,,,,,1476.0,88.8%,22.2,21.5%,557.7,55.8%,58.4,31.3%,638.3,36.0%
Casq2,Striatum,,,,,,,180.8,59.4%,232.8,59.2%,221.2,62.3%,,,,,364.2,56.6%,325.0,49.0%,1050.9,73.5%,168.9,43.7%,1544.7,55.7%
Stxbp3,Striatum,,,,,,,191.1,60.2%,273.4,62.7%,277.4,70.5%,,,,,377.8,60.2%,167.0,38.6%,415.9,49.9%,141.2,41.1%,724.1,37.6%
Slc16a4,Striatum,,,,,,,,,0.0,0.0%,0.0,0.0%,,,,,,,81.3,30.9%,1105.2,74.6%,482.8,63.1%,1669.3,57.5%
Ddx20,Striatum,,,,,,,215.2,64.5%,222.2,57.6%,223.1,65.0%,,,,,369.3,59.3%,0.0,7.1%,763.3,65.0%,91.2,35.6%,854.5,42.5%
Pmvk,Striatum,,,,,,,718.4,87.2%,1000.0,90.4%,919.0,93.0%,,,,,1385.5,87.8%,788.8,66.2%,2066.3,88.6%,474.8,62.8%,3329.9,77.6%
Snx7,Striatum,,,,,,,423.2,77.4%,423.5,71.3%,385.6,77.3%,,,,,725.0,74.7%,672.5,61.0%,1378.8,80.0%,287.3,52.0%,2338.6,68.0%
Kcnq5,Striatum,,,,,,,42.9,42.3%,197.1,52.6%,132.0,53.8%,,,,,111.4,40.3%,517.4,56.6%,616.3,57.8%,154.0,42.2%,1287.7,51.3%
Sh3d19,Striatum,,,,,,,216.8,64.8%,229.0,58.9%,226.6,65.4%,,,,,377.3,60.2%,217.2,42.2%,1033.3,73.0%,251.7,50.0%,1502.1,54.3%
Polr3c,Striatum,,,,,,,215.0,62.0%,222.0,56.2%,223.0,64.7%,,,,,369.0,56.8%,1254.7,78.3%,1456.8,81.7%,2069.1,95.5%,4780.6,86.0%
Smim8,Striatum,,,,,,,,,,,,,,,,,,,1736.2,84.8%,703.1,62.0%,401.4,57.9%,2840.7,73.5%
Tex10,Striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Nfx1,Striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Enho,Striatum,,,,,,,780.6,88.0%,748.3,85.2%,632.9,87.3%,,,,,1141.6,84.9%,310.4,48.1%,3508.4,96.4%,180.7,44.7%,3999.5,82.3%
Npr2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.1,18.3%,518.3,56.6%,169.7,37.2%,89.4,35.4%,777.4,40.3%
Cachd1,Striatum,,,,,,,8.6,29.3%,9.8,24.9%,8.3,25.8%,,,,,5.3,23.6%,173.1,39.1%,109.3,32.5%,128.5,39.7%,410.9,30.0%
Bend5,Striatum,,,,,,,1.1,21.9%,12.8,26.1%,7.7,25.4%,,,,,23.3,28.3%,88.3,31.7%,1438.6,81.3%,57.7,31.2%,1584.5,56.3%
Mrpl37,Striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Ccdc30,Striatum,,,,,,,650.5,85.6%,658.8,82.5%,669.6,88.4%,,,,,1077.2,83.1%,474.0,54.6%,1025.7,72.8%,326.5,54.1%,1826.2,60.2%
Htr6,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,388.1,51.4%,722.2,62.7%,2652.3,97.9%,3762.6,80.5%
Ak2,Striatum,,,,,,,,,,,,,,,,,,,1125.5,75.7%,436.8,50.5%,581.3,67.2%,2143.5,65.2%
Trappc3,Striatum,,,,,,,11.9,31.2%,40.1,33.6%,19.9,32.0%,,,,,42.8,32.8%,385.4,51.1%,567.7,56.3%,402.6,58.0%,1355.7,52.1%
Gnl2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,429.8,53.1%,83.0,30.0%,119.7,38.9%,632.5,35.8%
Psmc2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Acot7,Striatum,,,,,,,378.5,76.1%,390.9,69.8%,354.0,75.6%,,,,,751.7,76.1%,289.7,46.6%,1145.5,75.7%,101.8,36.8%,1537.0,55.3%
Ctnnbip1,Striatum,,,,,,,9.6,29.7%,14.5,26.8%,14.1,28.9%,,,,,36.2,31.4%,7.5,17.5%,50.8,25.7%,1.1,15.7%,59.4,15.5%
Nmnat1,Striatum,,,,,,,24.7,37.3%,18.8,28.6%,13.4,28.6%,,,,,20.9,27.7%,19.7,21.0%,97.3,31.2%,6.8,18.1%,123.9,19.4%
Mthfr,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mib2,Striatum,,,,,,,430.0,77.6%,444.0,72.8%,446.0,80.3%,,,,,738.0,75.0%,66.3,29.0%,44.7,24.9%,0.0,7.1%,110.9,18.5%
Agbl5,Striatum,,,,,,,2847.1,98.7%,2296.8,98.3%,2555.7,99.3%,,,,,2706.1,96.0%,1434.6,80.7%,2504.6,92.1%,977.3,81.1%,4916.5,86.9%
Gabra4,Striatum,,,,,,,110.5,52.6%,134.2,46.3%,110.6,49.8%,,,,,186.3,46.9%,337.9,49.6%,924.6,70.1%,146.1,41.7%,1408.6,52.9%
Tec,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,47.2,26.0%,74.8,28.9%,416.3,59.6%,538.2,33.8%
Crybb3,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mthfd2l,Striatum,,,,,,,201.9,60.8%,97.6,42.7%,154.6,55.9%,,,,,97.3,38.9%,46.8,26.0%,168.8,37.0%,210.0,47.1%,425.6,30.6%
Mrm2,Striatum,,,,,,,21.0,35.9%,85.1,41.4%,70.5,43.5%,,,,,54.4,34.1%,0.3,14.9%,247.6,42.2%,759.0,73.9%,1006.9,45.9%
Tfr2,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dlx5,Striatum,,,,,,,1230.3,94.2%,987.2,90.0%,925.9,93.2%,,,,,2160.7,93.4%,2324.4,90.4%,4129.7,97.5%,2174.8,96.0%,8629.0,96.1%
Klhdc10,Striatum,,,,,,,430.0,77.8%,444.0,72.6%,446.0,80.1%,,,,,1334.0,87.3%,631.3,59.6%,253.1,42.6%,29.7,25.4%,914.1,43.8%
Luc7l2,Striatum,,,,,,,657.1,85.8%,896.0,88.5%,696.2,88.9%,,,,,1554.2,89.7%,2276.3,90.0%,4139.7,97.5%,1300.4,88.0%,7716.4,95.0%
Mkrn1,Striatum,,,,,,,718.0,87.0%,1133.2,92.1%,829.6,91.6%,,,,,1250.4,86.2%,1212.2,77.6%,4412.7,98.3%,753.9,73.2%,6378.7,92.5%
Tgfa,Striatum,,,,,,,166.9,57.9%,85.6,41.4%,76.8,44.9%,,,,,542.3,67.0%,187.6,40.1%,950.2,70.8%,137.3,40.5%,1275.1,51.1%
Copg1,Striatum,,,,,,,380.3,76.2%,901.5,88.5%,652.9,87.9%,,,,,1040.4,82.5%,1055.1,73.9%,1675.4,84.7%,805.1,76.4%,3535.5,79.1%
Kras,Striatum,,,,,,,15.7,33.8%,32.4,32.3%,18.3,31.2%,,,,,68.7,35.8%,12.0,18.9%,256.1,43.0%,20.1,22.7%,288.2,26.4%
Cmas,Striatum,,,,,,,1862.5,97.2%,2791.7,99.0%,2446.0,99.1%,,,,,5185.4,99.2%,1867.7,86.3%,6930.1,99.5%,601.6,68.1%,9399.4,96.7%
Ift122,Striatum,,,,,,,1.4,22.6%,9.6,24.8%,4.0,21.5%,,,,,6.0,23.9%,487.0,55.3%,1345.3,79.1%,853.3,77.8%,2685.7,71.7%
Rad51ap1,Striatum,,,,,,,451.0,79.1%,691.3,83.6%,722.5,89.5%,,,,,772.8,77.2%,102.1,33.6%,1219.4,77.2%,22.0,23.3%,1343.5,51.9%
Prmt8,Striatum,,,,,,,0.0,18.7%,5.9,22.8%,2.5,19.7%,,,,,5.0,23.2%,848.0,68.6%,452.6,51.1%,1107.5,84.3%,2408.1,69.0%
Fkbp4,Striatum,,,,,,,284.3,70.4%,563.4,79.0%,396.6,77.9%,,,,,541.8,66.9%,240.2,44.0%,845.5,67.8%,96.6,36.3%,1182.3,49.3%
Zfp719,Striatum,,,,,,,215.0,62.4%,222.0,57.5%,223.0,64.8%,,,,,967.0,81.0%,224.2,42.9%,301.2,44.8%,60.0,31.6%,585.3,34.6%
Hapln3,Striatum,,,,,,,563.7,83.0%,194.8,52.4%,88.2,46.6%,,,,,551.8,67.6%,1966.2,87.4%,1280.1,78.3%,1043.3,82.6%,4289.6,83.8%
Ddias,Striatum,,,,,,,,,,,,,,,,,,,398.2,51.9%,203.7,39.7%,1369.3,88.9%,1971.2,63.1%
Fchsd2,Striatum,,,,,,,156.8,57.1%,243.0,60.5%,210.5,61.5%,,,,,280.8,52.5%,232.7,43.4%,491.4,53.0%,66.2,32.8%,790.3,40.7%
Syt3,Striatum,,,,,,,,,,,,,,,,,,,117.3,34.8%,33.8,22.3%,11.2,19.5%,162.2,21.5%
Parva,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,296.8,47.1%,37.2,23.1%,31.6,26.1%,365.7,28.8%
Itgam,Striatum,,,,,,,4.5,26.2%,1.1,19.0%,2.1,19.1%,,,,,3.4,21.9%,278.6,46.1%,13.6,18.5%,0.3,15.0%,292.5,26.5%
Stx4a,Striatum,,,,,,,2.4,24.4%,7.2,23.7%,6.1,23.8%,,,,,3.6,22.1%,0.0,7.1%,21.4,20.1%,0.0,7.1%,21.4,13.5%
Vps35l,Striatum,,,,,,,1105.3,93.1%,1119.7,92.0%,1191.7,95.8%,,,,,2208.9,93.7%,853.0,68.8%,2654.7,93.1%,152.4,42.1%,3660.2,79.7%
Pgap2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,14.3%,1008.9,72.2%,0.1,14.4%,1009.0,46.0%
Nadsyn1,Striatum,,,,,,,215.0,64.2%,222.0,55.3%,223.0,62.8%,,,,,369.0,59.2%,221.5,42.5%,254.2,42.7%,12.2,20.1%,487.9,32.5%
Rbmx,Striatum,,,,,,,41.5,41.9%,239.4,60.0%,159.7,56.6%,,,,,296.3,53.6%,2145.1,89.1%,1370.5,79.8%,375.9,56.7%,3891.5,81.5%
Timm17b,Striatum,,,,,,,215.0,63.2%,222.0,55.9%,223.0,64.5%,,,,,369.0,58.7%,135.8,36.4%,851.5,67.9%,100.4,36.7%,1087.6,47.4%
Chmp1b2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rps6ka3,Striatum,,,,,,,48.4,43.4%,66.0,38.1%,54.2,40.3%,,,,,92.6,38.2%,167.4,38.7%,549.0,55.4%,191.9,45.6%,908.3,43.6%
Haus7,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Psmd10,Striatum,,,,,,,,,,,,,,,,,,,1518.0,82.2%,0.0,6.8%,759.0,73.9%,2277.0,67.3%
Prps1,Striatum,,,,,,,13.8,32.6%,44.2,34.1%,26.4,34.2%,,,,,44.0,33.0%,72.3,29.9%,320.5,45.8%,90.9,35.5%,483.8,32.2%
Col4a2,Striatum,,,,,,,133.5,54.9%,22.1,29.6%,12.6,27.9%,,,,,567.7,68.5%,1477.7,81.3%,1414.2,80.6%,810.0,76.6%,3701.9,80.1%
Tnks,Striatum,,,,,,,215.0,63.4%,222.0,55.6%,223.0,63.5%,,,,,369.0,57.4%,385.6,51.1%,870.8,68.6%,116.6,38.6%,1373.0,52.3%
Saraf,Striatum,,,,,,,26.2,37.6%,203.3,53.1%,108.8,49.7%,,,,,172.4,45.7%,497.4,55.8%,806.2,66.2%,162.2,42.9%,1465.8,54.0%
Pdlim3,Striatum,,,,,,,791.0,88.2%,1425.2,95.1%,1093.1,95.0%,,,,,1543.1,89.6%,3221.2,94.7%,3588.0,96.7%,2551.4,97.5%,9360.5,96.6%
Cog4,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,47.5,26.1%,0.0,6.8%,0.0,7.1%,47.5,14.7%
Cntnap4,Striatum,,,,,,,48.9,43.6%,15.9,27.2%,12.7,28.0%,,,,,129.2,42.1%,99.0,33.1%,230.5,41.2%,83.3,34.6%,412.8,30.1%
Arl2bp,Striatum,,,,,,,378.5,76.1%,252.3,61.2%,271.7,69.8%,,,,,788.7,77.6%,1278.2,78.6%,963.2,71.0%,599.2,67.9%,2840.6,73.5%
Map1lc3b,Striatum,,,,,,,156.2,57.1%,79.0,40.3%,40.8,37.6%,,,,,456.6,64.1%,307.5,47.6%,1003.7,72.1%,364.4,56.1%,1675.7,57.6%
Cdh15,Striatum,,,,,,,,,,,,,,,,,,,1120.4,75.6%,315.3,45.6%,540.3,65.6%,1975.9,63.2%
Dbndd1,Striatum,,,,,,,0.2,19.2%,3.2,21.4%,2.3,19.5%,,,,,2.2,21.2%,12.3,19.0%,409.6,49.7%,13.5,20.5%,435.4,30.7%
C2cd2l,Striatum,,,,,,,192.9,60.3%,276.3,62.7%,191.7,59.5%,,,,,348.5,55.8%,1554.6,82.8%,3543.6,96.6%,732.3,72.6%,5830.4,90.7%
Lca5,Striatum,,,,,,,2.4,24.3%,5.0,22.3%,1.5,18.0%,,,,,1.4,20.6%,162.3,38.3%,276.8,43.8%,144.8,41.6%,584.0,34.6%
1700017B05Rik,Striatum,,,,,,,76.9,48.1%,153.4,48.5%,127.2,52.8%,,,,,206.8,48.7%,328.4,49.2%,523.4,54.2%,42.3,28.4%,894.2,43.3%
Loxl1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,108.7,34.2%,154.0,35.8%,92.2,35.7%,354.8,28.4%
Nptn,Striatum,,,,,,,451.9,79.2%,850.1,87.6%,452.2,80.7%,,,,,1013.3,82.0%,697.8,61.6%,2006.4,87.9%,399.3,57.9%,3103.5,75.8%
Gclc,Striatum,,,,,,,270.3,69.6%,291.7,63.2%,262.2,69.0%,,,,,512.8,66.1%,45.0,25.6%,906.1,69.3%,39.0,27.8%,990.1,45.6%
Atr,Striatum,,,,,,,6.7,28.0%,24.1,30.2%,8.0,25.6%,,,,,28.3,29.8%,1681.1,84.4%,316.1,45.6%,901.0,79.3%,2898.2,74.0%
Ube3d,Striatum,,,,,,,,,,,,,,,,,,,19.4,21.0%,87.2,30.4%,18.6,22.2%,125.2,19.5%
Dync1li1,Striatum,,,,,,,17.9,34.8%,9.4,24.7%,6.6,24.2%,,,,,88.8,38.0%,35.8,24.2%,115.8,33.3%,71.2,33.5%,222.9,24.0%
Nmnat3,Striatum,,,,,,,636.8,85.0%,984.1,89.8%,793.9,91.0%,,,,,1200.9,85.6%,1858.0,86.2%,3503.9,96.3%,1153.8,85.0%,6515.6,92.8%
Scap,Striatum,,,,,,,215.0,62.4%,222.0,56.0%,223.0,63.1%,,,,,369.0,58.4%,79.2,30.6%,814.1,66.5%,56.1,30.9%,949.4,44.4%
Gorasp1,Striatum,,,,,,,,,,,,,,,,,,,2268.6,89.9%,725.8,62.9%,461.7,62.0%,3456.0,78.5%
Cep63,Striatum,,,,,,,296.6,70.9%,384.1,69.3%,319.4,73.5%,,,,,582.1,69.2%,704.1,61.8%,1356.2,79.4%,464.4,62.3%,2524.7,70.1%
Aste1,Striatum,,,,,,,,,,,,,,,,,,,225.8,43.0%,42.7,24.6%,15.9,21.3%,284.4,26.2%
Col6a4,Striatum,,,,,,,,,,,,,,,,,,,6.9,17.4%,0.0,6.8%,0.0,7.1%,6.9,12.6%
Traip,Striatum,,,,,,,64.5,46.5%,167.7,49.7%,64.5,42.3%,,,,,174.0,45.8%,156.7,37.9%,456.0,51.3%,149.8,42.0%,762.5,39.9%
Ip6k1,Striatum,,,,,,,485.9,80.3%,552.3,78.6%,377.8,76.6%,,,,,1155.8,85.1%,1194.7,77.3%,2701.5,93.2%,952.6,80.4%,4848.7,86.5%
Nckipsd,Striatum,,,,,,,430.0,77.9%,451.1,73.5%,449.8,80.6%,,,,,738.0,75.1%,45.4,25.7%,1574.1,83.4%,144.0,41.5%,1763.5,59.4%
