Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Gm12144,Cortex,,26.0,,35.3,,34.3,,,,,,,,,18.0,28.2%,,,88.7,31.8%,13.2,18.4%,4.6,17.4%,106.4,18.3%
A330040F15Rik,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,26.4,22.6%,529.5,54.5%,761.3,74.4%,1317.1,51.5%
Gm15513,Cortex,,49.6,,77.3,,82.1,,,,,,,,,226.5,51.0%,,,3508.8,95.7%,3861.6,97.2%,885.9,79.0%,8256.4,95.6%
Ftx,Cortex,,59.6,,77.6,,77.3,,,,,,,,,674.2,73.2%,,,3419.6,95.4%,1120.9,75.1%,1420.1,89.6%,5960.6,91.0%
5330413P13Rik,Cortex,,44.0,,27.7,,22.1,,,,,,,,,178.6,47.2%,,,189.4,40.4%,117.0,33.4%,569.8,66.9%,876.2,42.9%
1810021B22Rik,Cortex,,45.9,,45.8,,47.4,,,,,,,,,154.0,45.9%,,,613.2,59.0%,210.0,39.9%,269.0,50.9%,1092.3,47.6%
1700047K16Rik,Cortex,,28.6,,31.7,,29.2,,,,,,,,,41.2,33.8%,,,351.6,50.0%,253.5,42.7%,141.0,41.0%,746.2,38.1%
Gm12999,Cortex,1096.3,92.7,948.7,90.1,981.7,94.2,,,,,,,,,1188.5,85.3%,,,1205.5,77.5%,713.8,62.4%,66.4,32.9%,1985.8,63.4%
Gm5475,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tbx3os1,Cortex,,64.5,,56.8,,65.2,,,,,,,,,370.0,58.7%,,,1938.7,87.1%,1943.3,87.5%,615.8,68.7%,4497.9,84.9%
Gm15764,Cortex,,25.3,,27.3,,27.5,,,,,,,,,3.3,22.4%,,,97.7,32.9%,16.5,19.1%,120.9,39.1%,235.1,24.5%
B230398E01Rik,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,1023.0,73.1%,1369.8,79.8%,1107.1,84.3%,3499.8,78.9%
Tmem250,Cortex,665.3,86.5,1033.8,91.6,947.0,93.7,,,,,,,,,1130.3,84.3%,,,3634.9,96.0%,1348.4,79.3%,1210.3,86.2%,6193.6,92.0%
Gm13031,Cortex,,,,,,,,,,,,,,,,,,,26.0,22.4%,85.8,30.2%,8.8,18.8%,120.5,19.2%
Gm23751,Cortex,,47.2,,28.8,,32.5,,,,,,,,,100.7,41.4%,,,351.5,49.9%,217.6,40.7%,243.9,49.4%,813.0,41.3%
Cbx6,Cortex,,84.5,768.6,86.2,649.5,87.4,,,,,,,,,2049.6,93.4%,,,4114.5,97.2%,1094.8,74.4%,691.4,71.3%,5900.7,90.8%
Gm16168,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,67.5,29.3%,63.3,27.3%,121.8,39.1%,252.6,25.3%
Gm3687,Cortex,,69.3,794.9,86.9,682.6,88.8,,,,,,,,,584.1,70.4%,,,5496.5,98.8%,2904.2,94.1%,1982.5,94.8%,10383.2,97.7%
Tarbp1,Cortex,,0.0,,17.7,,15.3,,,,,,,,,0.2,18.1%,,,457.7,54.0%,1047.4,73.3%,254.2,50.2%,1759.3,59.3%
Gypc,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,1325.0,79.3%,1343.6,79.1%,1019.6,82.1%,3688.2,79.8%
Dynlt1a,Cortex,,22.3,,20.2,,18.6,,,,,,,,,2.9,22.2%,,,6.5,17.2%,1.0,14.2%,2.1,16.4%,9.7,12.9%
Gm18284,Cortex,,34.0,,38.1,,36.1,,,,,,,,,175.3,47.0%,,,305.1,47.5%,538.0,54.9%,140.9,40.9%,984.0,45.4%
Hmgcs1,Cortex,,30.8,,45.0,,41.5,,,,,,,,,196.4,48.8%,,,1872.4,86.4%,915.7,69.7%,683.0,71.1%,3471.1,78.6%
Slc6a16,Cortex,,,,,,,,,,,,,,,,,,,736.0,62.8%,699.0,61.4%,404.0,58.4%,1839.0,60.4%
Fsbp,Cortex,,78.4,,83.9,,67.7,,,,,,,,,1358.0,87.8%,,,494.6,55.6%,621.7,58.1%,185.2,45.1%,1301.6,51.4%
Rnaset2b,Cortex,,41.6,,27.5,,32.9,,,,,,,,,73.0,38.0%,,,111.6,34.4%,1419.2,80.8%,793.3,76.0%,2324.1,67.9%
Muc3a,Cortex,,80.5,1117.3,92.7,812.1,91.4,,,,,,,,,846.3,78.7%,,,2629.5,92.2%,2345.1,90.7%,1180.5,85.6%,6155.1,91.8%
Zfp799,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm3764,Cortex,609.6,85.1,876.7,89.1,841.5,91.8,,,,,,,,,1307.2,87.1%,,,1564.0,83.0%,173.3,37.5%,250.1,49.9%,1987.3,63.4%
Gm10516,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,220.1,42.3%,2107.9,88.9%,170.1,43.9%,2498.1,69.9%
Gm26652,Cortex,,76.0,,71.2,,77.1,,,,,,,,,811.5,78.1%,,,1259.2,78.3%,1352.7,79.3%,1403.7,89.3%,4015.6,82.3%
Gm26592,Cortex,,50.9,,52.2,,55.5,,,,,,,,,92.1,40.3%,,,171.7,39.1%,32.2,22.0%,334.1,54.4%,538.0,33.7%
4930519P11Rik,Cortex,,,,,,,,,,,,,,,,,,,0.4,15.1%,69.4,28.1%,0.5,15.2%,70.4,16.4%
Gm17259,Cortex,,45.3,,65.5,,55.2,,,,,,,,,205.9,49.6%,,,1130.6,75.9%,990.8,71.6%,498.0,63.8%,2619.4,71.1%
Celrr,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,443.3,53.6%,155.1,35.9%,584.2,67.3%,1182.6,49.3%
Gm26691,Cortex,,64.6,,58.3,,64.6,,,,,,,,,370.0,58.8%,,,759.0,64.5%,0.0,6.8%,759.0,73.9%,1518.0,54.8%
Bvht,Cortex,,,,,,,,,,,,,,,,,,,8.7,17.9%,201.5,39.6%,9.0,18.9%,219.2,23.9%
Gm4804,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,19.2,20.9%,41.0,24.2%,1035.6,82.3%,1095.8,47.6%
Gm27151,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
2310034G01Rik,Cortex,,0.0,,19.9,,19.1,,,,,,,,,0.0,17.6%,,,869.8,69.4%,631.4,58.4%,443.5,61.3%,1944.8,62.6%
Gm28523,Cortex,,68.2,,31.9,,42.6,,,,,,,,,392.5,62.3%,,,2385.7,90.8%,2036.3,88.3%,1106.1,84.2%,5528.0,89.4%
Gm29155,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,759.0,64.4%,0.0,7.1%,759.0,39.2%
UNKNOWN,Cortex,,,,0.0,,0.0,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm29488,Cortex,,43.9,,42.2,,43.8,,,,,,,,,85.2,39.6%,,,477.0,54.9%,3.0,15.2%,5.8,17.6%,485.8,32.4%
Iqank1,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,8.5,17.8%,155.6,35.9%,86.2,35.0%,250.3,25.2%
6430511E19Rik,Cortex,,25.7,,35.5,,36.1,,,,,,,,,36.8,32.9%,,,167.2,38.7%,145.8,35.4%,792.9,75.9%,1105.9,47.9%
Gm37968,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm37266,Cortex,,80.2,,75.4,,82.9,,,,,,,,,778.7,77.1%,,,976.4,72.1%,74.8,29.0%,59.4,31.4%,1110.6,47.9%
Gm37777,Cortex,,61.6,,71.9,,75.3,,,,,,,,,373.6,60.7%,,,901.3,70.3%,551.4,55.5%,232.8,48.6%,1685.4,57.9%
Gm37258,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,100.0,33.3%,497.9,53.2%,212.1,47.4%,810.0,41.2%
Gm38254,Cortex,,,,,,,,,,,,,,,,,,,2961.0,93.7%,2850.0,94.0%,1968.0,94.7%,7779.0,95.1%
C130023A14Rik,Cortex,,83.7,789.4,86.7,597.6,86.3,,,,,,,,,1686.7,91.5%,,,3492.8,95.7%,922.4,70.0%,555.9,66.3%,4971.2,87.1%
Zc3h11a,Cortex,,40.2,,31.6,,32.4,,,,,,,,,50.8,35.4%,,,89.8,31.9%,16.9,19.2%,18.7,22.3%,125.4,19.6%
Gm37124,Cortex,,0.0,,19.1,,0.0,,,,,,,,,1.0,20.1%,,,54.8,27.3%,17.2,19.2%,187.5,45.2%,259.5,25.6%
Gm37745,Cortex,,,,,,,,,,,,,,,,,,,18.1,20.7%,63.1,27.2%,177.1,44.6%,258.3,25.5%
Gm38357,Cortex,,23.3,,34.0,,23.1,,,,,,,,,96.4,40.8%,,,585.1,58.4%,283.6,44.0%,294.7,52.4%,1163.4,48.8%
Gm5845,Cortex,2440.1,98.1,,75.1,905.9,93.0,,,,,,,,,3643.7,97.7%,,,3962.2,96.9%,2631.6,93.0%,1029.3,82.2%,7623.0,94.8%
Gm37834,Cortex,,46.5,,84.2,,71.9,,,,,,,,,1084.0,83.7%,,,2657.4,92.2%,1044.8,73.3%,1529.5,91.1%,5231.7,88.3%
Gm38217,Cortex,,0.0,,20.7,,18.8,,,,,,,,,0.0,8.8%,,,148.0,37.2%,457.2,51.3%,120.7,39.0%,725.9,37.7%
Gm37529,Cortex,,25.6,,30.0,,28.1,,,,,,,,,48.0,34.9%,,,113.4,34.5%,100.4,31.5%,252.2,50.0%,466.0,31.7%
Pcdha8,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,42.9,25.4%,195.0,38.9%,141.6,41.1%,379.5,29.1%
Gm37061,Cortex,,70.2,,61.2,,61.8,,,,,,,,,559.3,69.8%,,,1650.2,84.0%,598.0,57.2%,743.4,73.0%,2991.6,74.6%
Gm37420,Cortex,,39.5,,49.4,,53.1,,,,,,,,,74.9,38.3%,,,532.5,56.9%,429.8,50.3%,155.4,42.4%,1117.8,48.1%
Gm37452,Cortex,,79.8,,71.5,,79.6,,,,,,,,,727.9,74.9%,,,1413.2,80.4%,117.6,33.5%,94.0,36.0%,1624.9,56.8%
Gm37941,Cortex,,68.7,,79.3,,77.1,,,,,,,,,482.8,67.0%,,,1908.3,86.9%,1605.4,83.7%,1286.4,87.9%,4800.1,86.2%
Gm37678,Cortex,,,,,,,,,,,,,,,,,,,759.0,64.5%,0.0,6.8%,0.0,7.1%,759.0,39.1%
Gm38104,Cortex,770.9,88.2,1126.7,92.8,981.8,94.3,,,,,,,,,1834.1,92.1%,,,4994.0,98.1%,1756.5,85.5%,3695.2,99.5%,10445.8,97.7%
Gm37397,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm38299,Cortex,,58.6,,50.6,,53.9,,,,,,,,,498.6,67.6%,,,2209.0,89.4%,1825.5,86.2%,973.9,81.0%,5008.3,87.2%
5730408A14Rik,Cortex,,66.2,,62.1,,67.6,,,,,,,,,387.9,61.8%,,,953.2,71.5%,29.0,21.3%,740.2,73.0%,1722.4,58.7%
Gm38077,Cortex,,46.7,,81.0,,83.6,,,,,,,,,288.7,55.5%,,,1594.9,83.5%,1194.6,76.7%,314.2,53.3%,3103.7,75.8%
Gm37033,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,96.9,32.7%,65.9,27.6%,60.3,31.6%,223.1,24.1%
E230020A03Rik,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,758.0,64.3%,711.3,62.3%,431.5,60.6%,1900.8,62.0%
Gm42941,Cortex,,24.6,,23.3,,22.3,,,,,,,,,17.6,27.9%,,,26.4,22.5%,4.0,15.6%,1251.4,87.4%,1281.8,51.1%
Gm43133,Cortex,,55.5,,59.6,,59.9,,,,,,,,,307.2,56.0%,,,3291.2,94.9%,1841.8,86.5%,2959.8,98.7%,8092.8,95.5%
Gm43066,Cortex,,67.6,,75.0,,78.5,,,,,,,,,811.6,78.2%,,,1416.1,80.5%,182.4,38.1%,344.7,55.1%,1943.2,62.6%
Gm43413,Cortex,,,,,,,,,,,,,,,,,,,5.4,16.8%,70.3,28.2%,11.1,19.4%,86.8,17.3%
A530041M06Rik,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm42989,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,220.9,42.4%,216.9,40.6%,375.5,56.6%,813.3,41.3%
Gm42482,Cortex,,30.7,,37.4,,36.7,,,,,,,,,32.6,32.3%,,,387.2,51.3%,522.5,54.2%,113.5,38.2%,1023.2,46.4%
Gm43765,Cortex,,68.9,1050.2,91.8,953.6,93.8,,,,,,,,,527.6,68.4%,,,2669.0,92.3%,926.9,70.1%,380.3,56.9%,3976.2,82.0%
Gm3364,Cortex,,33.7,,26.6,,22.5,,,,,,,,,41.0,33.8%,,,206.0,41.4%,25.9,20.7%,1373.4,89.0%,1605.2,56.6%
Gm43751,Cortex,,48.2,,54.5,,56.4,,,,,,,,,171.6,46.9%,,,837.8,68.1%,189.5,38.5%,729.3,72.5%,1756.6,59.2%
Gm42837,Cortex,,80.3,,73.4,,80.8,,,,,,,,,765.4,76.5%,,,1679.5,84.3%,42.5,24.5%,787.7,75.6%,2509.7,70.0%
Gm43663,Cortex,,,,,,,,,,,,,,,,,,,17.9,20.7%,6.1,16.4%,225.3,48.1%,249.2,25.1%
Gm43009,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,292.4,46.7%,867.5,68.4%,928.6,80.0%,2088.4,64.7%
Gm43187,Cortex,,50.5,,63.4,,64.5,,,,,,,,,142.8,45.1%,,,1110.4,75.3%,479.0,52.4%,1722.0,93.0%,3311.4,77.4%
Gm19439,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm43311,Cortex,,32.7,,41.1,,35.6,,,,,,,,,34.0,32.6%,,,387.9,51.3%,12.9,18.4%,15.5,21.2%,416.3,30.2%
Gm43420,Cortex,,73.6,,73.1,,76.3,,,,,,,,,1068.5,83.1%,,,3154.3,94.5%,2756.3,93.4%,1572.8,91.8%,7483.4,94.5%
Gm42679,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,162.9,38.4%,575.0,56.6%,481.8,63.1%,1219.7,49.7%
Gm43677,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,3066.7,94.3%,1560.6,83.0%,1822.1,93.8%,6449.4,92.6%
Gm42442,Cortex,,56.2,,28.1,,37.3,,,,,,,,,240.3,52.4%,,,144.6,37.1%,32.8,22.0%,27.1,24.5%,204.5,23.3%
Gm42771,Cortex,,29.3,,29.1,,30.2,,,,,,,,,26.2,30.6%,,,92.1,32.2%,47.5,25.3%,51.3,29.8%,190.9,23.0%
Gm43176,Cortex,,22.6,,20.9,,19.2,,,,,,,,,1.0,20.0%,,,809.2,67.1%,1660.8,84.3%,1554.6,91.4%,4024.6,82.5%
Gm43795,Cortex,,25.5,,37.3,,38.5,,,,,,,,,23.3,29.7%,,,148.9,37.3%,57.0,26.4%,48.6,29.5%,254.5,25.4%
Gm42727,Cortex,,75.6,,62.9,,68.9,,,,,,,,,737.0,75.1%,,,1603.4,83.6%,2222.8,89.7%,1671.8,92.7%,5497.9,89.2%
Peg13,Cortex,,49.8,,36.3,,37.6,,,,,,,,,153.7,45.8%,,,328.5,49.3%,163.4,36.6%,61.5,31.9%,553.5,34.1%
Gm43800,Cortex,,,,,,,,,,,,,,,,,,,770.0,65.5%,1847.0,86.6%,446.2,61.4%,3063.2,75.5%
Gm43417,Cortex,,48.0,,43.2,,47.8,,,,,,,,,122.4,43.2%,,,551.6,57.3%,290.6,44.2%,1386.9,89.2%,2229.0,66.5%
Gm42853,Cortex,,65.5,,65.3,,68.2,,,,,,,,,379.0,61.3%,,,1672.9,84.2%,1361.7,79.6%,958.3,80.6%,3992.8,82.1%
Gm42897,Cortex,,,,,,,,,,,,,,,,,,,2707.5,92.6%,807.6,66.3%,965.3,80.7%,4480.4,84.7%
Gm42600,Cortex,,,,,,,,,,,,,,,,,,,36.2,24.3%,103.3,31.9%,210.7,47.2%,350.2,28.4%
Itgb2,Striatum,,,,,,,,,,,,,,,,,,,725.9,62.4%,157.3,36.1%,1.7,16.2%,884.9,43.1%
Ckmt1,Striatum,,,,,,,1885.0,97.3,3130.2,99.5,2702.8,99.3,,,,,4189.6,98.8%,3711.1,96.2%,9033.2,99.8%,2217.5,96.1%,14961.8,99.5%
Acvrl1,Striatum,,,,,,,,66.8,,75.5,,73.0,,,,,608.5,71.0%,403.4,52.1%,2035.2,88.2%,394.1,57.8%,2832.7,73.2%
Icosl,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tcf7,Striatum,,,,,,,,50.2,,35.0,,42.1,,,,,175.8,45.9%,183.5,39.8%,362.3,47.7%,283.0,51.7%,828.7,41.8%
Slc5a5,Striatum,,,,,,,946.5,91.2,2430.5,98.5,2044.2,98.5,,,,,2820.9,96.3%,2871.8,93.2%,8213.1,99.7%,1459.5,90.2%,12544.5,98.7%
Zfp512b,Striatum,,,,,,,,65.2,,46.7,,43.9,,,,,378.5,60.3%,984.0,72.3%,1858.6,86.8%,487.1,63.3%,3329.8,77.6%
Dnajc5,Striatum,,,,,,,,84.7,,78.3,559.7,85.0,,,,,1147.7,85.0%,199.8,41.2%,1154.9,76.0%,200.7,46.4%,1555.4,55.8%
Ilf2,Striatum,,,,,,,,,,,,,,,,,,,916.7,70.6%,225.1,41.0%,745.9,73.0%,1887.7,61.8%
Luzp1,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,31.6,23.6%,59.8,26.7%,1.1,15.8%,92.5,17.6%
Kctd10,Striatum,,,,,,,,71.3,,32.2,,26.9,,,,,356.6,56.2%,51.2,26.7%,112.1,32.8%,41.8,28.4%,205.2,23.4%
Ckb,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,759.0,64.5%,0.0,6.8%,0.0,7.1%,759.0,39.2%
Efnb2,Striatum,,,,,,,876.5,90.1,908.6,88.6,909.4,92.7,,,,,1511.1,89.2%,232.6,43.4%,1686.1,84.8%,517.1,64.4%,2435.9,69.5%
Jup,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Akr1b1,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tspan33,Striatum,,,,,,,,59.9,,50.4,,58.6,,,,,289.1,53.2%,300.5,47.2%,461.4,51.6%,9.8,19.2%,771.7,40.1%
Esam,Striatum,,,,,,,,27.6,,25.5,,23.7,,,,,39.9,32.0%,36.9,24.4%,171.2,37.4%,11.5,19.7%,219.6,23.9%
Emd,Striatum,,,,,,,,78.5,,66.2,,76.0,,,,,788.1,77.5%,804.6,66.8%,743.3,63.4%,168.7,43.7%,1716.5,58.5%
Pnck,Striatum,,,,,,,,66.8,,74.0,,77.0,,,,,569.6,68.6%,2690.1,92.5%,2008.6,87.9%,701.7,71.7%,5400.4,88.9%
Ift46,Striatum,,,,,,,,65.9,,76.1,,81.2,,,,,424.3,62.6%,465.8,54.3%,744.3,63.5%,233.5,48.7%,1443.6,53.7%
Tmem25,Striatum,,,,,,,,37.6,,35.3,,37.3,,,,,39.4,31.9%,81.5,31.0%,227.8,41.1%,102.4,36.9%,411.7,30.0%
Ddb2,Striatum,,,,,,,,64.4,,59.5,,66.0,,,,,383.1,60.6%,18.3,20.8%,784.6,65.9%,16.3,21.5%,819.2,41.7%
Smg9,Striatum,,,,,,,,33.3,,26.1,,28.7,,,,,26.7,29.5%,0.7,15.3%,59.9,26.7%,0.5,15.4%,61.1,15.5%
Zim1,Striatum,,,,,,,,65.9,,59.4,,60.4,,,,,200.5,48.0%,522.8,56.8%,949.9,70.8%,224.6,48.0%,1697.3,58.1%
Nr2f6,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,257.4,44.9%,69.4,28.0%,81.9,34.2%,408.7,29.9%
Rgs20,Striatum,,,,,,,,25.4,,40.2,,42.4,,,,,12.7,25.7%,79.8,30.7%,480.3,52.5%,63.3,32.2%,623.4,35.3%
Fkbp7,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ggct,Striatum,,,,,,,,48.5,,34.9,,34.5,,,,,237.3,50.2%,473.8,54.6%,916.7,69.8%,983.6,81.3%,2374.1,68.6%
Med25,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,149.5,37.4%,36.0,22.7%,30.1,25.6%,215.6,23.8%
Hbp1,Striatum,,,,,,,,18.4,,17.7,,14.5,,,,,0.1,18.3%,79.9,30.8%,46.4,25.0%,18.2,22.1%,144.5,20.5%
Zfp959,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,1.5,15.9%,38.0,23.4%,12.1,20.0%,51.5,15.0%
Prkcsh,Striatum,,,,,,,,55.0,,42.1,,43.5,,,,,287.4,52.9%,985.2,72.5%,577.3,56.6%,956.6,80.5%,2519.1,70.1%
Dll3,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,893.6,69.9%,458.5,51.4%,999.6,81.7%,2351.7,68.2%
Impdh1,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,1.3,15.8%,0.0,6.8%,3.7,17.1%,5.1,12.5%
Calb2,Striatum,,,,,,,,59.8,,77.9,,82.1,,,,,438.1,63.4%,214.4,42.0%,1311.9,78.7%,113.9,38.3%,1640.2,57.2%
Farsa,Striatum,,,,,,,,81.3,,80.1,,55.8,,,,,756.1,76.4%,2090.8,88.6%,2498.4,92.0%,799.3,76.1%,5388.5,88.8%
Cdip1,Striatum,,,,,,,,67.2,,51.2,,60.5,,,,,369.9,59.4%,92.7,32.2%,769.0,65.1%,90.9,35.5%,952.5,44.5%
Ptpn6,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,60.3,28.2%,95.0,31.0%,340.0,54.7%,495.3,32.7%
Gab2,Striatum,,,,,,,,21.5,,0.0,,0.0,,,,,17.4,27.1%,767.3,65.4%,704.5,62.1%,410.0,59.3%,1881.8,61.5%
Coro1c,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,13.6,19.5%,7.0,16.8%,0.5,15.3%,21.2,13.4%
Thop1,Striatum,,,,,,,,65.1,846.7,87.3,,74.4,,,,,383.6,60.7%,1441.9,80.8%,1756.6,85.5%,727.4,72.4%,3925.9,81.7%
Dtx2,Striatum,,,,,,,,47.7,,37.9,,38.1,,,,,155.6,44.5%,1.0,15.6%,313.4,45.4%,44.3,28.8%,358.7,28.6%
Cd44,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Prlr,Striatum,,,,,,,,62.6,,17.7,,0.0,,,,,369.0,57.7%,85.4,31.4%,245.9,42.0%,64.6,32.5%,395.8,29.5%
Celf1,Striatum,,,,,,,1289.8,94.5,1295.0,93.8,1173.9,95.6,,,,,2591.9,95.6%,886.1,69.8%,4354.6,98.2%,792.7,75.9%,6033.3,91.2%
Epor,Striatum,,,,,,,,24.8,,22.5,,21.0,,,,,23.2,28.3%,292.1,46.7%,417.6,49.9%,84.1,34.7%,793.8,40.9%
Rundc3a,Striatum,,,,,,,,53.8,,62.0,,66.7,,,,,201.2,48.1%,663.1,60.7%,469.1,52.0%,15.9,21.4%,1148.1,48.6%
Snai3,Striatum,,,,,,,,68.2,,45.6,,50.1,,,,,412.9,62.1%,269.5,45.6%,641.2,58.8%,65.9,32.7%,976.7,45.4%
Qrich1,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,1.9,20.9%,348.1,49.9%,201.1,39.5%,106.4,37.4%,655.7,36.5%
Eif1b,Striatum,,,,,,,,59.2,1994.0,97.9,2101.0,98.6,,,,,332.7,55.1%,756.3,64.0%,826.4,67.0%,457.2,61.9%,2039.9,64.1%
Crlf1,Striatum,,,,,,,,19.5,,18.1,,15.3,,,,,0.4,19.5%,260.7,45.1%,42.5,24.4%,21.4,23.2%,324.7,27.7%
Elavl2,Striatum,,,,,,,,49.6,,44.8,,45.6,,,,,140.4,43.1%,119.4,34.9%,562.2,55.9%,724.9,72.3%,1406.5,52.9%
Snap47,Striatum,,,,,,,,72.2,1098.8,91.7,915.3,92.8,,,,,760.9,76.6%,1336.0,79.5%,3760.6,97.0%,1618.9,92.2%,6715.6,93.2%
Aldh3a2,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,166.6,38.6%,207.6,39.9%,31.1,25.9%,405.2,29.8%
Sugp1,Striatum,,,,,,,,73.8,1093.7,91.5,869.6,91.9,,,,,635.3,72.0%,582.3,58.1%,2358.3,90.8%,414.5,59.5%,3355.1,77.9%
Pgam1,Striatum,,,,,,,,39.1,,42.6,,44.3,,,,,94.9,38.5%,160.8,38.2%,377.0,48.2%,24.9,23.9%,562.7,34.2%
Rps5,Striatum,,,,,,,,43.2,,48.0,,47.5,,,,,148.4,43.8%,329.8,49.3%,892.8,69.0%,559.3,66.6%,1782.0,59.6%
Pea15a,Striatum,,,,,,,,76.6,989.9,90.1,790.6,90.9,,,,,1182.3,85.2%,3642.6,96.0%,6487.5,99.3%,2457.6,97.2%,12587.7,98.8%
Trnt1,Striatum,,,,,,,,64.3,,57.5,,63.2,,,,,369.0,57.4%,855.3,68.9%,1434.2,81.1%,1144.5,85.0%,3434.1,78.3%
Tbp,Striatum,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Lrrk1,Striatum,,,,,,,,,,,,0.0,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
