Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Pak2,Choroid Plexus,1327.2,94.6,,78.3,667.1,88.1,,68.1,,48.9,,57.5,,76.8,1760.1,91.8%,450.5,63.8%,3798.2,96.6%,2194.4,89.4%,2532.0,97.5%,8524.6,95.9%
Hmces,Choroid Plexus,1985.5,97.3,985.0,91.0,963.5,94.1,,35.3,,28.8,,30.7,1812.9,88.1,3770.2,97.9%,628.9,71.5%,4877.2,98.0%,2450.1,91.7%,1644.2,92.4%,8971.6,96.6%
Slc25a13,Choroid Plexus,,42.1,,69.6,,43.7,938.8,91.0,1139.2,92.2,913.2,92.8,,43.4,107.8,41.9%,1711.0,90.7%,1474.0,81.3%,3842.8,97.1%,1645.2,92.4%,6962.0,93.7%
Dhx29,Choroid Plexus,,76.6,,22.7,,44.4,,46.7,,18.3,,27.4,,71.8,1401.4,88.5%,579.2,68.9%,1166.5,76.6%,915.8,69.7%,604.1,68.1%,2686.5,71.8%
Rpn2,Choroid Plexus,1733.8,96.6,2670.5,99.2,2095.1,99.1,,69.4,1693.1,96.6,890.6,92.6,,58.0,3019.4,97.0%,485.9,65.4%,5633.1,98.9%,3467.3,96.2%,2345.9,96.7%,11446.3,98.3%
Gm43339,Choroid Plexus,2522.2,98.4,1077.4,92.3,1209.4,96.3,749.7,87.6,,78.6,,77.3,,77.0,1081.5,83.5%,598.7,69.8%,603.1,58.8%,311.3,45.2%,188.0,45.4%,1102.4,47.8%
Cebpz,Choroid Plexus,,32.8,,54.2,,54.8,,56.4,850.8,87.7,703.8,89.1,,46.4,91.0,40.1%,449.6,63.7%,1182.8,77.1%,2438.1,91.4%,1076.4,83.4%,4697.3,85.7%
St6galnac4,Choroid Plexus,,35.8,,35.7,,32.6,,55.8,,58.4,,58.0,,23.4,38.8,33.3%,351.4,55.9%,933.5,71.0%,1021.8,72.6%,1349.9,88.6%,3305.3,77.4%
Irf3,Choroid Plexus,,0.0,,0.0,,0.0,,48.2,,35.1,,26.1,,0.0,0.0,8.8%,203.2,48.2%,22.7,21.6%,33.6,22.2%,7.1,18.2%,63.4,15.7%
Prkaca,Choroid Plexus,,67.8,,66.8,,70.3,,38.8,,36.3,,31.5,,57.6,452.8,65.6%,114.0,40.6%,1177.1,76.9%,1071.4,74.0%,1956.2,94.6%,4204.7,83.5%
Xpc,Choroid Plexus,,25.0,,77.4,,37.0,,51.6,,66.5,,57.3,,25.8,23.2,29.6%,138.3,42.7%,412.8,52.4%,503.7,53.5%,320.8,53.7%,1237.3,50.2%
Scyl1,Choroid Plexus,,47.7,,40.6,,39.4,,55.7,,36.1,,40.4,,51.5,196.6,48.9%,422.3,62.5%,1219.6,77.6%,1170.8,76.5%,792.5,75.8%,3182.9,76.5%
Zfp219,Choroid Plexus,,25.3,,0.0,,18.6,2371.2,98.1,818.3,86.9,1273.7,96.4,,41.2,80.1,39.2%,5470.6,99.3%,1269.4,78.5%,1939.5,87.5%,1117.4,84.6%,4326.3,84.1%
Ankrd34a,Choroid Plexus,,,,,,,,64.9,,58.8,,65.7,,,,,374.0,59.7%,12.8,19.3%,144.1,35.3%,18.0,22.0%,174.8,22.1%
Ccnd1,Choroid Plexus,,78.5,,69.7,,78.0,696.0,86.6,,74.6,,76.9,,30.0,715.2,74.6%,1716.7,90.8%,977.0,72.1%,2860.2,94.0%,826.7,77.3%,4663.8,85.5%
Hmga1,Choroid Plexus,,59.7,752.5,85.9,605.1,86.4,,0.0,,0.0,,22.9,,0.0,2161.0,94.0%,0.0,9.0%,187.7,40.2%,31.5,21.9%,21.3,23.0%,240.5,24.9%
Ankrd12,Choroid Plexus,668.7,86.5,790.4,86.8,776.0,90.6,1261.7,94.3,,84.0,740.3,90.0,3431.4,96.3,1149.7,84.6%,2243.5,94.0%,1260.8,78.3%,1730.3,85.3%,758.5,73.6%,3749.6,80.4%
Ipo4,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ddit4,Choroid Plexus,,0.0,,34.1,,36.2,,64.6,,60.8,,67.5,,49.8,0.0,8.8%,370.3,59.5%,547.9,57.2%,580.5,56.6%,715.0,72.0%,1843.3,60.8%
Mterf4,Choroid Plexus,,30.1,,26.1,,27.9,,0.0,,0.0,,0.0,,0.0,16.1,27.5%,0.0,9.0%,42.6,25.4%,176.5,37.8%,101.1,36.7%,320.2,27.5%
Rai14,Choroid Plexus,,0.0,,0.0,,15.0,1341.8,94.8,1647.1,96.1,1685.3,97.9,,0.0,0.0,8.8%,3076.6,96.7%,62.5,28.5%,261.6,43.2%,6.9,18.1%,331.0,27.9%
Tpgs1,Choroid Plexus,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cdr2l,Choroid Plexus,,,,,,,,,,,,,,,,,,,739.9,63.6%,699.6,61.8%,446.3,61.4%,1885.7,61.6%
Cep128,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Gm38037,Choroid Plexus,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,
Thra,Choroid Plexus,,78.2,,63.9,,63.6,,83.8,,79.9,,82.3,,55.2,1059.9,82.9%,1496.8,89.1%,1732.1,84.7%,2615.4,92.9%,1357.1,88.6%,5704.6,90.3%
Hdac9,Choroid Plexus,,,,65.7,,70.8,,,,39.2,,36.1,,,,,,,,,,,,,,
Zswim5,Choroid Plexus,,,,,,,,46.3,,45.1,,46.7,,,,,108.3,40.0%,317.9,48.4%,402.0,49.3%,192.4,45.6%,912.3,43.7%
Mfsd2a,Choroid Plexus,,69.3,,39.7,,43.5,,0.0,,0.0,,0.0,,67.0,1260.5,86.2%,0.0,9.0%,1465.4,81.2%,638.5,58.6%,1544.1,91.2%,3648.0,79.6%
Gm42463,Choroid Plexus,,66.4,,59.9,,66.7,,,,,,,,,389.4,62.1%,,,125.0,35.5%,71.7,28.4%,65.9,32.7%,262.5,25.7%
Gm15408,Choroid Plexus,,56.7,,68.9,,67.4,,47.1,,78.1,,77.1,,55.5,238.7,52.1%,196.0,47.5%,1905.5,86.8%,1770.4,85.7%,1373.5,89.0%,5049.4,87.5%
Ilkap,Choroid Plexus,,,,57.7,,65.9,,,,56.7,,64.7,,,,,,,2230.0,89.6%,1398.0,80.3%,808.0,76.5%,4436.0,84.5%
Galnt15,Choroid Plexus,,0.0,,82.8,,28.6,,,,,,0.0,,,0.0,8.8%,,,43.6,25.5%,19.0,19.6%,227.6,48.2%,290.2,26.4%
Kin,Choroid Plexus,866.7,90.4,1413.2,95.6,1149.5,95.9,,30.1,,38.9,,41.8,,66.9,1176.3,85.1%,152.5,44.1%,625.4,59.3%,536.1,54.8%,274.1,51.2%,1435.6,53.5%
Smyd2,Choroid Plexus,,31.1,,18.1,,17.0,,0.0,,0.0,,0.0,,66.2,62.2,36.9%,30.1,30.3%,253.6,44.6%,215.6,40.5%,479.1,62.9%,948.3,44.3%
Por,Choroid Plexus,,40.4,,82.9,,40.2,1356.5,94.8,971.0,89.6,729.6,89.8,,73.5,477.7,66.8%,1379.5,87.7%,200.7,41.2%,440.5,50.6%,211.4,47.3%,852.6,42.4%
Tmem87a,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Atf6b,Choroid Plexus,613.4,85.3,,84.6,589.2,85.8,,65.0,,82.3,,77.8,,79.4,2019.4,93.4%,1108.8,84.1%,7309.6,99.5%,5842.9,99.0%,3827.9,99.5%,16980.4,99.5%
Rpl18a,Choroid Plexus,,0.0,,60.7,,64.2,,0.0,,30.7,,29.9,,0.0,0.0,8.8%,0.0,9.0%,103.0,33.7%,35.7,22.5%,51.2,29.8%,189.9,23.0%
Tet1,Choroid Plexus,,68.0,,59.0,,66.4,,23.1,,0.0,,0.0,,17.5,381.6,61.5%,0.4,19.4%,893.3,69.9%,190.1,38.6%,290.7,52.2%,1374.1,52.3%
Eid2b,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,4.3,16.5%,3.7,15.5%,530.1,65.2%,538.2,33.7%
Iqcc,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Arhgef7,Choroid Plexus,,31.5,,39.8,,38.8,,,,,,,,,73.4,38.1%,,,419.1,52.7%,61.2,27.0%,684.4,71.2%,1164.6,48.9%
Pcgf5,Choroid Plexus,,68.6,,61.6,,68.3,,52.1,,83.7,,76.9,,25.4,362.5,58.2%,255.6,51.1%,307.1,47.6%,463.4,51.7%,286.1,51.8%,1056.6,46.9%
Grpel1,Choroid Plexus,,66.5,,84.6,,59.0,,69.9,,67.7,,66.9,,84.0,952.7,81.0%,990.6,81.6%,394.6,51.7%,362.1,47.7%,197.4,46.1%,954.1,44.6%
Cspg5,Choroid Plexus,,18.7,,39.0,,38.0,,32.4,,59.9,,57.4,,34.1,1.5,20.5%,93.0,38.3%,379.3,50.7%,928.9,70.2%,1264.2,87.6%,2572.4,70.5%
Klc1,Choroid Plexus,1666.1,96.4,760.5,86.0,764.0,90.4,,0.0,,45.4,,30.6,,0.0,1951.7,93.2%,0.0,9.0%,986.8,72.6%,323.8,46.0%,287.2,51.9%,1597.8,56.5%
Msh2,Choroid Plexus,,72.0,,61.6,,66.1,,46.1,,30.1,,30.1,,39.9,449.8,65.4%,102.8,39.4%,1699.0,84.5%,754.9,63.8%,533.5,65.3%,2987.5,74.5%
Kcnk5,Choroid Plexus,,0.0,,48.4,,54.6,,0.0,,61.7,,57.9,,,2.9,22.0%,0.0,9.0%,410.8,52.4%,514.8,53.9%,238.0,48.8%,1163.7,48.9%
Psmd8,Choroid Plexus,,48.1,,43.4,,37.8,,68.0,,63.2,,66.9,,79.5,279.5,55.0%,772.1,77.2%,1905.3,86.8%,2121.5,89.0%,2696.7,98.1%,6723.5,93.3%
Repin1,Choroid Plexus,,25.7,,70.2,,77.0,,0.0,,48.4,,51.4,,0.0,19.4,28.9%,0.0,9.0%,211.2,41.8%,143.7,35.2%,241.0,49.1%,595.9,34.8%
Cdkl3,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Fastk,Choroid Plexus,,0.0,,0.0,,0.0,,65.4,,59.8,,61.1,,,0.0,8.8%,417.6,62.3%,426.3,52.9%,1357.2,79.5%,753.1,73.1%,2536.6,70.3%
Tubgcp2,Choroid Plexus,,19.9,,,,0.0,2113.8,97.7,,23.0,831.6,91.6,,20.9,11.7,26.2%,3098.4,96.9%,105.6,33.9%,289.6,44.1%,162.9,42.9%,558.1,34.1%
mt-Cytb,Choroid Plexus,,0.0,,82.4,,25.1,,0.0,,35.7,,31.7,,49.0,0.0,8.8%,0.0,9.0%,30.8,23.5%,26.3,20.9%,17.4,21.8%,74.5,16.7%
Adcy9,Choroid Plexus,751.7,88.1,,59.4,,76.4,2444.8,98.2,2366.4,98.4,2408.4,99.1,,79.0,1344.7,87.8%,3219.3,97.2%,473.7,54.5%,707.0,62.1%,409.2,59.1%,1589.9,56.4%
1110004F10Rik,Choroid Plexus,,54.2,,73.4,,73.8,,44.8,,49.3,,53.0,,42.6,422.3,64.0%,228.5,49.8%,1170.1,76.7%,699.7,61.9%,350.0,55.4%,2219.9,66.3%
Ibtk,Choroid Plexus,4392.4,99.6,5055.1,99.9,4690.6,99.9,1498.9,95.6,4402.0,99.7,3126.1,99.7,,65.7,2978.9,96.9%,763.6,76.9%,1824.9,85.6%,1421.3,80.8%,1806.5,93.6%,5052.8,87.5%
Fam13b,Choroid Plexus,,46.7,,83.9,593.1,86.0,970.8,91.5,2165.9,98.1,1759.4,98.3,,36.7,101.0,41.5%,1784.5,91.6%,3808.0,96.7%,4185.4,97.7%,2597.2,97.7%,10590.5,97.7%
Ctdspl2,Choroid Plexus,,38.7,,72.0,,75.0,,23.8,,69.6,,59.5,,29.3,39.2,33.5%,9.8,24.8%,231.4,43.3%,135.9,34.6%,116.7,38.7%,484.0,32.3%
Pknox2,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Btbd2,Choroid Plexus,,69.2,,71.1,,75.3,,75.9,,63.9,,68.6,,54.0,417.9,63.6%,548.7,67.4%,1366.2,80.0%,1529.5,82.6%,1466.7,90.2%,4362.4,84.3%
Bclaf1,Choroid Plexus,,39.9,,45.6,,48.1,,57.3,,79.4,,81.3,,35.4,62.9,37.1%,547.6,67.2%,1088.9,74.8%,2182.6,89.4%,638.8,69.4%,3910.3,81.7%
Gin1,Choroid Plexus,,0.0,,17.5,,0.0,,74.3,,49.0,,53.0,,31.0,0.1,17.9%,569.2,68.5%,884.2,69.8%,1782.5,85.8%,1180.6,85.7%,3847.4,81.1%
Ess2,Choroid Plexus,,49.3,,78.8,,83.4,,,,0.0,,0.0,,,159.1,46.2%,,,154.3,37.7%,30.7,21.7%,16.0,21.4%,201.0,23.2%
Syt17,Choroid Plexus,,68.4,,0.0,,48.7,,57.9,,21.6,,46.8,,48.7,510.1,67.9%,244.4,50.4%,62.5,28.5%,363.2,47.9%,13.7,20.6%,439.3,30.9%
Ppp1r12a,Choroid Plexus,,82.9,889.7,89.3,640.9,87.3,,77.2,,77.0,,81.1,2423.7,92.5,1630.8,90.9%,1229.6,86.0%,1779.3,85.2%,1155.0,76.1%,393.7,57.8%,3327.9,77.5%
Dctn2,Choroid Plexus,,79.0,1519.3,96.2,,78.5,,29.0,1309.9,94.2,,49.9,,70.2,1092.1,83.9%,200.3,48.0%,1186.0,77.1%,1025.2,72.8%,608.4,68.4%,2819.6,73.1%
Ppp1r1b,Choroid Plexus,712.2,87.2,,84.4,634.9,87.2,,20.1,,18.1,,15.5,,33.3,1266.0,86.4%,40.8,32.3%,1149.0,76.2%,67.2,27.8%,37.0,27.4%,1253.2,50.6%
Ncaph2,Choroid Plexus,627.7,85.6,,39.6,,81.7,673.2,86.1,,81.0,,84.5,,78.0,673.5,73.1%,1536.6,89.5%,14.3,19.6%,53.8,26.1%,15.1,21.0%,83.2,17.2%
Gpank1,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Prcc,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Gsta3,Choroid Plexus,,50.2,,0.0,,33.3,,61.4,,47.1,,59.8,,0.0,66.6,37.5%,270.2,51.7%,224.4,42.9%,864.3,68.3%,535.5,65.4%,1624.3,56.8%
Pdlim5,Choroid Plexus,,78.8,,77.5,,70.7,926.0,90.8,,71.5,,81.8,,77.3,777.3,77.0%,1418.0,88.1%,1550.5,82.7%,1797.4,85.9%,1000.6,81.8%,4348.4,84.2%
Pycr2,Choroid Plexus,781.6,88.4,944.1,90.0,766.6,90.5,,69.1,753.8,85.6,,81.0,,75.8,1598.0,90.5%,822.5,78.4%,3554.1,95.8%,3496.4,96.3%,2840.6,98.5%,9891.1,97.1%
Phf1,Choroid Plexus,,0.0,,20.6,,15.1,,79.8,,67.0,,53.3,,67.2,0.0,8.8%,979.7,81.2%,1609.6,83.7%,2215.6,89.6%,1127.2,84.8%,4952.4,87.0%
Gm12346,Choroid Plexus,,83.9,,71.6,,77.2,,47.4,,74.0,,54.2,,37.2,897.7,80.0%,326.4,54.8%,476.7,54.8%,407.5,49.6%,104.1,37.2%,988.3,45.6%
Mrpl17,Choroid Plexus,,41.4,,30.1,,28.8,,43.9,,38.2,,38.6,,57.9,81.0,39.3%,125.1,41.7%,694.1,61.5%,865.6,68.3%,1293.9,88.0%,2853.6,73.6%
Cast,Choroid Plexus,,59.5,,50.7,,60.0,,77.3,,74.7,,81.4,,58.6,162.2,46.3%,437.5,63.3%,497.7,55.8%,851.4,67.9%,364.0,56.1%,1713.0,58.4%
Lpgat1,Choroid Plexus,,81.8,,32.0,,50.9,,84.8,,28.3,,52.3,,81.9,537.6,68.9%,759.9,76.4%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%
Lrguk,Choroid Plexus,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%
Emd,Choroid Plexus,,70.3,,67.9,,78.4,,67.1,,64.0,,69.1,,27.5,290.0,55.6%,385.7,60.8%,608.0,58.9%,1055.1,73.5%,298.9,52.6%,1962.1,63.1%
Birc2,Choroid Plexus,,31.1,1347.1,94.9,,84.3,,0.0,,76.8,,44.3,,25.9,232.5,51.7%,0.7,19.7%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%
Eipr1,Choroid Plexus,,19.6,,,,0.0,,21.1,,,,15.7,,27.4,13.8,27.1%,17.1,26.9%,,,,,,,,
Slc25a26,Choroid Plexus,,0.0,,46.4,,52.7,,0.0,,35.6,,36.8,,,0.0,8.8%,0.0,9.0%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%
Usp9x,Choroid Plexus,,62.4,1128.7,92.9,720.2,89.6,,50.7,,83.4,,79.1,,63.1,323.2,56.6%,207.2,48.8%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%
Nfe2l2,Choroid Plexus,,59.1,,80.5,,81.3,,38.5,,60.5,,50.8,,57.7,790.1,77.4%,334.7,55.2%,1026.9,73.3%,641.3,58.8%,1481.0,90.5%,3149.3,76.3%
Baiap2l1,Choroid Plexus,,67.3,,81.5,611.1,86.7,,0.0,,57.8,,47.4,,,409.7,63.2%,0.0,9.0%,1131.5,76.0%,646.4,59.1%,438.8,61.1%,2216.6,66.2%
Zfp879,Choroid Plexus,,21.1,,0.0,,0.0,,0.0,,0.0,,0.0,,31.7,126.7,43.5%,12.0,25.5%,737.0,63.2%,699.0,61.4%,404.0,58.4%,1840.0,60.7%
Flcn,Choroid Plexus,,66.9,,36.8,,39.8,,51.8,,34.5,,41.9,,83.9,1176.9,85.2%,651.6,72.4%,436.1,53.1%,214.8,40.4%,132.6,40.1%,783.6,40.6%
Abtb2,Choroid Plexus,,,,0.0,,0.0,,0.0,,41.2,,48.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Map3k8,Choroid Plexus,,,,31.6,,24.9,,84.6,1540.9,95.4,1372.8,97.1,,,,,1004.4,81.9%,353.2,50.0%,1425.5,80.9%,419.0,59.9%,2197.8,65.9%
Scg5,Choroid Plexus,,37.8,,33.3,,34.9,1120.0,93.1,,79.5,,84.0,,54.9,57.8,36.3%,1849.6,92.2%,1447.5,80.9%,2349.1,90.8%,1078.9,83.5%,4875.6,86.7%
Niban1,Choroid Plexus,,56.6,,32.6,,42.0,,63.1,,57.2,,63.3,,74.2,899.3,80.0%,969.0,81.0%,601.1,58.7%,1067.6,73.9%,734.7,72.6%,2403.4,69.0%
Sptan1,Choroid Plexus,,77.5,,64.4,,71.5,,54.2,,43.2,,44.5,,80.5,2273.3,94.6%,1235.8,86.1%,2102.6,88.6%,1465.2,81.9%,804.9,76.3%,4372.7,84.3%
Psma4,Choroid Plexus,,74.2,1193.1,93.5,1007.4,94.5,,47.0,,69.0,,65.1,,60.2,691.6,73.9%,272.7,52.0%,1962.4,87.3%,1872.6,86.9%,1236.6,87.1%,5071.6,87.7%
Pigyl,Choroid Plexus,,36.8,,31.5,,34.3,,,,,,,,,685.0,73.7%,,,125.2,35.5%,11.7,18.0%,47.5,29.3%,184.5,22.7%
Cpxm2,Choroid Plexus,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,
Cox18,Choroid Plexus,,0.0,,0.0,,28.1,,0.0,,0.0,,19.9,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pabpc1,Choroid Plexus,,60.3,,77.1,,73.6,,55.2,,63.8,,58.3,,69.7,242.3,52.7%,201.3,48.2%,2952.7,93.5%,2449.9,91.6%,2135.8,95.8%,7538.4,94.7%
Selenon,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dnajc7,Choroid Plexus,,67.9,,84.3,,81.4,1651.7,96.7,2186.0,98.1,1532.3,97.8,2344.0,92.2,1248.4,86.0%,4013.0,98.6%,5463.1,98.7%,5960.7,99.1%,3231.1,99.1%,14655.0,99.3%
Micall2,Choroid Plexus,,63.8,,,,65.4,,0.0,,,,0.0,,62.1,1023.0,82.4%,601.0,70.3%,,,,,,,,
Smpdl3b,Choroid Plexus,,0.0,,31.1,,17.5,,40.2,,53.5,,54.7,,0.0,0.0,8.8%,21.6,27.8%,12.3,19.1%,68.7,27.9%,21.3,23.0%,102.3,18.2%
Kif2a,Choroid Plexus,613.3,85.2,1364.0,95.1,1129.6,95.7,,68.7,788.7,86.0,651.0,87.8,,64.7,1264.0,86.3%,582.1,69.1%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%
Lmtk3,Choroid Plexus,,82.5,,63.7,,72.5,,28.5,,39.8,,39.4,,20.7,383.6,61.6%,5.2,23.4%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%
Spmip6,Choroid Plexus,,,,0.0,,0.0,,0.0,,46.7,,54.1,,,,,0.0,9.0%,0.0,7.1%,758.0,63.9%,758.0,73.5%,1516.0,54.6%
Ccn4,Choroid Plexus,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pura,Choroid Plexus,,25.5,1209.8,93.8,855.4,92.2,,77.1,2508.5,98.6,2064.7,98.6,,40.0,19.3,28.7%,821.4,78.3%,1410.7,80.4%,2548.2,92.5%,825.5,77.2%,4784.5,86.1%
Gm15675,Choroid Plexus,,84.6,,56.5,,56.4,1617.2,96.6,748.2,85.1,674.8,88.5,,73.4,684.0,73.6%,1291.1,86.6%,180.1,39.6%,475.1,52.3%,115.9,38.4%,771.1,40.1%
Mfsd3,Choroid Plexus,,0.0,,34.8,,35.5,,0.0,,41.6,,43.1,,16.4,0.1,17.7%,0.2,18.7%,241.0,44.0%,333.4,46.3%,108.9,37.6%,683.3,37.1%
Ro60,Choroid Plexus,,45.3,,61.5,,58.0,,23.9,,37.2,,35.8,,35.2,241.5,52.6%,38.8,31.8%,1823.9,85.6%,1335.2,78.9%,2978.2,98.7%,6137.2,91.8%
Cyyr1,Choroid Plexus,1404.3,95.1,1708.4,97.1,1392.6,97.5,924.3,90.8,1519.2,95.3,1588.5,97.9,2721.6,93.9,2447.3,95.5%,1766.1,91.4%,4155.0,97.3%,3026.6,94.6%,3670.5,99.4%,10852.2,98.0%
Arhgef12,Choroid Plexus,1009.8,91.7,,69.3,,83.3,1859.8,97.2,,83.9,747.5,90.1,1722.9,86.8,1067.1,83.0%,2168.7,93.4%,2275.9,90.0%,3522.3,96.5%,2476.6,97.3%,8274.9,95.7%
Slc17a5,Choroid Plexus,,39.0,,68.6,,57.5,,42.4,,42.5,,40.3,,56.0,178.6,47.2%,124.7,41.7%,2288.3,90.2%,1748.3,85.5%,1547.5,91.3%,5584.0,89.9%
UNKNOWN,Choroid Plexus,,84.6,,60.1,,70.1,1135.4,93.3,,53.9,,73.0,,84.1,960.0,81.3%,1627.1,90.2%,2138.3,89.0%,2072.0,88.6%,2003.7,95.0%,6214.0,92.0%
Telo2,Choroid Plexus,,38.0,,0.0,,24.6,,49.7,,0.0,,35.5,,25.5,28.5,31.3%,107.8,39.8%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Copg1,Choroid Plexus,,78.9,,74.6,,80.5,,33.4,,36.9,,39.0,,17.0,794.6,77.7%,83.7,37.3%,2451.1,91.3%,2160.7,89.2%,1173.4,85.5%,5785.2,90.6%
Arf2,Choroid Plexus,,64.1,,59.4,,66.8,,0.0,,0.0,,0.0,,49.7,370.0,58.9%,0.0,9.0%,271.1,45.7%,313.4,45.4%,187.6,45.3%,772.1,40.1%
Slc29a4,Choroid Plexus,,65.5,,43.6,,68.4,,0.0,,22.6,,29.5,,31.9,398.4,62.9%,14.1,26.1%,737.0,63.2%,699.0,61.4%,1160.0,85.3%,2596.0,70.8%
Dynlt2b,Choroid Plexus,1050.9,92.1,2361.4,98.6,1547.3,97.9,1924.2,97.4,3419.0,99.5,2548.4,99.2,2255.8,91.4,1244.4,86.0%,2225.1,93.9%,1855.4,86.1%,2017.1,88.0%,1752.1,93.3%,5624.6,90.1%
Fhl1,Choroid Plexus,,22.1,,17.8,,14.6,,0.0,,0.0,,0.0,,0.0,7.7,24.7%,0.0,9.0%,55.8,27.4%,41.0,24.1%,50.2,29.7%,147.0,20.7%
Ppp5c,Choroid Plexus,,64.0,,56.6,,65.2,,0.0,,0.0,,0.0,,67.1,370.0,58.5%,0.0,9.0%,1408.9,80.3%,491.0,53.0%,583.1,67.2%,2482.9,69.8%
Zcchc17,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Arhgap5,Choroid Plexus,2948.0,99.0,1236.4,94.1,1151.7,96.0,1504.4,95.7,947.7,89.3,585.2,85.9,3676.4,96.8,2973.4,96.8%,1385.7,87.8%,4273.7,97.5%,4198.1,97.8%,2229.7,96.2%,10701.6,97.8%
Cmtm8,Choroid Plexus,,79.0,1478.5,96.0,935.3,93.5,,84.3,1698.8,96.7,1172.2,95.6,2995.4,95.0,2273.5,94.7%,2338.3,94.5%,102.9,33.7%,200.0,39.4%,81.4,34.2%,384.4,29.2%
Foxk2,Choroid Plexus,,0.0,,19.8,,18.9,,0.0,,22.7,,22.5,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slk,Choroid Plexus,802.5,88.8,1282.9,94.4,1370.3,97.2,,72.1,,82.1,586.1,86.0,6179.0,99.3,2839.2,96.5%,2297.0,94.2%,3017.5,94.0%,2123.0,89.0%,1226.6,86.8%,6367.0,92.4%
Tmem259,Choroid Plexus,2268.6,97.8,842.7,88.3,1051.1,94.9,1489.2,95.5,1185.8,92.6,1201.7,95.9,3385.2,96.0,4369.2,98.7%,3726.4,98.4%,2475.7,91.5%,2580.7,92.7%,1897.2,94.2%,6953.6,93.7%
