ID,Mean Log2 Fold Change Direction (DSS)
ENSMUSG00000031099-B,1
ENSMUSG00000031264-B,1
ENSMUSG00000031355-B,-1
ENSMUSG00000031409-B,-1
ENSMUSG00000031659-B,-1
ENSMUSG00000031734-B,1
ENSMUSG00000031775-B,-1
ENSMUSG00000031788-B,-1
ENSMUSG00000031844-B,-1
ENSMUSG00000031872-B,1
ENSMUSG00000031951-B,-1
ENSMUSG00000032018-B,-1
ENSMUSG00000032235-B,1
ENSMUSG00000032243-B,-1
ENSMUSG00000032251-B,-1
ENSMUSG00000032295-B,1
ENSMUSG00000032300-B,1
ENSMUSG00000032307-B,1
ENSMUSG00000032308-B,-1
ENSMUSG00000032334-B,-1
ENSMUSG00000032346-B,-1
ENSMUSG00000032387-B,-1
ENSMUSG00000032481-B,1
ENSMUSG00000032526-B,1
ENSMUSG00000032691-B,1
ENSMUSG00000032727-B,1
ENSMUSG00000032737-B,-1
ENSMUSG00000032816-B,-1
ENSMUSG00000032878-B,-1
ENSMUSG00000033106-B,1
ENSMUSG00000033356-B,-1
ENSMUSG00000033411-B,1
ENSMUSG00000033420-B,1
ENSMUSG00000033427-B,1
ENSMUSG00000033554-B,1
ENSMUSG00000033581-B,1
ENSMUSG00000033684-B,1
ENSMUSG00000033740-B,1
ENSMUSG00000033906-B,-1
ENSMUSG00000033938-B,1
ENSMUSG00000034006-B,1
ENSMUSG00000034118-B,-1
ENSMUSG00000034126-B,-1
ENSMUSG00000034460-B,-1
ENSMUSG00000034480-B,1
ENSMUSG00000034486-B,-1
ENSMUSG00000034509-B,-1
ENSMUSG00000034520-B,-1
ENSMUSG00000034575-B,1
ENSMUSG00000034706-B,-1
ENSMUSG00000034762-B,-1
ENSMUSG00000034892-B,1
ENSMUSG00000035168-B,-1
ENSMUSG00000035234-B,1
ENSMUSG00000035394-B,1
ENSMUSG00000035441-B,-1
ENSMUSG00000035569-B,1
ENSMUSG00000035671-B,1
ENSMUSG00000035835-B,-1
ENSMUSG00000035941-B,1
ENSMUSG00000035948-B,1
ENSMUSG00000035963-B,-1
ENSMUSG00000035969-B,-1
ENSMUSG00000035983-B,1
ENSMUSG00000036112-B,1
ENSMUSG00000036246-B,1
ENSMUSG00000036356-B,-1
ENSMUSG00000036712-B,-1
ENSMUSG00000036885-B,-1
ENSMUSG00000036908-B,-1
ENSMUSG00000036915-B,1
ENSMUSG00000037025-B,-1
ENSMUSG00000037103-B,-1
ENSMUSG00000037148-B,1
ENSMUSG00000037341-B,1
ENSMUSG00000037353-B,1
ENSMUSG00000037366-B,-1
ENSMUSG00000037437-B,1
ENSMUSG00000037514-B,1
ENSMUSG00000037578-B,1
ENSMUSG00000037709-B,1
ENSMUSG00000037824-B,-1
ENSMUSG00000038070-B,1
ENSMUSG00000038324-B,-1
ENSMUSG00000038344-B,1
ENSMUSG00000038371-B,1
ENSMUSG00000038453-B,-1
ENSMUSG00000038507-B,1
ENSMUSG00000038564-B,1
ENSMUSG00000038605-B,-1
ENSMUSG00000038756-B,1
ENSMUSG00000038816-B,1
ENSMUSG00000038843-B,-1
ENSMUSG00000038900-B,1
ENSMUSG00000039086-B,-1
ENSMUSG00000039191-B,1
ENSMUSG00000039367-B,-1
ENSMUSG00000039477-B,-1
ENSMUSG00000039512-B,1
ENSMUSG00000039536-B,-1
ENSMUSG00000039828-B,1
ENSMUSG00000039835-B,-1
ENSMUSG00000039883-B,-1
ENSMUSG00000039956-B,1
ENSMUSG00000039990-B,1
ENSMUSG00000040043-B,1
ENSMUSG00000040276-B,-1
ENSMUSG00000040649-B,-1
ENSMUSG00000040693-B,1
ENSMUSG00000040729-B,1
ENSMUSG00000040797-B,-1
ENSMUSG00000040907-B,-1
ENSMUSG00000040918-B,1
ENSMUSG00000041020-B,1
ENSMUSG00000041057-B,-1
ENSMUSG00000041133-B,1
ENSMUSG00000041147-B,1
ENSMUSG00000041308-B,1
ENSMUSG00000041468-B,-1
ENSMUSG00000041598-B,-1
ENSMUSG00000041608-B,-1
ENSMUSG00000041649-B,-1
ENSMUSG00000041733-B,1
ENSMUSG00000041736-B,1
ENSMUSG00000041794-B,-1
ENSMUSG00000041852-B,-1
ENSMUSG00000042190-B,1
ENSMUSG00000042757-B,-1
ENSMUSG00000042759-B,-1
ENSMUSG00000042793-B,-1
ENSMUSG00000043090-B,1
ENSMUSG00000043243-B,1
ENSMUSG00000043262-B,-1
ENSMUSG00000043290-B,1
ENSMUSG00000043631-B,1
ENSMUSG00000043702-B,-1
ENSMUSG00000043811-B,-1
ENSMUSG00000044022-B,-1
ENSMUSG00000044026-B,-1
ENSMUSG00000044172-B,-1
ENSMUSG00000044749-B,1
ENSMUSG00000045087-B,-1
ENSMUSG00000045102-B,1
ENSMUSG00000045667-B,-1
ENSMUSG00000047003-B,1
ENSMUSG00000047216-B,1
ENSMUSG00000047238-B,1
ENSMUSG00000047606-B,-1
ENSMUSG00000047676-B,1
ENSMUSG00000047866-B,1
ENSMUSG00000047867-B,1
ENSMUSG00000048249-B,1
ENSMUSG00000048347-B,1
ENSMUSG00000048706-B,1
ENSMUSG00000049387-B,-1
ENSMUSG00000049764-B,1
ENSMUSG00000050052-B,-1
ENSMUSG00000050074-B,1
ENSMUSG00000050549-B,-1
ENSMUSG00000050592-B,1
ENSMUSG00000050666-B,1
ENSMUSG00000050677-B,-1
ENSMUSG00000050930-B,1
ENSMUSG00000051297-B,1
ENSMUSG00000051495-B,1
ENSMUSG00000051855-B,1
ENSMUSG00000052117-B,1
ENSMUSG00000052516-B,-1
ENSMUSG00000052533-B,-1
ENSMUSG00000052698-B,-1
ENSMUSG00000052837-B,1
ENSMUSG00000052951-B,1
ENSMUSG00000053279-B,1
ENSMUSG00000053358-B,1
ENSMUSG00000053768-B,1
ENSMUSG00000054519-B,1
ENSMUSG00000054920-B,-1
ENSMUSG00000055239-B,-1
ENSMUSG00000055639-B,1
ENSMUSG00000055818-B,-1
ENSMUSG00000055945-B,-1
ENSMUSG00000056071-B,1
ENSMUSG00000056116-B,-1
ENSMUSG00000056411-B,-1
ENSMUSG00000056423-B,-1
ENSMUSG00000056737-B,1
ENSMUSG00000056770-B,-1
ENSMUSG00000056900-B,-1
ENSMUSG00000057322-B,1
ENSMUSG00000057440-B,1
ENSMUSG00000057455-B,-1
ENSMUSG00000057531-B,1
ENSMUSG00000058400-B,1
ENSMUSG00000058897-B,-1
ENSMUSG00000059447-B,-1
ENSMUSG00000059669-B,-1
ENSMUSG00000059674-B,1
ENSMUSG00000060424-B,1
ENSMUSG00000061039-B,-1
ENSMUSG00000061535-B,-1
ENSMUSG00000061983-B,1
ENSMUSG00000062380-B,-1
ENSMUSG00000062470-B,1
ENSMUSG00000062661-B,-1
ENSMUSG00000062704-B,-1
ENSMUSG00000063049-B,1
ENSMUSG00000063077-B,1
ENSMUSG00000063409-B,1
ENSMUSG00000063681-B,1
ENSMUSG00000063870-B,-1
ENSMUSG00000063931-B,-1
ENSMUSG00000064128-B,1
ENSMUSG00000064363-B,-1
ENSMUSG00000066197-B,-1
ENSMUSG00000066441-B,-1
ENSMUSG00000067279-B,1
ENSMUSG00000067768-B,-1
ENSMUSG00000068154-B,-1
ENSMUSG00000068220-B,1
ENSMUSG00000068966-B,-1
ENSMUSG00000070167-B,1
ENSMUSG00000070407-B,1
ENSMUSG00000070527-B,1
ENSMUSG00000070532-B,1
ENSMUSG00000070687-B,1
ENSMUSG00000070806-B,-1
ENSMUSG00000070953-B,1
ENSMUSG00000071648-B,1
ENSMUSG00000071661-B,1
ENSMUSG00000072809-B,1
ENSMUSG00000072919-B,1
ENSMUSG00000072964-B,-1
ENSMUSG00000073460-B,1
ENSMUSG00000073680-B,-1
ENSMUSG00000073795-B,-1
ENSMUSG00000074215-B,1
ENSMUSG00000074476-B,1
ENSMUSG00000074580-B,-1
ENSMUSG00000074646-B,1
ENSMUSG00000074793-B,-1
ENSMUSG00000074811-B,-1
ENSMUSG00000074813-B,1
ENSMUSG00000075225-B,-1
ENSMUSG00000078435-B,1
ENSMUSG00000079043-B,1
ENSMUSG00000079083-B,1
ENSMUSG00000079157-B,-1
ENSMUSG00000081683-B,-1
ENSMUSG00000083153-B,1
ENSMUSG00000083307-B,-1
ENSMUSG00000084375-B,1
ENSMUSG00000085007-B,1
ENSMUSG00000085111-B,1
ENSMUSG00000085382-B,1
ENSMUSG00000086034-B,1
ENSMUSG00000086109-B,1
ENSMUSG00000086213-B,-1
ENSMUSG00000086732-B,-1
ENSMUSG00000087067-B,-1
ENSMUSG00000087141-B,-1
ENSMUSG00000089940-B,1
ENSMUSG00000090862-B,1
ENSMUSG00000091387-B,-1
ENSMUSG00000092094-B,1
ENSMUSG00000092417-B,1
ENSMUSG00000093720-B,1
ENSMUSG00000094344-B,1
ENSMUSG00000095845-B,1
ENSMUSG00000096606-B,1
ENSMUSG00000096917-B,1
ENSMUSG00000096971-B,1
ENSMUSG00000097061-B,-1
ENSMUSG00000097403-B,-1
ENSMUSG00000097595-B,-1
ENSMUSG00000097666-B,1
ENSMUSG00000097781-B,1
ENSMUSG00000098132-B,1
ENSMUSG00000098447-B,-1
ENSMUSG00000098789-B,1
ENSMUSG00000099098-B,-1
ENSMUSG00000100680-B,1
ENSMUSG00000101225-B,1
ENSMUSG00000102692-B,1
ENSMUSG00000103123-B,1
ENSMUSG00000103486-B,-1
ENSMUSG00000103755-B,-1
ENSMUSG00000104399-B,1
ENSMUSG00000104411-B,1
ENSMUSG00000105139-B,1
ENSMUSG00000105471-B,1
ENSMUSG00000105867-B,1
