brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,VECPAC n,LPS r,LPS n,DSS r,DSS n,non-NaN_treatment_groups,Pooled r,Pooled n,Pooled_r_valid,Pooled FDR,FDR < 0.15,within_model_sign,pooled_sign,predicted_effect_sign,within_model = pooled,number within_model = pooled_n,within_model = predicted,number within_model = predicted,predicted = pooled,number predicted = pooled,all_signs_agree,number all_signs_agree
ENSMUSG00000002633-C,-1.0,CTX,Aceturic acid,-1.0,CSF,,2,1.0,3,,2,1,0.9642857142857144,7,True,0.0190079298918555,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002633-C,-1.0,CTX,Butanedioic acid,-1.0,CSF,,2,1.0,3,1.0,3,2,0.9047619047619048,8,True,0.0792999095569304,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002633-C,-1.0,CTX,Diethylamine,-1.0,CSF,,2,1.0,3,1.0,3,2,0.9285714285714288,8,True,0.0354861073872977,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002633-C,-1.0,CTX,Levulinic acid,-1.0,CSF,,2,0.5,3,1.0,3,2,0.880952380952381,8,True,0.1418733630990404,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002633-C,-1.0,CTX,Picolinic acid,-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.8916309815169778,8,True,0.1118808083577703,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002633-C,-1.0,CTX,Trimethylolpropane,-1.0,CSF,,0,,2,,2,0,1.0,4,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000002733-C,-1.0,CTX,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.8982196964349441,8,True,0.0949723045352331,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002820-C,1.0,CTX,Cholesterol,1.0,CSF,,2,1.0,3,0.5,3,2,0.9047619047619048,8,True,0.0792999095569304,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000002910-C,1.0,CTX,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",-1.0,CSF,,2,,2,-1.0,3,1,-0.9285714285714288,7,True,0.0965338601097049,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000003382-C,-1.0,CTX,Butanedioic acid,-1.0,CSF,,2,0.5,3,0.5,3,2,0.9047619047619048,8,True,0.0792999095569304,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000003418-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,0,,1,,2,0,-1.0,3,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000003421-C,1.0,CTX,Azelaic acid,-1.0,CSF,,2,-0.5,3,-0.5,3,2,-0.9047619047619048,8,True,0.0792999095569304,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000003421-C,1.0,CTX,Ethanolamine,-1.0,CSF,,2,-1.0,3,0.8660254037844387,3,2,-0.8982196964349441,8,True,0.0949723045352331,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000003527-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,0,,1,,2,0,-1.0,3,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000003549-C,1.0,CTX,Acetic acid,-1.0,CSF,,2,-0.8660254037844387,3,,3,1,-0.9142074905486915,8,True,0.0604395516135506,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000004070-C,1.0,CTX,Ethanolamine,-1.0,CSF,,2,-1.0,3,0.8660254037844387,3,2,-0.9221722216732094,8,True,0.0454505036541215,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000004151-C,-1.0,CTX,L-Glutamic acid,1.0,CSF,,0,,2,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000004268-C,-1.0,CTX,2-Butenedioic acid,-1.0,CSF,,1,1.0,3,1.0,3,2,0.9642857142857144,7,True,0.0190079298918555,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000004268-C,-1.0,CTX,L-Glutamic acid,1.0,CSF,,0,,2,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000004268-C,-1.0,CTX,Trimethylolpropane,-1.0,CSF,,0,,2,,2,0,1.0,4,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
